,Stock_Name,Stock_Symbol
0,Empee Distiller,EDL
1,Globus Spirits,GLOBUSSPR
2,GM Breweries,GMBREW
3,Pincon Spirit,PINCON
4,Pioneer Distill,PIONDIST
5,Radico Khaitan,RADICO
6,Ravi Kumar Dist,RKDL
7,Som Distillerie,SDBL
8,Tilaknagar Ind,TI
9,United Brewerie,UBL
10,United Spirits,MCDOWELL-N
11,Varun Beverages,VBL
