,Stock_Name,Stock_Symbol
0,Adhunik Metalik,ADHUNIK
1,Ankit Metal,ANKITMETAL
2,Gallantt Ispat,GALLISPAT
3,Gallantt Metal,GALLANTT
4,Godawari Power,GPIL
5,Gyscoal Alloys,GAL
6,Jai Balaji Ind,JAIBALAJI
7,Jindal Steel,JINDALSTEL
8,Monnet Ispat,MONNETISPA
9,MSP Steel,MSPL
10,Sarda Energy,SARDAEN
11,Tata Sponge,TATASPONGE
12,Vaswani Ind,VASWANI
