,Stock_Name,Stock_Symbol
0,Ashapura Intima,AIFL
1,Celebrity Fash,CELEBRITY
2,Gokaldas Export,GOKEX
3,Indian Terrain,INDTERRAIN
4,Kitex Garments,KITEX
5,KPR Mill,KPRMILL
6,Lovable Lingeri,LOVABLE
7,Monte Carlo,MONTECARLO
8,Page Industries,PAGEIND
9,Pearl Global In,PGIL
10,Soril Infra Res,STOREONE
11,SPL Industries,SPLIL
12,VIP Clothing,VIPCLOTHNG
13,Zodiac Clothing,ZODIACLOTH
