,Stock_Name,Stock_Symbol
0,3M India,3MINDIA
1,AB Nuvo,ABIRLANUVO
2,Bombay Dyeing,BOMDYEING
3,Century,CENTURYTEX
4,Cimmco,CIMMCO
5,DCM Shriram,DCMSHRIRAM
6,Grasim,GRASIM
7,Kesoram,KESORAMIND
8,Kokuyo Camlin,KOKUYOCMLN
9,Nava Bharat Ven,NBVENTURES
10,NESCO,NESCO
11,Orient Paper,ORIENTPPR
12,Prakash Ind,PRAKASH
13,Sintex Ind,SINTEX
14,Voltas,VOLTAS
