,Stock_Name,Stock_Symbol
0,Alps Industries,ALPSINDUS
1,Bang Overseas,BANG
2,Bannari A Spg,BASML
3,Bombay Rayon,BRFL
4,Garware Wall,GARWALLROP
5,GTN Textiles,GTNTEX
6,Mandhana Ind,MANDHANA
7,PDS Multi,PDSMFL
8,S P Apparels,SPAL
9,SEL Mgf Company,SELMCL
10,STL Global,SGL
11,Sudar Ind,SUDAR
12,Sutlej Textiles,SUTLEJTEX
