,Stock_Name,Stock_Symbol
0,Aptech,APTECHT
1,Career Point,CAREERP
2,Educomp Sol,EDUCOMP
3,MT Educare,MTEDUCARE
4,NIIT,NIITLTD
5,Tree House,TREEHOUSE
6,Zee Learn,ZEELEARN
