,Stock_Name,Stock_Symbol
0,Asahi India,ASAHIINDIA
1,Binani Ind,BINANIIND
2,Hind Nat Glass,HINDNATGLS
3,La Opala RG,LAOPALA
4,Sezal Glass,SEZAL
