,Stock_Name,Stock_Symbol
0,Bharat Elec,BEL
1,Centum Electron,CENTUM
2,CG Consumer,CROMPTON
3,ECE Industries,ECEIND
4,Genus Power,GENUSPOWER
5,Hind Rectifiers,HIRECT
6,Zicom,ZICOM
