,Stock_Name,Stock_Symbol
0,Alok Industries,ALOKTEXT
1,Arrow Textiles,ARROWTEX
2,BSL,BSL
3,Donear Ind,DONEAR
4,E-Land Apparel,ELAND
5,Garden Silk,GARDENSILK
6,Orbit Exports,ORBTEXP
7,Pradip Overseas,PRADIP
8,Siyaram Silk,SIYSIL
9,Welspun India,WELSPUNIND
