,Stock_Name,Stock_Symbol
0,Adani Enterpris,ADANIENT
1,Control Print,CONTROLPR
2,Farmax India,FARMAXIND
3,Ind Motor Parts,IMPAL
4,Jindal Worldwid,JINDWORLD
5,Kothari Petro,KOTHARIPET
6,MMTC Ltd,MMTC
7,PTC India,PTC
8,Sakuma Exports,SAKUMA
9,Sicagen India,SICAGEN
10,Sical Logistics,SICAL
11,STC India,STCINDIA
12,Swan Energy,SWANENERGY
13,UB Holdings,UBHOLDINGS
14,Uniphos Ent,UNIENTER
15,V2 Retail,V2RETAIL
