,Stock_Name,Stock_Symbol
0,Blue Star,BLUESTARCO
1,Fedders Lloyd,FEDDERLOYD
2,IFB Industries,IFBIND
3,Johnson Control,JCHAC
4,Lloyd Electric,LLOYDELENG
5,Symphony,SYMPHONY
6,Value Ind,VALUEIND
7,Whirlpool,WHIRLPOOL
