,Stock_Name,Stock_Symbol
0,Aksh Optifibre,AKSHOPTFBR
1,Bhagyanagar Ind,BHAGYNAGAR
2,Birla Cable,BIRLACABLE
3,CMI,CMICABLES
4,Finolex Cables,FINCABLES
5,Paramount Comm,PARACABLES
6,Shilpi Cable,SHILPI
7,Sterlite Techno,STRTECH
8,Surana Telecom,SURANAT&P
9,Tamil Telecom,TNTELE
10,Vindhya Telelin,VINDHYATEL
