,Stock_Name,Stock_Symbol
0,Can Fin Homes,CANFINHOME
1,Crest Ventures,CREST
2,Dewan Housing,DHFL
3,GIC Housing Fin,GICHSGFIN
4,GRUH Finance,GRUH
5,HDFC,HDFC
6,Indiabulls Hsg,IBULHSGFIN
7,LIC Housing Fin,LICHSGFIN
8,PNB Housing Fin,PNBHOUSING
9,Repco Home,REPCOHOME
