,Stock_Name,Stock_Symbol
0,Jindal (Hisar),JSLHISAR
1,JSW Steel,JSWSTEEL
2,Manaksia Steels,MANAKSTEEL
3,SAIL,SAIL
4,Tata Steel,TATASTEEL
5,Visa Steel,VISASTEEL
