,Stock_Name,Stock_Symbol
0,Asahi Songwon,ASAHISONG
1,Atul,ATUL
2,Bhageria Indu,BHAGERIA
3,Bodal Chemicals,BODALCHEM
4,Chromatic India,CHROMATIC
5,Clariant Chem,CLNINDIA
6,Kiri Industries,KIRIINDUS
7,Sudarshan Chem,SUDARSCHEM
8,Vidhi Dyestuffs,VIDHIDYE
