,Stock_Name,Stock_Symbol
0,Apollo Tyres,APOLLOTYRE
1,Balkrishna Ind,BALKRISIND
2,Ceat,CEATLTD
3,Elgi Rubber,ELGIRUBCO
4,JK Tyre & Ind,JKTYRE
5,MRF,MRF
6,PTL Enterprises,PTL
7,TVS Srichakra,TVSSRICHAK
