,Stock_Name,Stock_Symbol
0,Astra Microwave,ASTRAMICRO
1,Bharti Infratel,INFRATEL
2,Gemini Comm,GEMINI
3,GTL,GTL
4,GTL Infra,GTLINFRA
5,HFCL,HFCL
6,Honeywell Autom,HONAUT
7,ITI,ITI
8,Kavveri Telecom,KAVVERITEL
9,MIC Electronics,MIC
10,NELCO,NELCO
11,Shyam Telecom,SHYAMTEL
12,XL Energy,XLENERGY
