,Stock_Name,Stock_Symbol
0,Aegis Logistics,AEGISCHEM
1,Allcargo,ALLCARGO
2,Arshiya,ARSHIYA
3,Container Corp,CONCOR
4,Interglobe Avi,INDIGO
5,Jet Airways,JETAIRWAYS
6,Navkar Corp,NAVKARCORP
7,Patel Integrate,PATINTLOG
8,Snowman Logist,SNOWMAN
9,TCI Express,TCIEXP
10,Transport Corp,TCI
11,VRL Logistics,VRLLOG
