,Stock_Name,Stock_Symbol
0,Bharti Airtel,BHARTIARTL
1,Goldstone Infra,GOLDINFRA
2,Idea Cellular,IDEA
3,MTNL,MTNL
4,Nu Tek India,NUTEK
5,Reliance Comm,RCOM
6,Tata Comm,TATACOMM
7,TataTeleservice,TTML
