,Stock_Name,Stock_Symbol
0,A2Z Infra Eng,A2ZINFRA
1,BS Limited,BSLIMITED
2,GE Power India,GEPIL
3,GE T&D India,GET&D
4,Indo Tech Trans,INDOTECH
5,Jyoti Structure,JYOTISTRUC
6,Kalpataru Power,KALPATPOWR
7,KEC Intl,KEC
8,Sujana Towers,SUJANATWR
9,Sunil HitechEng,SUNILHITEC
10,Tarapur Trans,TARAPUR
11,Transformers,TRIL
12,Ujaas Energy,UJAAS
13,Voltamp Trans,VOLTAMP
