,Stock_Name,Stock_Symbol
0,Action Const,ACE
1,AIA Engineering,AIAENG
2,Eimco Elecon,EIMCOELECO
3,Elecon Eng,ELECON
4,Gujarat Apollo,GUJAPOLLO
5,Kabra Extrusion,KABRAEXTRU
6,Praj Industries,PRAJIND
7,Sanghvi Movers,SANGHVIMOV
8,Shriram EPC,SHEMAROO
9,TD Power System,TDPOWERSYS
10,TIL,TIL
11,TRF,TRF
12,Triveni Turbine,TRITURBINE
13,Walchandnagar,WALCHANNAG
14,Windsor,WINDMACHIN
