,Stock_Name,Stock_Symbol
0,Agri-Tech,AGRITECH
1,Chambal Fert,CHAMBLFERT
2,Coromandel Int,COROMANDEL
3,Deepak Fert,DEEPAKFERT
4,Fert and Chem,FACT
5,GNFC,GNFC
6,GSFC,GSFC
7,Madras Fert,MADRASFERT
8,Mangalore Chem,MANGCHEFER
9,Nagarjuna Fert,NAGAFERT
10,NFL,NFL
11,Oswal ChemandFe,BINDALAGRO
12,Rashtriya Chem,RCF
13,Shree Pushkar,SHREEPUSHK
14,SPIC,SPIC
15,Zuari Agro Chem,ZUARI
16,Zuari Global,ZUARIGLOB
