,0,1,2
KRBL.NS,295.643181818,296.35,12.0677186018
KSBPUMPS,612.640909091,614.95,10.93945063
KSBPUMPS.NS,612.225,613.45,10.8730088489
KSCL,405.684090909,406.175,12.2180135004
KSCL.NS,405.884090909,406.175,12.5593864193
KTKBANK,112.168181818,112.65,3.36941938811
KTKBANK.NS,112.302272727,112.65,3.57189683077
KWALITY,125.661363636,126.85,5.05500534167
KWALITY.NS,125.984090909,126.85,5.43908663471
LAKSHVILAS,140.784090909,141.575,2.5822833364
LAKSHVILAS.NS,140.720454545,141.575,2.69729401839
LALPATHLAB,1067.7,1068.925,31.6574936589
LALPATHLAB.NS,1067.38863636,1068.925,31.2090452846
LAOPALA,477.315909091,469.575,22.953822103
LAOPALA.NS,477.688636364,472.6,22.8361291223
LAXMIMACH,3953.70681818,3948.025,46.2227404749
LAXMIMACH.NS,3952.91136364,3948.025,45.7885407057
LICHSGFIN,541.277272727,542.525,13.4848921396
LICHSGFIN.NS,541.129545455,542.525,13.6903742609
LINDEINDIA,355.315906818,353.97499,6.57606195085
LINDEINDIA.NS,355.60227,354.199995,6.5118641199
LITL,3.67954545455,3.625,0.140288046286
LITL.NS,3.67045454545,3.625,0.132430656526
LT,1359.66363636,1358.225,20.5087622494
LT.NS,1359.03863636,1358.225,19.6175573198
LUPIN,1478.325,1483.675,29.0589743125
LUPIN.NS,1476.22954545,1483.675,27.2466365731
MAGMA,103.134090909,104.05,2.58265212356
MAGMA.NS,102.686363636,103.8,2.71938288772
MAHINDCIE,183.547727273,183.35,4.2383587702
MAHINDCIE.NS,183.663636364,183.35,4.40387226303
MAHLIFE,356.345454545,358.1,4.58838879001
MAHLIFE.NS,356.572727273,358.1,4.79103148434
MANAPPURAM,66.8863636364,67.95,4.38732432339
MANAPPURAM.NS,66.8363636364,67.95,4.33378702254
MANPASAND,545.361363636,547.525,15.6531826356
MANPASAND.NS,545.309090909,547.525,15.6922989633
MARICO,252.774998636,251.60001,5.76429278073
MARICO.NS,252.663636364,251.60001,5.64039874094
MARKSANS,40.9068181818,40.8,1.09406357595
MARKSANS.NS,40.9522727273,40.875,1.0828178927
MARUTI,5302.12954545,5210.575,196.1868847
MARUTI.NS,5306.77727273,5210.575,204.38707601
MAYURUNIQ,346.586363636,343.15,6.94982325603
MAYURUNIQ.NS,346.377272727,343.15,7.09586947712
MCLEODRUSS,143.731818182,141.25,4.65378866277
MCLEODRUSS.NS,144.140909091,142.925,4.62002979695
MERCK,990.338636364,985.85,21.2343215653
MERCK.NS,989.445454545,985.85,21.7809380897
MFSL,546.288636364,546.45,11.1827453378
MFSL.NS,546.038636364,545.8,11.2084782092
MHRIL,396.6,396.125,3.96619645072
MHRIL.NS,396.329545455,396.125,4.22277439524
MINDTREE,502.081818182,500.2,14.1100567433
MINDTREE.NS,501.275,498.5,14.5173848983
MMTC,54.4886363636,52.4,5.64028730732
MMTC.NS,55.1772727273,52.4,6.93084422936
MOIL,363.275,356.9,19.9846533382
MOIL.NS,364.856818182,356.9,23.4837851631
MONSANTO,2255.11136364,2255.975,9.93065158532
MONSANTO.NS,2255.24545455,2255.975,10.0209769162
MOTHERSUMI,321.952274091,321.875,6.99284171145
MOTHERSUMI.NS,321.679547273,321.875,6.64618664775
MOTILALOFS,515.295454545,513.7,12.5219037527
MOTILALOFS.NS,515.579545455,516.25,12.5184307845
MPHASIS,545.231818182,547.125,16.9081943043
MPHASIS.NS,545.670454545,547.125,16.4837702221
MRF,50421.2636364,50388.75,1614.73948232
MRF.NS,50476.5272727,50388.75,1685.3299361
MRPL,97.55,95.675,7.20104159133
MRPL.NS,97.6795454545,95.675,7.45798803283
MTNL,19.3818181818,19.6,0.738973782405
MTNL.NS,19.4431818182,19.65,0.783656790545
MUTHOOTFIN,280.572727273,280.1,10.508360926
MUTHOOTFIN.NS,280.102272727,280.1,9.93529635373
MYSOREBANK,540.015909091,535.35,18.2508994323
MYSOREBANK.NS,540.040909091,535.35,18.2287883016
NATCOPHARM,595.881818182,594.45,13.7296129853
NATCOPHARM.NS,596.956818182,594.45,16.3121507111
NATIONALUM,62.5909090909,64.1,3.83736753653
NATIONALUM.NS,62.7386363636,64.1,3.98526846255
NAUKRI,867.247727273,866.7,27.8639145255
NAUKRI.NS,865.356818182,859.725,28.057968461
NAVINFLUOR,2482.37272727,2485.05,87.2062780714
NAVINFLUOR.NS,2495.37727273,2485.05,114.317370183
NAVKARCORP,168.825,170.325,5.82381706771
NAVKARCORP.NS,169.15,170.325,6.17604820485
NBCC,234.663636364,228.925,12.253300642
NBCC.NS,235.754545455,228.925,14.2271613898
NCC,81.5590909091,82.175,2.73859698019
NCC.NS,81.4931818182,81.975,2.70666265487
NETWORK18,34.5454545455,35.1,1.68825840742
NETWORK18.NS,34.5659090909,35.1,1.69799506166
NH,338.190909091,338.3,3.1571399189
NH.NS,338.211363636,338.3,3.16780424999
NHPC,26.8431818182,26.95,0.458593983343
NHPC.NS,26.8454545455,26.95,0.461340977841
NIITTECH,426.734090909,426.725,5.34489935679
NIITTECH.NS,427.459090909,428.1,5.28088728935
NILKAMAL,1328.21363636,1321.3,67.3986844259
NILKAMAL.NS,1338.31590909,1321.3,84.5288291007
NITINFIRE,25.8477272727,25.725,1.81852093699
NITINFIRE.NS,25.8045454545,25.725,1.77051977107
NLCINDIA,76.8840909091,76.325,2.06595915483
NLCINDIA.NS,77.1295454545,76.325,2.55662813146
NMDC,127.845454545,127.825,5.13762751182
NMDC.NS,127.947727273,127.825,5.32278295615
NTPC,162.838636364,163.6,2.08594684554
NTPC.NS,162.718181818,163.3,2.05510661608
OBEROIRLTY,305.134090909,305.65,9.30626243788
OBEROIRLTY.NS,305.170454545,306.0,9.31162431601
OCL,727.529545455,742.575,33.1973523725
OCL.NS,727.220454545,742.575,32.9357045335
OFSS,3158.98181818,3153.85,31.9755395556
OFSS.NS,3156.65909091,3153.85,34.3006651205
OIL,502.193636364,471.125,68.1802983375
OIL.NS,502.668636364,471.125,68.0026632739
OMAXE,159.059090909,159.075,1.12774916618
OMAXE.NS,158.997727273,158.95,1.10781609192
ONGC,212.113636364,199.75,39.9850036824
ONGC.NS,207.094681818,198.225,34.2355463884
ORIENTBANK,109.990909091,110.075,4.86164866127
ORIENTBANK.NS,110.077272727,110.075,4.87395232388
ORIENTCEM,125.418181818,126.05,3.45851418189
ORIENTCEM.NS,125.509090909,126.05,3.51536208132
ORISSAMINE,2193.20681818,2137.8,116.914394095
ORISSAMINE.NS,2193.22272727,2137.8,117.003636215
PAGEIND,13601.4136364,13689.1,303.308560938
PAGEIND.NS,13616.7272727,13689.1,314.490239355
PCJEWELLER,386.418181818,390.55,17.9588123047
PCJEWELLER.NS,386.086363636,390.55,17.5000964747
PEL,1611.94318182,1611.125,83.1656641253
PEL.NS,1614.17727273,1611.125,85.8808542432
PERSISTENT,616.631818182,612.0,16.5540496085
PERSISTENT.NS,616.211363636,612.0,15.9827282657
PETRONET,370.840909091,373.75,9.64379440691
PETRONET.NS,370.3,373.225,9.79107951634
PFC,125.311363636,126.4,4.50911594699
PFC.NS,125.352272727,126.4,4.55533379867
PFIZER,1825.68409091,1819.975,25.1692527197
PFIZER.NS,1824.62045455,1819.975,26.1833492123
PFS,38.1613636364,38.375,0.933239597952
PFS.NS,38.1636363636,38.375,0.936836345186
PGHH,6870.31363636,6861.45,126.408721239
PGHH.NS,6865.075,6849.1,127.934089941
PHOENIXLTD,371.240909091,369.925,6.56884124672
PHOENIXLTD.NS,371.354545455,369.925,6.49981518219
PIDILITIND,601.070454545,605.45,11.8469270588
PIDILITIND.NS,601.806818182,605.45,13.1947887933
PIIND,820.768181818,819.675,13.4014528837
PIIND.NS,818.997727273,816.9,11.8803005942
PNB,120.088636364,119.05,5.08941319047
PNB.NS,120.136363636,119.4,5.0818346382
PNCINFRA,104.454545455,104.65,1.00497679325
PNCINFRA.NS,104.463636364,104.7,1.01150310338
POLARIS,150.909090909,151.3,3.66097945402
POLARIS.NS,151.306818182,151.3,4.35458968201
POWERGRID,184.161363636,183.575,3.28539088847
POWERGRID.NS,183.956818182,183.575,3.04041411084
PRAJIND,80.7909090909,79.975,2.44251219053
PRAJIND.NS,80.9022727273,79.975,2.63896973371
PRESTIGE,168.579545455,169.325,5.07889327771
PRESTIGE.NS,169.236363636,169.325,5.9700877759
PRISMCEM,82.4,83.075,3.3236526092
PRISMCEM.NS,82.6409090909,83.075,3.58537493436
PTC,74.6704545455,74.45,2.05800753683
PTC.NS,74.825,74.45,2.362844835
PUNJLLOYD,19.2863636364,19.3,0.574493942564
PUNJLLOYD.NS,19.35,19.3,0.695050529167
PVR,1111.59318182,1098.2,51.9179992081
PVR.NS,1113.56590909,1098.2,55.2239388791
RADICO,114.354545455,112.875,4.90953661597
RADICO.NS,114.172727273,112.875,4.67202228246
RAIN,53.725,53.7,0.951283593988
RAIN.NS,53.775,53.925,0.969628058293
RAJESHEXPO,462.000000455,451.024995,24.0806597471
RAJESHEXPO.NS,461.622728636,451.024995,23.4462220066
RALLIS,197.765912273,198.775,5.28615429388
RALLIS.NS,198.113639091,198.775,5.8214948189
RAMCOCEM,542.713636364,535.575,24.3855742964
RAMCOCEM.NS,543.777272727,535.575,26.5550225151
RAMCOSYS,342.106818182,344.05,27.572723303
RAMCOSYS.NS,343.559090909,344.05,29.5916559843
RAYMOND,492.468181818,489.625,17.7582679969
RAYMOND.NS,492.220454545,489.625,17.4991405169
RCF,48.25,47.4,3.13976037909
RCF.NS,48.4818181818,47.4,3.67217806961
RCOM,34.7590909091,34.65,1.17043300531
RCOM.NS,34.6909090909,34.65,1.24734349754
RDEL,54.7840909091,55.025,0.914224412853
RDEL.NS,54.9568181818,55.025,1.25729258012
RECLTD,126.638636364,127.95,4.21052908728
RECLTD.NS,126.675,127.8,4.23448850006
REDINGTON,95.4909090909,95.95,1.5208578691
REDINGTON.NS,95.8181818182,95.95,1.95414976363
RELAXO,402.445454545,401.2,3.95973511292
RELAXO.NS,402.320454545,400.7,4.02822361567
RELCAPITAL,438.418181818,441.6,12.1657652516
RELCAPITAL.NS,438.384090909,441.6,12.1416970098
RELIANCE,1062.93409091,1062.9,15.0577490442
RELIANCE.NS,1063.73636364,1062.9,16.0371976965
RELIGARE,254.415909091,255.05,4.53238049415
RELIGARE.NS,253.977272727,253.95,4.73780960221
RELINFRA,481.470454545,482.825,16.2504480458
RELINFRA.NS,481.861363636,482.825,16.6323904577
RENUKA,13.8386363636,13.65,0.769806997794
RENUKA.NS,13.9,13.65,0.887881373458
REPCOHOME,548.431818182,537.8,30.7551797629
REPCOHOME.NS,548.568181818,537.8,31.0288864856
RIIL,388.45,388.75,9.50548713714
RIIL.NS,388.254545455,388.75,9.28322743922
RKFORGE,307.409090909,299.425,19.5691790978
RKFORGE.NS,307.102272727,299.425,19.0888304244
ROLTA,64.1113636364,63.3,3.45560041707
ROLTA.NS,64.1636363636,63.7,3.44729644995
RPOWER,41.9159090909,41.925,1.22419909325
RPOWER.NS,41.9113636364,41.925,1.21664368715
RTNPOWER,6.95454545455,7.0,0.227778657655
RTNPOWER.NS,6.93409090909,6.95,0.210094289284
RUCHISOYA,19.4772727273,19.625,0.492739492828
RUCHISOYA.NS,19.4977272727,19.625,0.52383141434
SADBHAV,270.679545455,272.675,5.1510900162
SADBHAV.NS,270.531818182,272.15,5.09403351865
SAIL,51.1068181818,51.45,1.85422910785
SAIL.NS,51.1613636364,51.45,1.89139226989
SANOFI,4260.09318182,4263.25,42.8993375891
SANOFI.NS,4260.40909091,4263.25,42.5540262668
SBBJ,687.177272727,678.6,22.7819776686
SBBJ.NS,687.468181818,678.6,22.5409920001
SBIN,252.093181818,248.95,8.1242039237
SBIN.NS,252.254545455,248.95,8.0136625758
SBT,539.984090909,533.725,19.8820652992
SBT.NS,540.070454545,533.725,19.8029859406
SCHNEIDER,140.220454545,139.575,4.21634176494
SCHNEIDER.NS,139.993181818,139.575,4.07896156996
SCI,60.4295454545,60.475,2.69914709152
SCI.NS,60.5659090909,60.475,2.89870194117
SEQUENT,112.875,110.05,5.16752105071
SEQUENT.NS,113.384090909,110.05,6.37327729037
SFCL,97.8954545455,98.125,1.61892888538
SFCL.NS,97.9613636364,98.125,1.70865665824
SHARDACROP,453.970454545,446.925,16.6587504468
SHARDACROP.NS,454.581818182,446.925,17.5455430879
SHILPAMED,705.997727273,698.1,28.7611364654
SHILPAMED.NS,706.247727273,700.725,28.7085663227
SHK,302.040909091,300.4,14.1089353346
SHK.NS,302.493181818,300.4,14.7054111797
SHOPERSTOP,290.761363636,292.2,5.49512623492
SHOPERSTOP.NS,290.815909091,292.45,5.51427555065
SHREECEM,14159.8909091,14125.55,439.175774452
SHREECEM.NS,14170.2227273,14125.55,443.898794699
SHRIRAMCIT,1803.66590909,1799.825,40.5299812201
SHRIRAMCIT.NS,1801.975,1799.825,39.6495533813
SIEMENS,1112.01136364,1115.55,32.974058822
SIEMENS.NS,1111.70681818,1115.55,32.6824049629
SIMPLEXINF,279.938636364,282.825,8.43155823335
SIMPLEXINF.NS,279.925,282.05,8.52064369914
SINTEX,76.5068181818,75.475,3.79141559989
SINTEX.NS,76.7090909091,75.475,4.14931538712
SITINET,37.4318181818,37.275,0.370503343133
SITINET.NS,37.4431818182,37.375,0.369779681685
SJVN,30.1977272727,30.15,0.305690970912
SJVN.NS,30.2,30.15,0.306283404398
SKFINDIA,1264.13863636,1262.5,19.975144864
SKFINDIA.NS,1265.32045455,1262.5,20.9962335573
SMLISUZU,1088.21818182,1056.775,62.5415586506
SMLISUZU.NS,1087.77954545,1056.775,61.9150928963
SNOWMAN,52.3272727273,51.7,2.17445818499
SNOWMAN.NS,52.3704545455,51.7,2.23886977709
SOBHA,251.959090909,248.0,7.92310720019
SOBHA.NS,251.795454545,248.0,7.62080343675
SOLARINDS,682.375,680.75,18.2121868539
SOLARINDS.NS,681.818181818,680.75,17.684244706
SOMANYCERA,490.047727273,489.275,11.7725515832
SOMANYCERA.NS,490.2,489.275,11.6190422521
SONATSOFTW,189.209090909,190.25,10.565810049
SONATSOFTW.NS,189.138636364,190.25,10.524268234
SOUTHBANK,20.3386363636,20.5,0.810927132271
SOUTHBANK.NS,20.3704545455,20.5,0.828173419111
SPARC,307.252272727,307.55,4.43899058862
SPARC.NS,307.138636364,307.55,4.45827031958
SREINFRA,76.4590909091,76.525,2.86417262896
SREINFRA.NS,76.5681818182,76.525,3.05542240298
SRF,1523.85,1521.425,33.2516558843
SRF.NS,1524.57954545,1521.425,34.2817515635
SRTRANSFIN,853.590909091,846.1,46.8525718061
SRTRANSFIN.NS,854.193181818,846.1,47.9064572033
STAR,1071.09090909,1070.875,25.6724914681
STAR.NS,1076.86590909,1070.875,36.697500195
STCINDIA,171.543181818,180.8,47.5734852509
STCINDIA.NS,172.036363636,180.8,48.2503026929
SUNDARMFIN,1174.51136364,1174.625,33.400659146
SUNDARMFIN.NS,1177.19545455,1174.625,36.6189253343
SUNDRMFAST,286.611363636,284.95,11.1956936004
SUNDRMFAST.NS,286.727272727,284.95,11.4031399944
SUNPHARMA,637.059090455,635.074985,20.8798700769
SUNPHARMA.NS,636.563635,633.149995,20.873788794
SUNTECK,226.184090909,226.075,12.5585048621
SUNTECK.NS,226.670454545,226.075,13.4204060961
SUNTV,500.993181818,495.125,19.1119714132
SUNTV.NS,501.402272727,495.125,19.8566018605
SUPRAJIT,194.365909091,194.5,5.83302148208
SUPRAJIT.NS,194.781818182,195.075,6.0210651141
SUPREMEIND,897.813636364,904.225,13.8242986718
SUPREMEIND.NS,895.234090909,899.25,14.9739963998
SUVEN,171.522727273,173.5,5.13806354279
SUVEN.NS,171.645454545,172.95,5.27620239266
SUZLON,14.2636363636,14.275,0.431823877839
SUZLON.NS,14.2886363636,14.275,0.46186264145
SWANENERGY,166.722727273,163.5,15.0149982737
SWANENERGY.NS,166.745454545,163.5,15.0214918184
SYMPHONY,1186.34772727,1190.825,22.3018869438
SYMPHONY.NS,1184.16136364,1180.5,22.7830812949
SYNDIBANK,62.8090909091,62.175,1.96981002007
SYNDIBANK.NS,62.9068181818,62.175,1.98867600455
SYNGENE,572.070454545,578.775,23.7514343381
SYNGENE.NS,573.052272727,578.775,24.4088317217
TAKE,138.615909091,139.7,3.70554238571
TAKE.NS,139.045454545,139.7,4.27865435819
TATACHEM,493.05,488.95,11.7150086885
TATACHEM.NS,493.370454545,488.95,12.1791161917
TATACOFFEE,114.009090909,114.9,2.04634612603
TATACOFFEE.NS,113.965909091,114.4,2.03782016845
TATACOMM,627.559090909,629.0,10.4580412939
TATACOMM.NS,627.302272727,629.0,10.3357732596
TATAELXSI,1403.07727273,1406.8,49.4849802304
TATAELXSI.NS,1403.74318182,1409.725,49.5067943761
TATAGLOBAL,122.520454545,123.35,2.30551404716
TATAGLOBAL.NS,122.515909091,123.35,2.30162397966
TATAMOTORS,475.622727273,471.9,13.6020545303
TATAMOTORS.NS,476.572727273,471.9,15.6424462774
TATAMTRDVR,302.670454545,298.15,9.89716961814
TATAMTRDVR.NS,302.970454545,298.15,10.5229981593
TATAPOWER,76.0545454545,76.3,1.45748552969
TATAPOWER.NS,76.0227272727,76.225,1.44112450081
TATASPONGE,574.295454545,575.95,16.6236915639
TATASPONGE.NS,574.495454545,575.95,16.9263524401
TATASTEEL,406.172727273,406.1,13.2543678989
TATASTEEL.NS,406.845454545,406.1,14.1988925548
TCS,2301.38636364,2300.4,51.4465399406
TCS.NS,2303.94318182,2310.55,51.1018038435
TECHM,477.538636364,475.55,9.3750165945
TECHM.NS,477.877272727,475.55,9.14145095382
TECHNO,304.925,301.55,10.5977732387
TECHNO.NS,305.529545455,301.55,12.1408074091
TEXRAIL,111.643181818,112.5,2.55870574866
TEXRAIL.NS,111.731818182,112.5,2.63274008332
THERMAX,787.388636364,788.9,31.4380340315
THERMAX.NS,787.072727273,788.9,31.2691264412
THOMASCOOK,186.775,186.7,4.59108219424
THOMASCOOK.NS,187.034090909,186.7,5.07246033953
TIDEWATER,5609.79772727,5610.675,94.958557975
TIDEWATER.NS,5633.66363636,5610.675,143.377491411
TIMKEN,598.252272727,586.05,22.361885501
TIMKEN.NS,598.295454545,586.05,22.4101322168
TITAN,328.688636364,321.325,17.575902956
TITAN.NS,328.945454545,321.325,18.0273727656
TNPL,338.661363636,338.325,8.50849619943
TNPL.NS,338.536363636,338.325,8.4558261377
TORNTPHARM,1319.54318182,1311.55,32.7807445493
TORNTPHARM.NS,1317.16136364,1311.55,29.3182899676
TORNTPOWER,178.709090909,179.0,3.81886409076
TORNTPOWER.NS,178.738636364,179.0,3.82547637302
TRENT,199.025,199.925,2.31041894779
TRENT.NS,198.993181818,199.85,2.31183783078
TRIDENT,57.9909090909,58.45,1.54716610088
TRIDENT.NS,58.0863636364,58.45,1.65437240425
TRITURBINE,117.743181818,118.45,1.8052367906
TRITURBINE.NS,117.756818182,118.425,1.83025469569
TTKPRESTIG,5559.32272727,5585.725,137.247489982
TTKPRESTIG.NS,5556.58636364,5585.125,136.082383295
TUBEINVEST,573.715909091,575.05,8.2190745969
TUBEINVEST.NS,574.197727273,575.95,8.45394353278
TV18BRDCST,37.2272727273,37.35,0.799661725018
TV18BRDCST.NS,37.2045454545,37.35,0.781163523352
TVSMOTOR,373.013636364,373.175,10.202942874
TVSMOTOR.NS,372.740909091,373.175,9.84226353616
TVSSRICHAK,3262.33636364,3219.825,95.1555120414
TVSSRICHAK.NS,3265.96590909,3219.825,95.9393563247
TVTODAY,270.513636364,270.675,10.8679649584
TVTODAY.NS,270.309090909,269.25,10.7871466323
UBL,794.752272727,796.55,24.7474264043
UBL.NS,795.175,796.55,24.9043778423
UCOBANK,33.7522727273,33.725,0.568305181413
UCOBANK.NS,33.7227272727,33.7,0.560553993136
UFLEX,267.013636364,264.75,9.9486800012
UFLEX.NS,267.097727273,264.75,10.1230110013
ULTRACEMCO,3250.20454545,3257.35,105.882996869
ULTRACEMCO.NS,3246.83181818,3257.35,104.025886826
UNICHEMLAB,263.393181818,264.525,7.43170965805
UNICHEMLAB.NS,263.525,264.525,7.66750642399
UNIONBANK,129.606818182,128.0,6.41347716874
UNIONBANK.NS,129.634090909,127.775,6.43606627795
UNITECH,4.35909090909,4.35,0.287284645487
UNITECH.NS,4.35227272727,4.35,0.280932661279
UPL,649.356818182,649.05,20.2980135989
UPL.NS,650.111363636,649.05,20.8984673157
VAKRANGEE,272.709090909,273.125,3.71001336038
VAKRANGEE.NS,272.802272727,273.125,3.68027164088
VEDL,224.781816364,225.25,9.80502572256
VEDL.NS,224.961361364,225.25,9.93302809829
VGUARD,164.606818182,164.65,4.19089987651
VGUARD.NS,164.545454545,164.6,4.20928421386
VIDEOIND,104.004545455,104.075,0.200540395473
VIDEOIND.NS,104.011363636,104.05,0.208698813617
VIJAYABANK,47.9068181818,47.725,0.924185027669
VIJAYABANK.NS,48.0659090909,47.725,1.2296327717
VINATIORGA,597.422727273,595.625,18.7437464319
VINATIORGA.NS,598.479545455,595.625,20.9776789486
VIPIND,119.052272727,118.55,2.83441760511
VIPIND.NS,118.865909091,118.55,2.69198043418
VOLTAS,323.615909091,321.0,10.3908428821
VOLTAS.NS,324.225,321.0,11.3306553209
VRLLOG,264.888636364,265.675,4.08440506299
VRLLOG.NS,265.838636364,265.675,6.4085495688
VSTIND,2319.17045455,2300.625,78.7346276139
VSTIND.NS,2319.90909091,2300.625,79.7008209857
VTL,1101.05681818,1098.825,12.7142710917
VTL.NS,1101.21363636,1099.925,12.6870873784
WABAG,471.420454545,472.875,9.75747160716
WABAG.NS,471.568181818,472.875,9.90184621379
WABCOINDIA,5079.93409091,5060.575,158.818209483
WABCOINDIA.NS,5087.68409091,5060.575,167.05695093
WELCORP,77.1431818182,76.8,2.07968034715
WELCORP.NS,77.2931818182,76.8,2.28380923723
WELSPUNIND,67.675,67.55,2.39079335308
WELSPUNIND.NS,67.5181818182,67.55,2.2722731148
WHIRLPOOL,891.227272727,883.7,27.1740673265
WHIRLPOOL.NS,890.561363636,883.7,26.5032564568
WIPRO,466.734093636,466.47499,6.34097463865
WIPRO.NS,467.125001818,466.47499,6.70260718641
WOCKPHARMA,674.984090909,671.25,22.4730970716
WOCKPHARMA.NS,673.897727273,671.25,20.8727521018
WONDERLA,341.370454545,342.825,5.98781817111
WONDERLA.NS,342.195454545,342.825,6.94546630288
YESBANK,1170.32954545,1163.025,43.034497953
YESBANK.NS,1171.57045455,1163.025,45.48046849
ZEEL,448.743181818,445.35,10.3543560589
ZEEL.NS,449.045454545,445.35,10.8365003696
ZEELEARN,40.2659090909,39.95,1.96434809031
ZEELEARN.NS,40.3090909091,39.95,2.07803916066
ZENSARTECH,961.981818182,947.475,33.2319680624
ZENSARTECH.NS,961.565909091,947.475,33.5586564887
ZYDUSWELL,858.738636364,862.0,12.1386820872
ZYDUSWELL.NS,858.793181818,862.0,12.2207502639
Nifty50,8134.12950564,8162.1999515,101.377697516
Nifty500,6966.35682259,6982.799805,99.328553664
