Symbol,Start_Date,End_Date,Mean_Price,Volatility,Start_Price,End_Price,nday_Return,Mean_log_Return,Min_Day_Change,Max_Day_Change
SONATSOFTW,2016-11-21,2017-01-06,174.06,0.03,150.25,197.2,0.27,0.01,-0.05,0.07
ANANTRAJ,2016-11-21,2017-01-06,39.91,0.03,33.95,44.0,0.26,0.01,-0.04,0.08
IFCI,2016-11-21,2017-01-06,25.16,0.04,21.5,27.75,0.26,0.01,-0.06,0.15
SHILPAMED,2016-11-21,2017-01-06,671.32,0.03,543.0,698.1,0.25,0.01,-0.08,0.09
SHARDACROP,2016-11-21,2017-01-06,435.65,0.02,368.4,474.1,0.25,0.01,-0.02,0.06
DEEPAKFERT,2016-11-21,2017-01-06,198.87,0.02,177.1,225.8,0.24,0.01,-0.05,0.05
BOMDYEING,2016-11-21,2017-01-06,46.85,0.02,42.0,53.35,0.24,0.01,-0.03,0.06
CHENNPETRO,2016-11-21,2017-01-06,273.32,0.02,253.8,321.6,0.24,0.01,-0.03,0.07
GSFC,2016-11-21,2017-01-06,91.2,0.02,81.4,103.8,0.24,0.01,-0.05,0.08
KRBL,2016-11-21,2017-01-06,282.7,0.02,246.05,312.05,0.24,0.01,-0.02,0.04
ADANIENT,2016-11-21,2017-01-06,70.63,0.02,62.8,78.65,0.23,0.01,-0.03,0.05
RKFORGE,2016-11-21,2017-01-06,303.31,0.03,274.5,342.6,0.22,0.01,-0.04,0.13
ADANITRANS,2016-11-21,2017-01-06,56.23,0.05,45.9,57.15,0.22,0.01,-0.06,0.18
JMFINANCIL,2016-11-21,2017-01-06,66.18,0.03,55.7,69.55,0.22,0.01,-0.05,0.09
NMDC,2016-11-21,2017-01-06,124.15,0.02,108.6,135.95,0.22,0.01,-0.04,0.05
BEML,2016-11-21,2017-01-06,905.35,0.02,807.85,993.55,0.21,0.01,-0.03,0.06
MTNL,2016-11-21,2017-01-06,18.46,0.03,15.9,19.6,0.21,0.01,-0.03,0.09
CAPF,2016-11-21,2017-01-06,546.22,0.03,487.95,602.1,0.21,0.01,-0.04,0.08
BGRENERGY,2016-11-21,2017-01-06,113.37,0.02,100.65,122.75,0.2,0.01,-0.03,0.06
BERGEPAINT,2016-11-21,2017-01-06,209.99,0.03,180.25,219.45,0.2,0.01,-0.05,0.07
ORISSAMINE,2016-11-21,2017-01-06,2156.25,0.03,1983.05,2426.6,0.2,0.01,-0.03,0.09
SWANENERGY,2016-11-21,2017-01-06,159.86,0.07,140.2,170.7,0.2,0.01,-0.2,0.18
ABAN,2016-11-21,2017-01-06,234.38,0.03,202.8,246.75,0.2,0.01,-0.04,0.09
FLFL,2016-11-21,2017-01-06,126.01,0.02,116.0,141.05,0.2,0.01,-0.03,0.06
ITDCEM,2016-11-21,2017-01-06,147.62,0.02,135.55,163.45,0.19,0.01,-0.03,0.11
CENTURYTEX,2016-11-21,2017-01-06,780.49,0.02,682.3,823.1,0.19,0.01,-0.03,0.06
INTELLECT,2016-11-21,2017-01-06,144.29,0.04,120.5,146.0,0.19,0.01,-0.05,0.17
SUNTV,2016-11-21,2017-01-06,483.71,0.03,438.8,532.05,0.19,0.01,-0.06,0.12
EIDPARRY,2016-11-21,2017-01-06,252.29,0.02,232.85,280.9,0.19,0.01,-0.04,0.05
FORTIS,2016-11-21,2017-01-06,177.46,0.02,158.05,190.9,0.19,0.01,-0.04,0.06
UFLEX,2016-11-21,2017-01-06,264.25,0.03,233.8,279.35,0.18,0.01,-0.03,0.08
DCMSHRIRAM,2016-11-21,2017-01-06,212.8,0.02,199.95,239.45,0.18,0.01,-0.05,0.06
JSWENERGY,2016-11-21,2017-01-06,58.67,0.02,54.65,65.3,0.18,0.01,-0.05,0.06
NBCC,2016-11-21,2017-01-06,230.17,0.02,210.05,250.95,0.18,0.01,-0.03,0.08
RAIN,2016-11-21,2017-01-06,52.62,0.02,45.05,53.7,0.18,0.01,-0.03,0.05
ROLTA,2016-11-21,2017-01-06,59.51,0.04,53.1,63.3,0.18,0.01,-0.06,0.18
BALRAMCHIN,2016-11-21,2017-01-06,121.21,0.02,112.55,134.6,0.18,0.01,-0.02,0.04
PRAJIND,2016-11-21,2017-01-06,78.48,0.02,71.05,83.9,0.17,0.0,-0.04,0.05
TEXRAIL,2016-11-21,2017-01-06,107.54,0.02,95.75,113.0,0.17,0.0,-0.07,0.05
TIMKEN,2016-11-21,2017-01-06,580.78,0.02,522.45,619.3,0.17,0.01,-0.02,0.04
GODREJIND,2016-11-21,2017-01-06,403.98,0.02,373.15,442.55,0.17,0.01,-0.03,0.04
JPINFRATEC,2016-11-21,2017-01-06,7.44,0.03,6.95,8.25,0.17,0.01,-0.04,0.08
TRIDENT,2016-11-21,2017-01-06,56.56,0.02,49.85,58.8,0.17,0.0,-0.03,0.05
IOC,2016-11-21,2017-01-06,308.7,0.02,291.85,346.35,0.17,0.01,-0.03,0.05
BBTC,2016-11-21,2017-01-06,503.34,0.02,459.6,544.75,0.17,0.0,-0.02,0.04
MOTHERSUMI,2016-11-21,2017-01-06,314.33,0.02,280.25,331.65,0.17,0.0,-0.03,0.05
PEL,2016-11-21,2017-01-06,1621.49,0.03,1435.75,1678.8,0.16,0.0,-0.05,0.1
TATASPONGE,2016-11-21,2017-01-06,560.5,0.03,507.1,595.2,0.16,0.0,-0.04,0.12
NAVINFLUOR,2016-11-21,2017-01-06,2402.57,0.01,2219.55,2610.5,0.16,0.0,-0.03,0.03
MARUTI,2016-11-21,2017-01-06,5177.57,0.02,4787.45,5615.55,0.16,0.0,-0.04,0.04
DREDGECORP,2016-11-21,2017-01-06,395.33,0.03,367.75,432.95,0.16,0.0,-0.07,0.14
PRESTIGE,2016-11-21,2017-01-06,161.46,0.02,147.25,172.3,0.16,0.0,-0.03,0.07
INDIACEM,2016-11-21,2017-01-06,115.04,0.03,106.55,125.4,0.16,0.0,-0.06,0.07
VEDL,2016-11-21,2017-01-06,224.63,0.02,196.75,230.6,0.16,0.0,-0.04,0.05
OBEROIRLTY,2016-11-21,2017-01-06,295.93,0.03,261.65,305.65,0.16,0.0,-0.06,0.05
TITAN,2016-11-21,2017-01-06,322.19,0.02,304.1,355.2,0.16,0.0,-0.04,0.04
PCJEWELLER,2016-11-21,2017-01-06,374.64,0.02,349.8,411.55,0.16,0.0,-0.05,0.07
HAVELLS,2016-11-21,2017-01-06,333.74,0.02,311.4,360.8,0.15,0.0,-0.04,0.06
RIIL,2016-11-21,2017-01-06,382.17,0.02,346.5,400.65,0.15,0.0,-0.03,0.1
ESCORTS,2016-11-21,2017-01-06,309.09,0.02,283.35,328.25,0.15,0.0,-0.04,0.08
CAIRN,2016-11-21,2017-01-06,248.84,0.02,221.1,255.7,0.15,0.0,-0.04,0.05
SINTEX,2016-11-21,2017-01-06,75.47,0.02,70.95,82.2,0.15,0.0,-0.03,0.07
JUBILANT,2016-11-21,2017-01-06,647.76,0.03,607.2,704.45,0.15,0.0,-0.05,0.11
PTC,2016-11-21,2017-01-06,73.35,0.02,66.8,77.6,0.15,0.0,-0.03,0.06
DLF,2016-11-21,2017-01-06,114.0,0.03,108.6,126.55,0.15,0.0,-0.08,0.06
VINATIORGA,2016-11-21,2017-01-06,585.62,0.02,545.4,626.4,0.14,0.0,-0.03,0.05
MOTILALOFS,2016-11-21,2017-01-06,511.59,0.03,446.55,513.7,0.14,0.0,-0.06,0.08
NILKAMAL,2016-11-21,2017-01-06,1329.18,0.03,1221.6,1400.55,0.14,0.0,-0.03,0.11
BOSCHLTD,2016-11-21,2017-01-06,20071.99,0.02,18407.9,21111.3,0.14,0.0,-0.03,0.04
HIMATSEIDE,2016-11-21,2017-01-06,287.17,0.02,259.1,297.45,0.14,0.0,-0.03,0.04
FINPIPE,2016-11-21,2017-01-06,427.85,0.02,388.05,446.75,0.14,0.0,-0.03,0.07
GEPIL,2016-11-21,2017-01-06,478.58,0.02,451.4,520.65,0.14,0.0,-0.03,0.06
8KMILES,2016-11-21,2017-01-06,672.59,0.03,616.75,710.25,0.14,0.0,-0.06,0.08
HINDCOPPER,2016-11-21,2017-01-06,59.89,0.02,54.2,62.25,0.14,0.0,-0.03,0.06
WELSPUNIND,2016-11-21,2017-01-06,66.95,0.03,60.95,70.15,0.14,0.0,-0.03,0.07
ICIL,2016-11-21,2017-01-06,157.15,0.03,141.4,160.95,0.13,0.0,-0.06,0.09
DELTACORP,2016-11-21,2017-01-06,110.33,0.03,107.5,122.7,0.13,0.0,-0.04,0.11
DHANUKA,2016-11-21,2017-01-06,715.68,0.01,680.2,775.45,0.13,0.0,-0.02,0.02
RAJESHEXPO,2016-11-21,2017-01-06,455.66,0.01,442.2,504.75,0.13,0.0,-0.02,0.04
WELCORP,2016-11-21,2017-01-06,76.1,0.03,69.55,79.2,0.13,0.0,-0.08,0.13
HDIL,2016-11-21,2017-01-06,59.84,0.03,55.85,63.4,0.13,0.0,-0.07,0.07
GRUH,2016-11-21,2017-01-06,313.18,0.02,287.2,327.3,0.13,0.0,-0.03,0.03
SEQUENT,2016-11-21,2017-01-06,112.18,0.02,107.85,123.0,0.13,0.0,-0.04,0.04
VOLTAS,2016-11-21,2017-01-06,316.06,0.02,295.65,336.45,0.13,0.0,-0.03,0.05
KWALITY,2016-11-21,2017-01-06,125.18,0.02,114.05,129.5,0.13,0.0,-0.03,0.05
GMRINFRA,2016-11-21,2017-01-06,11.74,0.02,11.0,12.5,0.13,0.0,-0.03,0.04
SMLISUZU,2016-11-21,2017-01-06,1082.38,0.02,1039.3,1184.55,0.13,0.0,-0.04,0.04
SCI,2016-11-21,2017-01-06,59.54,0.02,55.7,63.65,0.13,0.0,-0.03,0.05
SHK,2016-11-21,2017-01-06,297.96,0.03,278.85,317.6,0.13,0.0,-0.07,0.09
BALKRISIND,2016-11-21,2017-01-06,1088.03,0.04,962.45,1096.3,0.13,0.0,-0.04,0.18
TATASTEEL,2016-11-21,2017-01-06,405.66,0.02,371.45,419.55,0.12,0.0,-0.03,0.05
FINCABLES,2016-11-21,2017-01-06,410.55,0.02,375.9,421.8,0.12,0.0,-0.04,0.07
ABIRLANUVO,2016-11-21,2017-01-06,1227.25,0.01,1130.1,1271.25,0.12,0.0,-0.02,0.05
DHFL,2016-11-21,2017-01-06,242.23,0.02,219.7,248.75,0.12,0.0,-0.03,0.04
GRANULES,2016-11-21,2017-01-06,109.56,0.02,99.1,112.25,0.12,0.0,-0.06,0.04
SUPREMEIND,2016-11-21,2017-01-06,877.99,0.02,799.65,904.85,0.12,0.0,-0.04,0.05
RDEL,2016-11-21,2017-01-06,53.67,0.02,49.6,55.85,0.12,0.0,-0.03,0.04
TATAPOWER,2016-11-21,2017-01-06,74.45,0.01,68.6,77.1,0.12,0.0,-0.02,0.04
KITEX,2016-11-21,2017-01-06,399.34,0.02,366.95,414.5,0.12,0.0,-0.03,0.05
IGL,2016-11-21,2017-01-06,871.33,0.01,816.8,922.9,0.12,0.0,-0.03,0.04
ASHOKLEY,2016-11-21,2017-01-06,78.45,0.02,75.85,85.3,0.12,0.0,-0.04,0.03
BAJAJELEC,2016-11-21,2017-01-06,217.37,0.02,203.55,229.1,0.12,0.0,-0.03,0.06
CANFINHOME,2016-11-21,2017-01-06,1612.11,0.03,1523.25,1712.5,0.12,0.0,-0.09,0.08
JINDALSTEL,2016-11-21,2017-01-06,70.34,0.03,65.0,73.55,0.12,0.0,-0.04,0.06
BIOCON,2016-11-21,2017-01-06,923.49,0.02,851.95,959.55,0.12,0.0,-0.04,0.05
TVSMOTOR,2016-11-21,2017-01-06,365.97,0.02,344.65,387.1,0.12,0.0,-0.04,0.04
MINDTREE,2016-11-21,2017-01-06,485.42,0.02,441.8,500.2,0.12,0.0,-0.05,0.05
JSWHL,2016-11-21,2017-01-06,1334.06,0.02,1256.0,1413.3,0.12,0.0,-0.02,0.07
IRB,2016-11-21,2017-01-06,193.59,0.02,189.5,214.1,0.12,0.0,-0.05,0.04
KESORAMIND,2016-11-21,2017-01-06,132.37,0.02,122.5,137.95,0.12,0.0,-0.04,0.06
RENUKA,2016-11-21,2017-01-06,13.76,0.02,13.3,14.95,0.12,0.0,-0.03,0.06
SREINFRA,2016-11-21,2017-01-06,76.57,0.02,71.6,80.6,0.12,0.0,-0.04,0.05
BATAINDIA,2016-11-21,2017-01-06,426.24,0.01,419.2,472.25,0.12,0.0,-0.04,0.04
TATACHEM,2016-11-21,2017-01-06,484.64,0.01,449.25,507.8,0.12,0.0,-0.03,0.04
KSCL,2016-11-21,2017-01-06,404.03,0.02,372.55,416.55,0.11,0.0,-0.09,0.04
SFCL,2016-11-21,2017-01-06,97.37,0.02,88.95,99.5,0.11,0.0,-0.02,0.06
KALPATPOWR,2016-11-21,2017-01-06,241.18,0.02,232.9,259.75,0.11,0.0,-0.05,0.07
SYNGENE,2016-11-21,2017-01-06,569.06,0.03,522.7,582.55,0.11,0.0,-0.06,0.07
KTKBANK,2016-11-21,2017-01-06,108.9,0.02,103.9,116.5,0.11,0.0,-0.03,0.05
HFCL,2016-11-21,2017-01-06,12.54,0.03,11.85,13.2,0.11,0.0,-0.06,0.1
RPOWER,2016-11-21,2017-01-06,41.34,0.02,39.5,43.9,0.11,0.0,-0.04,0.03
SRTRANSFIN,2016-11-21,2017-01-06,864.81,0.02,828.55,927.85,0.11,0.0,-0.03,0.05
JCHAC,2016-11-21,2017-01-06,1392.19,0.02,1232.55,1378.6,0.11,0.0,-0.02,0.11
SNOWMAN,2016-11-21,2017-01-06,51.68,0.02,49.6,55.2,0.11,0.0,-0.03,0.06
HATHWAY,2016-11-21,2017-01-06,34.64,0.02,31.65,35.4,0.11,0.0,-0.03,0.06
SOBHA,2016-11-21,2017-01-06,251.6,0.02,237.75,266.5,0.11,0.0,-0.03,0.07
HONAUT,2016-11-21,2017-01-06,8614.5,0.01,8328.55,9288.8,0.11,0.0,-0.01,0.04
MERCK,2016-11-21,2017-01-06,975.13,0.02,879.35,983.5,0.11,0.0,-0.04,0.07
RALLIS,2016-11-21,2017-01-06,197.85,0.02,183.2,204.1,0.11,0.0,-0.03,0.06
TECHNO,2016-11-21,2017-01-06,302.57,0.01,291.8,325.65,0.11,0.0,-0.03,0.04
CCL,2016-11-21,2017-01-06,259.73,0.02,238.7,267.5,0.11,0.0,-0.03,0.05
ADANIPORTS,2016-11-21,2017-01-06,272.92,0.02,255.7,286.05,0.11,0.0,-0.04,0.04
EICHERMOT,2016-11-21,2017-01-06,21674.76,0.02,20361.6,22717.8,0.11,0.0,-0.03,0.05
YESBANK,2016-11-21,2017-01-06,1162.57,0.02,1112.5,1246.75,0.11,0.0,-0.03,0.04
VIJAYABANK,2016-11-21,2017-01-06,46.49,0.02,44.1,49.05,0.11,0.0,-0.04,0.05
TATAMTRDVR,2016-11-21,2017-01-06,297.72,0.02,285.3,318.7,0.11,0.0,-0.03,0.04
KANSAINER,2016-11-21,2017-01-06,331.27,0.02,305.1,337.75,0.1,0.0,-0.04,0.05
PIIND,2016-11-21,2017-01-06,826.09,0.02,761.6,841.5,0.1,0.0,-0.03,0.1
PHOENIXLTD,2016-11-21,2017-01-06,369.86,0.03,330.9,366.1,0.1,0.0,-0.05,0.13
EROSMEDIA,2016-11-21,2017-01-06,166.5,0.02,153.15,169.85,0.1,0.0,-0.04,0.04
RAMCOCEM,2016-11-21,2017-01-06,552.64,0.02,523.25,577.75,0.1,0.0,-0.05,0.06
MRF,2016-11-21,2017-01-06,49754.8,0.02,46672.4,51579.2,0.1,0.0,-0.03,0.03
BEL,2016-11-21,2017-01-06,1403.52,0.02,1278.15,1411.65,0.1,0.0,-0.03,0.06
LITL,2016-11-21,2017-01-06,3.71,0.02,3.5,3.85,0.1,0.0,-0.05,0.04
EDELWEISS,2016-11-21,2017-01-06,94.74,0.03,88.1,96.95,0.1,0.0,-0.07,0.07
TAKE,2016-11-21,2017-01-06,134.66,0.03,127.15,141.2,0.1,0.0,-0.04,0.1
NCC,2016-11-21,2017-01-06,79.95,0.02,75.1,83.2,0.1,0.0,-0.04,0.05
ALLCARGO,2016-11-21,2017-01-06,170.89,0.02,155.65,171.45,0.1,0.0,-0.04,0.05
TTKPRESTIG,2016-11-21,2017-01-06,5397.91,0.01,5125.85,5665.95,0.1,0.0,-0.03,0.04
CESC,2016-11-21,2017-01-06,610.39,0.01,578.3,640.2,0.1,0.0,-0.03,0.05
JBFIND,2016-11-21,2017-01-06,205.17,0.02,196.65,214.9,0.09,0.0,-0.04,0.06
UNICHEMLAB,2016-11-21,2017-01-06,262.82,0.01,251.95,274.9,0.09,0.0,-0.03,0.03
JBCHEPHARM,2016-11-21,2017-01-06,343.35,0.02,320.3,348.75,0.09,0.0,-0.03,0.05
PFC,2016-11-21,2017-01-06,127.0,0.02,118.55,129.45,0.09,0.0,-0.04,0.05
APARINDS,2016-11-21,2017-01-06,579.55,0.02,561.2,613.1,0.09,0.0,-0.06,0.1
AMBUJACEM,2016-11-21,2017-01-06,205.65,0.02,193.6,212.6,0.09,0.0,-0.04,0.04
SRF,2016-11-21,2017-01-06,1517.72,0.02,1435.05,1565.25,0.09,0.0,-0.03,0.05
RELINFRA,2016-11-21,2017-01-06,475.19,0.03,449.85,492.7,0.09,0.0,-0.07,0.06
CERA,2016-11-21,2017-01-06,2041.25,0.02,1894.35,2079.85,0.09,0.0,-0.04,0.06
TRENT,2016-11-21,2017-01-06,194.14,0.02,182.55,200.0,0.09,0.0,-0.02,0.11
JISLJALEQS,2016-11-21,2017-01-06,86.77,0.02,83.8,91.95,0.09,0.0,-0.04,0.05
TATAMOTORS,2016-11-21,2017-01-06,464.95,0.02,456.95,497.75,0.09,0.0,-0.04,0.04
UNITECH,2016-11-21,2017-01-06,4.49,0.03,4.25,4.65,0.09,0.0,-0.05,0.07
SAIL,2016-11-21,2017-01-06,50.86,0.02,47.6,52.0,0.09,0.0,-0.03,0.03
MAGMA,2016-11-21,2017-01-06,101.89,0.03,95.65,104.6,0.09,0.0,-0.05,0.08
LAXMIMACH,2016-11-21,2017-01-06,3908.29,0.01,3640.25,3987.6,0.09,0.0,-0.02,0.03
GODFRYPHLP,2016-11-21,2017-01-06,938.8,0.03,944.85,1034.05,0.09,0.0,-0.03,0.18
EXIDEIND,2016-11-21,2017-01-06,176.74,0.01,170.65,186.5,0.09,0.0,-0.02,0.03
BASF,2016-11-21,2017-01-06,1082.1,0.02,1034.7,1123.6,0.08,0.0,-0.04,0.07
BALLARPUR,2016-11-21,2017-01-06,15.73,0.02,14.5,15.75,0.08,0.0,-0.06,0.08
SOLARINDS,2016-11-21,2017-01-06,670.35,0.02,651.15,702.15,0.08,0.0,-0.03,0.05
SCHNEIDER,2016-11-21,2017-01-06,140.41,0.02,132.3,143.75,0.08,0.0,-0.05,0.08
INDUSINDBK,2016-11-21,2017-01-06,1081.63,0.02,1059.1,1144.05,0.08,0.0,-0.03,0.03
INFIBEAM,2016-11-21,2017-01-06,1151.11,0.02,1105.2,1197.2,0.08,0.0,-0.04,0.06
LUPIN,2016-11-21,2017-01-06,1482.91,0.02,1398.25,1512.05,0.08,0.0,-0.03,0.05
JKCEMENT,2016-11-21,2017-01-06,699.79,0.02,664.7,716.55,0.08,0.0,-0.04,0.06
TV18BRDCST,2016-11-21,2017-01-06,37.12,0.01,35.15,38.0,0.08,0.0,-0.02,0.04
ITC,2016-11-21,2017-01-06,232.28,0.01,224.2,242.7,0.08,0.0,-0.02,0.04
APLAPOLLO,2016-11-21,2017-01-06,894.82,0.02,877.4,953.1,0.08,0.0,-0.04,0.03
UPL,2016-11-21,2017-01-06,646.43,0.02,608.85,659.9,0.08,0.0,-0.04,0.04
AVANTIFEED,2016-11-21,2017-01-06,493.19,0.01,488.55,528.85,0.08,0.0,-0.02,0.04
MFSL,2016-11-21,2017-01-06,543.19,0.02,504.35,546.45,0.08,0.0,-0.04,0.05
BHUSANSTL,2016-11-21,2017-01-06,40.53,0.02,38.8,41.95,0.08,0.0,-0.03,0.04
IGARASHI,2016-11-21,2017-01-06,715.04,0.02,674.05,727.05,0.08,0.0,-0.04,0.06
KSBPUMPS,2016-11-21,2017-01-06,604.56,0.02,567.55,617.0,0.08,0.0,-0.03,0.04
SUNDRMFAST,2016-11-21,2017-01-06,286.29,0.02,281.35,304.1,0.08,0.0,-0.04,0.07
TNPL,2016-11-21,2017-01-06,339.95,0.02,316.55,342.7,0.08,0.0,-0.04,0.06
RELIANCE,2016-11-21,2017-01-06,1035.19,0.01,991.5,1074.95,0.08,0.0,-0.02,0.02
GDL,2016-11-21,2017-01-06,233.52,0.02,228.6,248.65,0.08,0.0,-0.05,0.05
GESHIP,2016-11-21,2017-01-06,363.72,0.02,355.5,384.8,0.08,0.0,-0.03,0.04
GMDCLTD,2016-11-21,2017-01-06,97.08,0.02,91.3,98.95,0.08,0.0,-0.05,0.06
PERSISTENT,2016-11-21,2017-01-06,607.72,0.01,590.55,639.9,0.08,0.0,-0.02,0.03
HINDZINC,2016-11-21,2017-01-06,267.82,0.02,244.45,264.5,0.08,0.0,-0.04,0.06
ESSELPACK,2016-11-21,2017-01-06,244.69,0.02,227.0,246.2,0.08,0.0,-0.03,0.04
GRASIM,2016-11-21,2017-01-06,844.41,0.01,787.45,855.25,0.08,0.0,-0.02,0.04
TCS,2016-11-21,2017-01-06,2262.81,0.01,2132.9,2281.4,0.07,0.0,-0.02,0.05
ARVIND,2016-11-21,2017-01-06,346.03,0.02,335.65,360.9,0.07,0.0,-0.04,0.06
OCL,2016-11-21,2017-01-06,743.49,0.02,706.3,755.9,0.07,0.0,-0.06,0.05
HCLTECH,2016-11-21,2017-01-06,806.1,0.01,758.35,814.4,0.07,0.0,-0.04,0.04
STAR,2016-11-21,2017-01-06,1073.21,0.02,1021.9,1098.85,0.07,0.0,-0.03,0.04
SUPRAJIT,2016-11-21,2017-01-06,191.2,0.02,180.9,194.5,0.07,0.0,-0.03,0.07
TATAGLOBAL,2016-11-21,2017-01-06,121.65,0.01,115.65,124.65,0.07,0.0,-0.02,0.03
RAMCOSYS,2016-11-21,2017-01-06,331.68,0.04,346.35,372.55,0.07,0.0,-0.06,0.13
ASHOKA,2016-11-21,2017-01-06,151.25,0.02,144.25,155.0,0.07,0.0,-0.03,0.04
HEXAWARE,2016-11-21,2017-01-06,203.53,0.02,188.05,201.1,0.07,0.0,-0.04,0.07
BIRLACORPN,2016-11-21,2017-01-06,647.95,0.02,652.55,700.5,0.07,0.0,-0.03,0.06
BHARTIARTL,2016-11-21,2017-01-06,312.65,0.02,299.5,319.75,0.07,0.0,-0.03,0.06
GODREJPROP,2016-11-21,2017-01-06,303.51,0.01,293.75,316.15,0.07,0.0,-0.03,0.03
GODREJCP,2016-11-21,2017-01-06,1462.86,0.01,1412.9,1522.3,0.07,0.0,-0.03,0.03
RADICO,2016-11-21,2017-01-06,115.65,0.02,113.1,121.3,0.07,0.0,-0.05,0.05
GAYAPROJ,2016-11-21,2017-01-06,627.59,0.02,604.05,650.45,0.07,0.0,-0.03,0.05
WONDERLA,2016-11-21,2017-01-06,335.59,0.02,319.3,344.15,0.07,0.0,-0.03,0.05
JETAIRWAYS,2016-11-21,2017-01-06,362.83,0.02,348.5,372.25,0.07,0.0,-0.04,0.06
NATCOPHARM,2016-11-21,2017-01-06,594.28,0.02,582.55,624.95,0.07,0.0,-0.03,0.05
SIEMENS,2016-11-21,2017-01-06,1099.86,0.02,1080.95,1164.15,0.07,0.0,-0.02,0.03
DCBBANK,2016-11-21,2017-01-06,108.11,0.02,106.3,113.95,0.07,0.0,-0.03,0.03
PFS,2016-11-21,2017-01-06,38.13,0.02,36.35,38.95,0.07,0.0,-0.02,0.04
PAGEIND,2016-11-21,2017-01-06,13348.31,0.02,12743.5,13704.0,0.07,0.0,-0.05,0.06
CIPLA,2016-11-21,2017-01-06,567.66,0.01,545.1,582.85,0.07,0.0,-0.05,0.04
CUB,2016-11-21,2017-01-06,133.1,0.02,129.9,138.8,0.07,0.0,-0.03,0.05
RELCAPITAL,2016-11-21,2017-01-06,433.99,0.02,416.35,447.8,0.07,0.0,-0.06,0.04
BLUESTARCO,2016-11-21,2017-01-06,469.32,0.02,461.8,492.0,0.06,0.0,-0.03,0.04
NHPC,2016-11-21,2017-01-06,26.9,0.01,25.6,27.25,0.06,0.0,-0.04,0.03
CUMMINSIND,2016-11-21,2017-01-06,792.17,0.02,762.5,808.5,0.06,0.0,-0.04,0.03
BHARATFORG,2016-11-21,2017-01-06,920.25,0.02,858.0,912.1,0.06,0.0,-0.03,0.05
KPIT,2016-11-21,2017-01-06,133.34,0.01,126.5,134.7,0.06,0.0,-0.02,0.03
NIITTECH,2016-11-21,2017-01-06,423.37,0.02,399.0,422.65,0.06,0.0,-0.05,0.04
ZEEL,2016-11-21,2017-01-06,448.01,0.02,434.0,463.1,0.06,0.0,-0.04,0.04
TATACOMM,2016-11-21,2017-01-06,632.23,0.02,597.4,633.6,0.06,0.0,-0.06,0.05
TORNTPOWER,2016-11-21,2017-01-06,177.13,0.01,168.75,179.1,0.06,0.0,-0.02,0.04
NTPC,2016-11-21,2017-01-06,162.05,0.01,154.9,164.0,0.06,0.0,-0.02,0.04
TATACOFFEE,2016-11-21,2017-01-06,114.44,0.02,108.45,114.9,0.06,0.0,-0.04,0.03
OFSS,2016-11-21,2017-01-06,3101.77,0.01,2954.95,3139.45,0.06,0.0,-0.03,0.03
IPAPPM,2016-11-21,2017-01-06,304.06,0.01,291.05,307.7,0.06,0.0,-0.02,0.03
JPPOWER,2016-11-21,2017-01-06,3.98,0.02,3.9,4.15,0.06,0.0,-0.05,0.05
