Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2013-06-26,ATULAUTO,EQ,184.3,191.0,191.0,162.0,188.0,188.0,185.76,2136.0,397000.0,6.0,1636.0,0.7659
2013-06-27,ATULAUTO,EQ,188.0,160.05,184.9,160.05,184.9,184.9,179.48,46.0,8000.0,6.0,36.0,0.7826
2013-06-28,ATULAUTO,EQ,184.9,182.5,185.0,182.5,185.0,185.0,184.58,60.0,11000.0,2.0,60.0,1.0
2013-07-01,ATULAUTO,EQ,185.0,198.65,198.65,177.0,190.0,188.8,187.47,676.0,127000.0,23.0,479.0,0.7086
2013-07-02,ATULAUTO,EQ,188.8,198.0,198.0,190.0,196.0,194.5,192.85,2875.0,554000.0,120.0,575.0,0.2
2013-07-03,ATULAUTO,EQ,194.5,190.0,190.0,185.6,185.6,186.8,187.26,1585.0,297000.0,28.0,1483.0,0.9356
2013-07-04,ATULAUTO,EQ,186.8,194.0,194.0,185.0,192.0,192.0,187.58,190.0,36000.0,10.0,133.0,0.7
2013-07-05,ATULAUTO,EQ,192.0,190.0,192.0,184.0,190.0,190.0,189.83,387.0,73000.0,14.0,375.0,0.969
2013-07-08,ATULAUTO,EQ,190.0,194.0,194.0,176.05,187.9,187.9,184.32,193.0,36000.0,9.0,113.0,0.5855
2013-07-09,ATULAUTO,EQ,187.9,182.05,188.0,182.05,188.0,188.0,186.5,200.0,37000.0,6.0,150.0,0.75
2013-07-10,ATULAUTO,EQ,188.0,194.95,194.95,189.0,192.0,191.7,191.38,2430.0,465000.0,14.0,530.0,0.2181
2013-07-11,ATULAUTO,EQ,191.7,190.0,190.1,190.0,190.0,190.0,190.02,510.0,97000.0,7.0,305.0,0.598
2013-07-12,ATULAUTO,EQ,190.0,190.0,192.25,190.0,190.0,190.0,190.57,1105.0,211000.0,11.0,305.0,0.276
2013-07-15,ATULAUTO,EQ,190.0,191.0,191.0,185.25,191.0,190.75,190.58,615.0,117000.0,15.0,576.0,0.9366
2013-07-16,ATULAUTO,EQ,190.75,185.0,189.9,184.0,187.8,187.8,187.6,716.0,134000.0,32.0,600.0,0.838
2013-07-17,ATULAUTO,EQ,187.8,189.95,190.0,186.0,190.0,190.0,189.44,377.0,71000.0,11.0,376.0,0.9973
2013-07-18,ATULAUTO,EQ,190.0,187.9,197.9,187.2,191.5,191.45,191.18,1328.0,254000.0,24.0,1226.0,0.9232
2013-07-19,ATULAUTO,EQ,191.45,190.1,193.5,190.1,193.5,193.45,192.49,235.0,45000.0,11.0,232.0,0.9872
2013-07-22,ATULAUTO,EQ,193.45,184.1,197.95,184.1,194.5,194.5,193.0,489.0,94000.0,11.0,470.0,0.9611
2013-07-23,ATULAUTO,EQ,194.5,194.0,194.0,190.0,190.0,190.0,190.78,607.0,116000.0,32.0,607.0,1.0
2013-07-24,ATULAUTO,EQ,190.0,197.0,197.0,185.7,188.2,191.25,192.13,2358.0,453000.0,84.0,1050.0,0.4453
2013-07-25,ATULAUTO,EQ,191.25,182.75,190.25,182.4,187.05,189.7,185.88,3521.0,654000.0,32.0,1104.0,0.3135
2013-07-26,ATULAUTO,EQ,189.7,195.0,195.0,185.0,185.0,185.3,186.68,327.0,61000.0,11.0,315.0,0.9633
2013-07-29,ATULAUTO,EQ,185.3,183.1,193.0,183.1,183.5,183.5,188.03,203.0,38000.0,26.0,158.0,0.7783
2013-07-30,ATULAUTO,EQ,183.5,190.0,190.0,182.75,182.75,182.75,184.97,532.0,98000.0,26.0,525.0,0.9868
