Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2016-10-19,ENDURANCE,EQ,472.0,572.0,654.4,572.0,654.4,646.9,606.82,36506028.0,22152713000.0,597583.0,9318499.0,0.2553
2016-10-20,ENDURANCE,EQ,646.9,660.0,674.5,608.0,617.0,613.45,637.39,8610390.0,5488138000.0,154389.0,1632387.0,0.1896
2016-10-21,ENDURANCE,EQ,613.45,614.0,632.0,605.15,626.5,626.25,620.68,3193161.0,1981930000.0,81743.0,512220.0,0.1604
2016-10-24,ENDURANCE,EQ,626.25,631.9,634.0,620.05,628.0,627.4,627.85,942296.0,591619000.0,20059.0,284491.0,0.3019
2016-10-25,ENDURANCE,EQ,627.4,627.4,634.45,618.75,627.0,626.4,627.37,633022.0,397141000.0,13224.0,141743.0,0.2239
2016-10-26,ENDURANCE,EQ,626.4,622.55,627.45,607.0,615.05,615.15,617.7,514571.0,317849000.0,9383.0,249117.0,0.4841
2016-10-27,ENDURANCE,EQ,615.15,615.0,617.95,605.0,617.15,612.05,610.27,359111.0,219156000.0,9434.0,144979.0,0.4037
2016-10-28,ENDURANCE,EQ,612.05,612.05,628.7,612.05,621.0,624.4,621.97,401342.0,249622000.0,10010.0,137046.0,0.3415
2016-10-30,ENDURANCE,EQ,624.4,622.0,624.95,616.0,617.6,619.15,621.02,76807.0,47699000.0,2016.0,45870.0,0.5972
2016-11-01,ENDURANCE,EQ,619.15,618.0,621.75,606.1,606.8,608.65,611.55,214674.0,131283000.0,6794.0,116151.0,0.5411
2016-11-02,ENDURANCE,EQ,608.65,604.9,614.4,588.2,599.1,601.9,603.53,644219.0,388807000.0,22866.0,235251.0,0.3652
2016-11-03,ENDURANCE,EQ,601.9,599.1,619.4,599.1,605.0,604.55,610.52,354758.0,216585000.0,11879.0,128706.0,0.3628
2016-11-04,ENDURANCE,EQ,604.55,605.1,608.75,582.0,596.1,594.05,596.14,322506.0,192258000.0,12230.0,147082.0,0.4561
2016-11-07,ENDURANCE,EQ,594.05,603.0,621.85,598.0,614.0,614.35,611.17,532110.0,325207000.0,17832.0,220506.0,0.4144
2016-11-08,ENDURANCE,EQ,614.35,615.0,632.0,606.25,621.5,624.3,620.67,398604.0,247401000.0,11283.0,134350.0,0.3371
2016-11-09,ENDURANCE,EQ,624.3,548.0,646.95,526.0,632.0,633.3,604.82,685896.0,414843000.0,21651.0,325545.0,0.4746
2016-11-10,ENDURANCE,EQ,633.3,644.4,648.25,624.0,635.0,632.35,636.83,341773.0,217650000.0,12023.0,153385.0,0.4488
2016-11-11,ENDURANCE,EQ,632.35,620.0,629.0,588.0,601.0,595.4,606.17,337195.0,204398000.0,11556.0,217939.0,0.6463
2016-11-15,ENDURANCE,EQ,595.4,599.95,599.95,548.5,585.1,586.45,568.98,552423.0,314320000.0,31162.0,324254.0,0.587
2016-11-16,ENDURANCE,EQ,586.45,595.1,598.7,558.5,565.0,567.05,573.25,260799.0,149502000.0,11303.0,135330.0,0.5189
2016-11-17,ENDURANCE,EQ,567.05,567.05,573.0,543.3,546.0,547.8,552.63,382901.0,211604000.0,19731.0,299024.0,0.7809
2016-11-18,ENDURANCE,EQ,547.8,547.9,554.0,527.0,535.0,542.4,541.15,472679.0,255790000.0,18372.0,276071.0,0.5841
2016-11-21,ENDURANCE,EQ,542.4,538.75,538.75,518.75,524.0,522.95,524.04,514445.0,269592000.0,13891.0,387068.0,0.7524
2016-11-22,ENDURANCE,EQ,522.95,527.85,534.7,522.0,528.0,529.75,529.12,268588.0,142116000.0,13165.0,173218.0,0.6449
2016-11-23,ENDURANCE,EQ,529.75,534.25,550.3,528.0,548.65,545.45,540.24,264459.0,142873000.0,7705.0,164204.0,0.6209
2016-11-24,ENDURANCE,EQ,545.45,543.0,548.0,534.0,540.4,540.6,541.38,174139.0,94275000.0,4141.0,106889.0,0.6138
2016-11-25,ENDURANCE,EQ,540.6,548.0,555.0,541.3,544.5,545.4,547.26,165067.0,90334000.0,6334.0,83486.0,0.5058
2016-11-28,ENDURANCE,EQ,545.4,548.9,576.85,542.45,558.0,562.65,561.5,246027.0,138143000.0,8427.0,107252.0,0.4359
2016-11-29,ENDURANCE,EQ,562.65,564.4,594.85,559.2,580.5,583.7,577.8,520680.0,300849000.0,17041.0,331871.0,0.6374
2016-11-30,ENDURANCE,EQ,583.7,584.0,601.75,580.3,590.75,593.2,591.03,309485.0,182915000.0,11009.0,173704.0,0.5613
2016-12-01,ENDURANCE,EQ,593.2,596.0,597.55,577.1,585.0,584.45,584.67,92939.0,54339000.0,3260.0,34833.0,0.3748
