Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2000-08-02,TVS-SUZUKI,EQ,251.4,249.95,249.95,249.95,249.95,249.95,249.95,5.0,1000.0,,,
2000-08-03,TVS-SUZUKI,EQ,249.95,237.0,240.0,216.0,232.4,230.95,232.24,1651.0,383000.0,,,
2000-08-04,TVS-SUZUKI,EQ,230.95,233.0,233.0,218.0,225.75,224.0,223.54,1275.0,285000.0,,,
2000-08-07,TVS-SUZUKI,EQ,224.0,221.0,221.0,216.0,216.0,216.15,217.81,666.0,145000.0,,,
2000-08-08,TVS-SUZUKI,EQ,216.15,207.0,220.0,207.0,214.0,214.85,216.32,2376.0,514000.0,,,
2000-08-09,TVS-SUZUKI,EQ,214.85,219.0,220.0,216.1,216.1,216.1,218.79,350.0,77000.0,,,
2000-08-10,TVS-SUZUKI,EQ,216.1,220.0,222.9,217.0,219.0,219.0,219.98,395.0,87000.0,,,
2000-08-11,TVS-SUZUKI,EQ,219.0,219.95,228.0,217.25,217.25,217.25,220.78,285.0,63000.0,,,
2000-08-14,TVS-SUZUKI,EQ,217.25,210.0,219.9,210.0,212.0,213.15,213.78,740.0,158000.0,,,
2000-08-16,TVS-SUZUKI,EQ,213.15,221.0,221.0,214.3,220.0,220.0,218.17,726.0,158000.0,,,
2000-08-17,TVS-SUZUKI,EQ,220.0,213.15,215.95,213.05,213.05,214.45,214.45,195.0,42000.0,,,
2000-08-18,TVS-SUZUKI,EQ,214.45,210.5,218.0,210.5,215.15,215.15,216.42,275.0,60000.0,,,
2000-08-21,TVS-SUZUKI,EQ,215.15,215.5,220.0,214.0,214.0,214.0,216.33,495.0,107000.0,,,
2000-08-22,TVS-SUZUKI,EQ,214.0,216.0,216.0,210.0,210.0,210.0,213.53,976.0,208000.0,,,
2000-08-23,TVS-SUZUKI,EQ,210.0,211.0,220.0,211.0,218.5,218.5,217.73,351.0,76000.0,,,
2000-08-24,TVS-SUZUKI,EQ,218.5,223.0,223.0,213.0,214.3,214.3,215.16,550.0,118000.0,,,
2000-08-25,TVS-SUZUKI,EQ,214.3,219.0,219.0,213.0,215.0,215.6,217.66,531.0,116000.0,,,
2000-08-28,TVS-SUZUKI,EQ,215.6,218.0,219.95,213.0,214.75,216.15,215.93,840.0,181000.0,,,
