,Stock_Name,Stock_Symbol
0,Atul Auto,ATULAUTO
1,Bajaj Auto,BAJAJ-AUTO
2,Endurance Techn,ENDURANCE
3,Hero Motocorp,HEROMOTOCO
4,LML,LML
5,Mah Scooters,MAHSCOOTER
6,TVS Motor,TVSMOTOR
