,Stock_Name,Stock_Symbol
0,Everest Ind,EVERESTIND
1,HIL,HIL
2,IFGL Refractory,IFGLREFRAC
3,Indian Hume,INDIANHUME
4,Orient Refract,ORIENTREF
5,Ramcoind,RAMCOIND
6,Sanghi Ind,SANGHIIND
7,Vesuvius India,VESUVIUS
8,Visaka Ind,VISAKAIND
