,Stock_Name,Stock_Symbol
0,BPL,BPL
1,Jindal Photo,JINDALPHOT
2,Mirc Electronic,MIRCELECTR
3,Noesis Ind,NOESISIND
4,PG Electroplast,PGEL
5,Salora Inter,SALORAINTL
6,Videocon Ind,VIDEOIND
