,Stock_Name,Stock_Symbol
0,AYM Syntex,AYMSYNTEX
1,Blue Blends,BLUEBLENDS
2,Ganesha Ecosph,GANECOS
3,Lux Industries,LUXIND
4,Mohit Ind,MOHITIND
5,Nakoda,NAKODA
6,Raj Rayon Ind,RAJRAYON
7,Sarla Performan,SARLAPOLY
8,Weizmann,WEIZMANIND
