,Stock_Name,Stock_Symbol
0,Cummins,CUMMINSIND
1,Greaves Cotton,GREAVESCOT
2,Kirloskar Ind,KIRLOSIND
3,Kirloskar Oil,KIRLOSENG
4,Swaraj Engines,SWARAJENG
