,Stock_Name,Stock_Symbol
0,FAG Bearings,FAGBEARING
1,Menon Bearings,MENONBE
2,NRB Bearings,NRBBEARING
3,NRB Industrial,NIBL
4,SKF India,SKFINDIA
5,Timken,TIMKEN
