,Stock_Name,Stock_Symbol
0,Archies,ARCHIES
1,DIC India,DICIND
2,Infomedia Press,INFOMEDIA
3,MPS,MPSLTD
4,Navneet,NAVNETEDUL
5,Repro India,REPRO
6,Sambhaav Media,SAMBHAAV
7,Sandesh,SANDESH
8,Sundaram Multi,SUNDARAM
