,Stock_Name,Stock_Symbol
0,Ashok Leyland,ASHOKLEY
1,Eicher Motors,EICHERMOT
2,SML Isuzu,SMLISUZU
3,Tata Motors,TATAMOTORS
4,Tata Motors (D),TATAMTRDVR
