,Stock_Name,Stock_Symbol
0,Aro Granite,AROGRANITE
1,Asian Granito,ASIANTILES
2,Cera Sanitary,CERA
3,Euro Ceramics,EUROCERA
4,HSIL,HSIL
5,Kajaria Ceramic,KAJARIACER
6,Madhav Marbles,MADHAV
7,Murudeshwar Cer,MURUDCERA
8,Nitco,NITCO
9,Orient Bell,ORIENTBELL
10,Oriental Trimex,ORIENTALTL
11,Pokarna,POKARNA
12,Somany Ceramics,SOMANYCERA
