,Stock_Name,Stock_Symbol
0,Axis Bank,AXISBANK
1,City Union Bank,CUB
2,DCB Bank,DCBBANK
3,Dhanlaxmi Bank,DHANBANK
4,Federal Bank,FEDERALBNK
5,HDFC Bank,HDFCBANK
6,ICICI Bank,ICICIBANK
7,IDFC Bank,IDFCBANK
8,IndusInd Bank,INDUSINDBK
9,JK Bank,J&KBANK
10,Karnataka Bank,KTKBANK
11,Karur Vysya,KARURVYSYA
12,Kotak Mahindra,KOTAKBANK
13,Lakshmi Vilas,LAKSHVILAS
14,RBL Bank,RBLBANK
15,South Ind Bk,SOUTHBANK
16,StanChart IDR,STAN
17,Yes Bank,YESBANK
