,Stock_Name,Stock_Symbol
0,APL Apollo,APLAPOLLO
1,Gandhi Spl Tube,GANDHITUBE
2,Good Luck,GOODLUCK
3,Jindal Saw,JINDALSAW
4,Mah Seamless,MAHSEAMLES
5,Man Industries,MANINDS
6,Oil Country,OILCOUNTUB
7,Prakash Steelag,PRAKASHSTL
8,PSL,PSL
9,Ratnamani Metal,RATNAMANI
10,Surya Roshni,SURYAROSNI
11,Welspun Corp,WELCORP
