,Stock_Name,Stock_Symbol
0,Aditya Birla F,ABFRL
1,Cantabil Retail,CANTABIL
2,Future Ent,FEL
3,Future Ent DVR,FELDVR
4,Future Life,FLFL
5,Future Retail,FRETAIL
6,Kewal Kiran,KKCL
7,Mandhana Retail,TMRVL
8,Provogue,PROVOGE
9,Prozone Intu,PROZONINTU
10,REI Six Ten,REISIXTEN
11,Shoppers Stop,SHOPERSTOP
12,Trent,TRENT
13,V-Mart Retail,VMART
