,Stock_Name,Stock_Symbol
0,BPCL,BPCL
1,Chennai Petro,CHENNPETRO
2,HPCL,HINDPETRO
3,IOC,IOC
4,Mahanagar Gas,MGL
5,MRPL,MRPL
6,Nagarjuna Oil,NAGAROIL
7,Reliance,RELIANCE
