,Stock_Name,Stock_Symbol
0,Bajaj Electric,BAJAJELEC
1,Butterfly,BUTTERFLY
2,Khaitan Elec,KHAITANELE
3,Sujana Uni,SUJANAUNI
4,TTK Prestige,TTKPRESTIG
