,Stock_Name,Stock_Symbol
0,Century Enka,CENTENKA
1,CIL Nova Petro,CNOVAPETRO
2,Filatex India,FILATEX
3,JBF Industries,JBFIND
4,Paras Petro,PARASPETRO
5,Shekhawati Poly,SPYL
6,SRF,SRF
7,Sumeet Ind,SUMEETINDS
8,Vardhman Acryli,VARDHACRLC
