,Stock_Name,Stock_Symbol
0,Agro Tech Foods,ATFL
1,Anik Industries,ANIKINDS
2,AVT Natural,AVTNPL
3,Gokul Refoils,GOKUL
4,Guj Amb Exports,GAEL
5,Raj Oil Mills,RAJOIL
6,Rasoya Protein,RASOYPR
7,Ruchi Soya,RUCHISOYA
8,Ruchinfra,RUCHINFRA
9,Sanwaria Agro,SANWARIA
10,Vimal Oils,VIMALOIL
