Symbol,Start_Date,End_Date,Mean_Price,Volatility,Start_Price,End_Price,nday_Return,Mean_log_Return,Min_Day_Change,Max_Day_Change
FLFL,2016-12-27,2017-01-02,127.14,0.01,122.4,133.8,0.09,0.02,0.01,0.03
ICIL,2016-12-27,2017-01-02,161.83,0.01,154.6,169.75,0.09,0.02,0.0,0.04
EVEREADY,2016-12-27,2017-01-02,211.01,0.02,202.65,219.2,0.08,0.02,-0.0,0.06
ADANIENT,2016-12-27,2017-01-02,73.65,0.02,70.9,76.95,0.08,0.02,-0.0,0.05
NCC,2016-12-27,2017-01-02,79.83,0.01,76.75,83.55,0.08,0.02,0.01,0.04
HIMATSEIDE,2016-12-27,2017-01-02,290.49,0.02,276.15,299.65,0.08,0.02,-0.01,0.04
BERGEPAINT,2016-12-27,2017-01-02,206.44,0.02,195.75,211.55,0.08,0.02,0.0,0.05
ORISSAMINE,2016-12-27,2017-01-02,2152.53,0.04,2134.3,2306.95,0.08,0.02,-0.01,0.09
HINDCOPPER,2016-12-27,2017-01-02,59.98,0.02,58.45,63.5,0.08,0.02,0.0,0.06
OBEROIRLTY,2016-12-27,2017-01-02,295.83,0.02,288.35,311.9,0.08,0.02,0.01,0.05
UNITECH,2016-12-27,2017-01-02,4.04,0.04,3.95,4.3,0.08,0.02,-0.04,0.07
IBREALEST,2016-12-27,2017-01-02,71.5,0.03,69.9,75.8,0.08,0.02,-0.01,0.06
GSFC,2016-12-27,2017-01-02,95.85,0.01,91.25,99.0,0.08,0.02,0.0,0.04
SUPRAJIT,2016-12-27,2017-01-02,190.79,0.03,188.6,204.1,0.08,0.02,-0.02,0.07
ANANTRAJ,2016-12-27,2017-01-02,38.99,0.02,38.05,41.2,0.08,0.02,0.0,0.04
EIDPARRY,2016-12-27,2017-01-02,252.12,0.01,245.15,264.55,0.08,0.02,0.0,0.04
EICHERMOT,2016-12-27,2017-01-02,21480.82,0.01,20701.1,22523.9,0.08,0.02,0.01,0.03
JPINFRATEC,2016-12-27,2017-01-02,7.21,0.02,7.0,7.55,0.08,0.02,0.0,0.05
SREINFRA,2016-12-27,2017-01-02,74.31,0.02,71.9,78.05,0.08,0.02,0.0,0.05
IRB,2016-12-27,2017-01-02,194.55,0.01,189.1,204.15,0.08,0.02,0.0,0.04
JAGRAN,2016-12-27,2017-01-02,173.22,0.01,165.55,179.45,0.08,0.02,0.0,0.03
JAICORPLTD,2016-12-27,2017-01-02,70.0,0.03,66.8,72.3,0.08,0.02,0.0,0.07
WABCOINDIA,2016-12-27,2017-01-02,5083.04,0.05,4835.2,5241.85,0.08,0.02,-0.02,0.11
GRUH,2016-12-27,2017-01-02,320.46,0.01,308.4,329.35,0.07,0.02,0.0,0.03
JISLJALEQS,2016-12-27,2017-01-02,86.18,0.01,83.05,88.75,0.07,0.02,0.01,0.02
CAPF,2016-12-27,2017-01-02,552.26,0.02,531.95,571.85,0.07,0.02,-0.0,0.04
GAYAPROJ,2016-12-27,2017-01-02,647.2,0.02,615.7,662.05,0.07,0.02,-0.01,0.05
CENTURYPLY,2016-12-27,2017-01-02,165.58,0.01,161.1,172.15,0.07,0.02,0.01,0.03
IDEA,2016-12-27,2017-01-02,72.65,0.0,70.0,74.95,0.07,0.02,0.01,0.02
INTELLECT,2016-12-27,2017-01-02,137.97,0.01,132.6,142.5,0.07,0.02,0.0,0.03
JUBILANT,2016-12-27,2017-01-02,615.05,0.03,579.6,621.95,0.07,0.02,-0.02,0.06
BRFL,2016-12-27,2017-01-02,143.35,0.05,138.25,148.8,0.07,0.02,-0.03,0.11
GRASIM,2016-12-27,2017-01-02,840.41,0.01,811.4,873.3,0.07,0.02,-0.0,0.04
RTNPOWER,2016-12-27,2017-01-02,6.84,0.01,6.65,7.15,0.07,0.02,0.01,0.04
ADANIPOWER,2016-12-27,2017-01-02,29.65,0.02,28.55,30.6,0.07,0.02,-0.0,0.05
BBTC,2016-12-27,2017-01-02,511.05,0.02,490.15,524.4,0.07,0.02,-0.01,0.03
BASF,2016-12-27,2017-01-02,1120.96,0.01,1075.15,1155.7,0.07,0.02,-0.0,0.03
SUNTECK,2016-12-27,2017-01-02,214.84,0.01,208.5,223.35,0.07,0.02,-0.0,0.03
SIMPLEXINF,2016-12-27,2017-01-02,276.52,0.04,266.9,286.35,0.07,0.02,-0.02,0.08
SHREECEM,2016-12-27,2017-01-02,14074.1,0.03,13527.9,14517.6,0.07,0.02,-0.01,0.06
BGRENERGY,2016-12-27,2017-01-02,111.35,0.0,108.05,115.45,0.07,0.02,0.01,0.02
BAJFINANCE,2016-12-27,2017-01-02,835.11,0.01,809.75,870.05,0.07,0.02,0.01,0.03
RAMCOCEM,2016-12-27,2017-01-02,537.9,0.0,517.95,558.25,0.07,0.02,0.02,0.02
UFLEX,2016-12-27,2017-01-02,264.95,0.01,256.3,275.1,0.07,0.02,0.01,0.04
PAGEIND,2016-12-27,2017-01-02,13458.3,0.03,12941.5,13938.5,0.07,0.02,-0.01,0.06
ULTRACEMCO,2016-12-27,2017-01-02,3230.76,0.01,3156.55,3371.35,0.07,0.02,0.0,0.04
BLUEDART,2016-12-27,2017-01-02,4323.83,0.0,4181.35,4467.9,0.07,0.02,0.01,0.02
BAJAJFINSV,2016-12-27,2017-01-02,2852.2,0.01,2743.55,2949.65,0.07,0.02,0.01,0.03
BLUESTARCO,2016-12-27,2017-01-02,464.93,0.01,450.05,481.7,0.07,0.02,0.0,0.03
DISHMAN,2016-12-27,2017-01-02,213.27,0.01,208.65,220.45,0.06,0.01,0.0,0.03
SUVEN,2016-12-27,2017-01-02,168.27,0.01,163.55,172.9,0.06,0.01,0.0,0.04
JETAIRWAYS,2016-12-27,2017-01-02,347.34,0.02,343.4,362.9,0.06,0.01,-0.01,0.04
ARVIND,2016-12-27,2017-01-02,340.42,0.02,332.75,352.15,0.06,0.01,-0.01,0.06
SMLISUZU,2016-12-27,2017-01-02,1078.86,0.02,1064.3,1125.1,0.06,0.01,-0.0,0.04
AMBUJACEM,2016-12-27,2017-01-02,205.79,0.02,202.9,214.6,0.06,0.01,-0.01,0.04
INDIANB,2016-12-27,2017-01-02,216.8,0.0,209.85,222.6,0.06,0.01,0.01,0.02
EQUITAS,2016-12-27,2017-01-02,145.02,0.02,141.7,149.9,0.06,0.01,-0.02,0.03
JINDALSTEL,2016-12-27,2017-01-02,68.66,0.01,66.35,70.35,0.06,0.01,-0.01,0.02
BOSCHLTD,2016-12-27,2017-01-02,20585.36,0.01,19958.8,21096.1,0.06,0.01,0.0,0.02
SWANENERGY,2016-12-27,2017-01-02,152.99,0.02,151.55,160.55,0.06,0.01,-0.02,0.04
SYNGENE,2016-12-27,2017-01-02,559.76,0.03,535.35,566.95,0.06,0.01,-0.02,0.07
8KMILES,2016-12-27,2017-01-02,647.37,0.02,635.05,674.2,0.06,0.01,-0.0,0.04
IBULHSGFIN,2016-12-27,2017-01-02,650.69,0.02,637.15,678.65,0.06,0.02,-0.0,0.04
HONAUT,2016-12-27,2017-01-02,8733.75,0.01,8498.9,9063.2,0.06,0.02,0.0,0.04
HINDPETRO,2016-12-27,2017-01-02,432.96,0.02,424.45,450.0,0.06,0.01,-0.01,0.03
TIMKEN,2016-12-27,2017-01-02,600.46,0.02,585.2,620.5,0.06,0.01,-0.02,0.04
HFCL,2016-12-27,2017-01-02,12.37,0.01,12.1,12.9,0.06,0.02,0.0,0.03
HEXAWARE,2016-12-27,2017-01-02,204.47,0.0,198.55,210.15,0.06,0.01,0.01,0.02
TTKPRESTIG,2016-12-27,2017-01-02,5635.01,0.01,5393.55,5739.95,0.06,0.02,0.0,0.04
GDL,2016-12-27,2017-01-02,240.42,0.01,233.2,246.7,0.06,0.01,0.0,0.03
HEIDELBERG,2016-12-27,2017-01-02,107.9,0.01,104.75,111.45,0.06,0.02,0.01,0.02
HAVELLS,2016-12-27,2017-01-02,330.93,0.02,322.05,341.85,0.06,0.01,-0.01,0.04
GREENPLY,2016-12-27,2017-01-02,249.54,0.02,242.15,256.95,0.06,0.01,-0.01,0.05
TATAELXSI,2016-12-27,2017-01-02,1376.16,0.01,1330.1,1412.75,0.06,0.02,0.01,0.02
3MINDIA,2016-12-27,2017-01-02,10828.9,0.01,10433.1,11056.5,0.06,0.01,-0.01,0.02
DCMSHRIRAM,2016-12-27,2017-01-02,210.32,0.0,204.5,217.35,0.06,0.02,0.01,0.02
KESORAMIND,2016-12-27,2017-01-02,124.72,0.02,122.8,130.8,0.06,0.02,-0.0,0.05
BIRLACORPN,2016-12-27,2017-01-02,634.37,0.03,628.35,670.35,0.06,0.02,-0.01,0.06
PEL,2016-12-27,2017-01-02,1569.16,0.02,1501.1,1594.3,0.06,0.02,-0.02,0.04
GODREJIND,2016-12-27,2017-01-02,422.19,0.01,408.3,433.35,0.06,0.01,0.01,0.03
PFC,2016-12-27,2017-01-02,120.72,0.01,117.15,124.0,0.06,0.01,0.01,0.02
BFUTILITIE,2016-12-27,2017-01-02,386.92,0.01,372.1,393.9,0.06,0.01,0.0,0.03
CCL,2016-12-27,2017-01-02,262.1,0.02,250.6,266.7,0.06,0.02,-0.0,0.04
MOTHERSUMI,2016-12-27,2017-01-02,321.25,0.02,310.25,327.85,0.06,0.01,-0.0,0.04
MOIL,2016-12-27,2017-01-02,355.9,0.01,346.6,368.6,0.06,0.02,0.0,0.02
RAIN,2016-12-27,2017-01-02,53.54,0.01,52.0,54.95,0.06,0.01,0.0,0.03
RALLIS,2016-12-27,2017-01-02,193.02,0.03,191.3,202.8,0.06,0.01,-0.01,0.06
MINDTREE,2016-12-27,2017-01-02,511.71,0.02,486.2,516.7,0.06,0.02,-0.01,0.05
LITL,2016-12-27,2017-01-02,3.57,0.01,3.5,3.7,0.06,0.01,0.0,0.03
MANPASAND,2016-12-27,2017-01-02,534.06,0.02,522.3,553.3,0.06,0.01,-0.0,0.05
JUSTDIAL,2016-12-27,2017-01-02,332.7,0.01,324.1,345.85,0.06,0.02,-0.01,0.03
RCF,2016-12-27,2017-01-02,46.38,0.01,45.1,47.95,0.06,0.02,0.0,0.03
JUBLFOOD,2016-12-27,2017-01-02,837.64,0.01,813.2,859.9,0.06,0.01,-0.0,0.03
TITAN,2016-12-27,2017-01-02,322.46,0.01,316.35,333.95,0.05,0.01,-0.01,0.02
NLCINDIA,2016-12-27,2017-01-02,75.71,0.01,74.05,77.95,0.05,0.01,0.0,0.02
ZEELEARN,2016-12-27,2017-01-02,38.73,0.01,37.95,39.9,0.05,0.01,0.0,0.02
UNICHEMLAB,2016-12-27,2017-01-02,254.43,0.01,247.0,259.9,0.05,0.01,-0.01,0.03
NMDC,2016-12-27,2017-01-02,123.51,0.02,121.85,128.2,0.05,0.01,-0.01,0.04
SADBHAV,2016-12-27,2017-01-02,272.08,0.01,262.9,275.05,0.05,0.01,0.0,0.04
SCI,2016-12-27,2017-01-02,58.14,0.01,57.1,60.3,0.05,0.01,-0.0,0.03
SEQUENT,2016-12-27,2017-01-02,110.64,0.02,109.15,114.7,0.05,0.01,-0.0,0.04
NAVKARCORP,2016-12-27,2017-01-02,162.3,0.02,159.7,167.6,0.05,0.01,-0.01,0.03
MUTHOOTFIN,2016-12-27,2017-01-02,279.31,0.01,272.3,285.2,0.05,0.01,0.0,0.03
RELINFRA,2016-12-27,2017-01-02,462.44,0.01,456.15,478.7,0.05,0.01,-0.01,0.02
RELCAPITAL,2016-12-27,2017-01-02,426.23,0.01,418.8,439.9,0.05,0.01,-0.0,0.02
TRIDENT,2016-12-27,2017-01-02,56.65,0.01,55.45,58.45,0.05,0.01,0.0,0.03
SUNDARMFIN,2016-12-27,2017-01-02,1143.68,0.01,1113.6,1173.3,0.05,0.01,-0.0,0.02
RAYMOND,2016-12-27,2017-01-02,496.12,0.02,491.55,515.35,0.05,0.01,-0.0,0.04
SHRIRAMCIT,2016-12-27,2017-01-02,1809.18,0.01,1769.55,1862.65,0.05,0.01,0.0,0.03
SIEMENS,2016-12-27,2017-01-02,1089.08,0.01,1061.8,1120.0,0.05,0.01,0.0,0.02
TATASPONGE,2016-12-27,2017-01-02,562.12,0.01,551.05,576.65,0.05,0.01,0.0,0.02
RECLTD,2016-12-27,2017-01-02,122.27,0.01,118.75,124.55,0.05,0.01,-0.0,0.02
MFSL,2016-12-27,2017-01-02,542.55,0.01,531.3,557.55,0.05,0.01,0.0,0.02
TATACOFFEE,2016-12-27,2017-01-02,112.23,0.01,109.7,115.3,0.05,0.01,0.0,0.02
MARUTI,2016-12-27,2017-01-02,5311.12,0.01,5224.0,5466.0,0.05,0.01,0.0,0.03
RIIL,2016-12-27,2017-01-02,381.85,0.01,373.65,391.25,0.05,0.01,-0.0,0.04
SUPREMEIND,2016-12-27,2017-01-02,888.51,0.02,855.8,897.25,0.05,0.01,-0.01,0.03
LALPATHLAB,2016-12-27,2017-01-02,1061.62,0.01,1031.55,1088.65,0.05,0.01,0.0,0.02
KTKBANK,2016-12-27,2017-01-02,110.87,0.02,108.25,113.45,0.05,0.01,-0.01,0.04
INDOCO,2016-12-27,2017-01-02,260.21,0.03,251.1,262.85,0.05,0.01,-0.01,0.05
RAMCOSYS,2016-12-27,2017-01-02,336.75,0.02,332.45,349.4,0.05,0.01,-0.0,0.05
JKTYRE,2016-12-27,2017-01-02,112.9,0.01,110.0,115.8,0.05,0.01,-0.0,0.02
ZYDUSWELL,2016-12-27,2017-01-02,861.92,0.02,834.7,875.3,0.05,0.01,-0.01,0.04
AJANTPHARM,2016-12-27,2017-01-02,1776.05,0.01,1735.6,1823.85,0.05,0.01,-0.01,0.02
BATAINDIA,2016-12-27,2017-01-02,442.14,0.01,426.35,447.15,0.05,0.01,-0.01,0.03
BAJAJELEC,2016-12-27,2017-01-02,214.66,0.01,209.8,221.05,0.05,0.01,0.0,0.02
CERA,2016-12-27,2017-01-02,1977.86,0.02,1893.05,1998.7,0.05,0.01,-0.01,0.04
FDC,2016-12-27,2017-01-02,219.12,0.01,213.45,223.55,0.05,0.01,-0.0,0.02
CASTROLIND,2016-12-27,2017-01-02,377.0,0.0,367.0,385.5,0.05,0.01,0.01,0.02
AUROPHARMA,2016-12-27,2017-01-02,657.69,0.01,644.7,675.5,0.05,0.01,-0.01,0.03
ASTRAL,2016-12-27,2017-01-02,388.53,0.01,380.35,398.3,0.05,0.01,0.0,0.02
GATI,2016-12-27,2017-01-02,112.81,0.01,111.0,116.6,0.05,0.01,0.0,0.03
DHFL,2016-12-27,2017-01-02,243.71,0.01,238.6,249.9,0.05,0.01,-0.01,0.03
GESHIP,2016-12-27,2017-01-02,358.57,0.0,349.95,366.4,0.05,0.01,0.01,0.02
DBREALTY,2016-12-27,2017-01-02,36.24,0.02,35.65,37.6,0.05,0.01,-0.0,0.04
BAJAJCORP,2016-12-27,2017-01-02,364.68,0.01,355.7,373.85,0.05,0.01,0.0,0.03
GODREJCP,2016-12-27,2017-01-02,1488.57,0.0,1454.15,1521.9,0.05,0.01,0.01,0.02
GMRINFRA,2016-12-27,2017-01-02,11.68,0.01,11.5,12.05,0.05,0.01,-0.01,0.02
CROMPGREAV,2016-12-27,2017-01-02,58.66,0.01,57.0,59.95,0.05,0.01,-0.01,0.03
TATAMTRDVR,2016-12-27,2017-01-02,298.3,0.02,296.7,308.55,0.04,0.01,-0.02,0.03
EIHOTEL,2016-12-27,2017-01-02,94.47,0.01,93.8,97.2,0.04,0.01,-0.01,0.02
TRITURBINE,2016-12-27,2017-01-02,117.79,0.01,114.4,119.5,0.04,0.01,0.0,0.03
RAJESHEXPO,2016-12-27,2017-01-02,456.73,0.0,447.3,466.2,0.04,0.01,0.01,0.01
KRBL,2016-12-27,2017-01-02,296.12,0.01,287.85,300.35,0.04,0.01,0.0,0.03
MARKSANS,2016-12-27,2017-01-02,39.89,0.01,39.45,40.95,0.04,0.01,-0.01,0.03
ADANITRANS,2016-12-27,2017-01-02,56.13,0.0,55.0,57.1,0.04,0.01,0.01,0.01
BAJAJHLDNG,2016-12-27,2017-01-02,1796.28,0.01,1757.85,1825.65,0.04,0.01,0.0,0.02
SINTEX,2016-12-27,2017-01-02,73.59,0.01,71.95,75.15,0.04,0.01,0.0,0.02
TECHM,2016-12-27,2017-01-02,480.39,0.01,468.2,488.0,0.04,0.01,-0.0,0.02
INGERRAND,2016-12-27,2017-01-02,671.61,0.01,652.5,682.15,0.04,0.01,-0.0,0.03
TVSMOTOR,2016-12-27,2017-01-02,359.58,0.02,351.65,367.65,0.04,0.01,-0.01,0.03
INFRATEL,2016-12-27,2017-01-02,340.06,0.01,331.85,344.2,0.04,0.01,0.0,0.02
PRAJIND,2016-12-27,2017-01-02,80.06,0.0,78.7,81.75,0.04,0.01,0.0,0.02
TATASTEEL,2016-12-27,2017-01-02,394.24,0.02,392.4,406.75,0.04,0.01,-0.01,0.04
EDELWEISS,2016-12-27,2017-01-02,96.59,0.01,95.25,98.7,0.04,0.01,-0.01,0.03
ECLERX,2016-12-27,2017-01-02,1387.17,0.01,1358.3,1416.7,0.04,0.01,0.0,0.02
TATACHEM,2016-12-27,2017-01-02,495.91,0.01,486.9,506.95,0.04,0.01,0.0,0.02
DHANUKA,2016-12-27,2017-01-02,731.87,0.01,716.45,746.45,0.04,0.01,-0.0,0.02
AIAENG,2016-12-27,2017-01-02,1281.98,0.01,1263.3,1319.25,0.04,0.01,-0.01,0.03
JPPOWER,2016-12-27,2017-01-02,3.91,0.01,3.85,4.0,0.04,0.01,-0.01,0.03
CONCOR,2016-12-27,2017-01-02,1109.73,0.01,1098.8,1141.05,0.04,0.01,-0.01,0.03
COALINDIA,2016-12-27,2017-01-02,296.57,0.01,288.95,300.05,0.04,0.01,0.0,0.02
SNOWMAN,2016-12-27,2017-01-02,50.22,0.01,49.55,51.7,0.04,0.01,0.0,0.03
LUPIN,2016-12-27,2017-01-02,1472.2,0.0,1446.1,1505.75,0.04,0.01,0.01,0.01
KSCL,2016-12-27,2017-01-02,403.73,0.01,393.55,411.05,0.04,0.01,0.0,0.03
TATAMOTORS,2016-12-27,2017-01-02,472.05,0.01,466.95,487.05,0.04,0.01,-0.01,0.03
THOMASCOOK,2016-12-27,2017-01-02,183.84,0.02,179.85,187.15,0.04,0.01,-0.01,0.04
KPRMILL,2016-11-22,2016-11-28,1116.43,0.03,1081.85,1129.9,0.04,0.01,-0.02,0.04
SKFINDIA,2016-12-27,2017-01-02,1255.14,0.0,1232.75,1285.35,0.04,0.01,0.01,0.02
JBFIND,2016-12-27,2017-01-02,206.41,0.01,203.1,211.35,0.04,0.01,-0.01,0.02
JBCHEPHARM,2016-12-27,2017-01-02,345.61,0.01,338.65,351.0,0.04,0.01,-0.0,0.02
DYNAMATECH,2016-12-27,2017-01-02,2852.76,0.01,2821.2,2939.0,0.04,0.01,-0.01,0.03
RCOM,2016-12-27,2017-01-02,33.77,0.01,33.3,34.75,0.04,0.01,0.0,0.02
GODREJPROP,2016-12-27,2017-01-02,305.15,0.02,301.6,313.7,0.04,0.01,-0.01,0.03
PETRONET,2016-12-27,2017-01-02,365.53,0.01,357.9,370.85,0.04,0.01,-0.0,0.02
SAIL,2016-12-27,2017-01-02,49.19,0.01,48.5,50.5,0.04,0.01,-0.01,0.02
OIL,2016-12-27,2017-01-02,444.93,0.01,436.1,455.25,0.04,0.01,0.0,0.02
GREAVESCOT,2016-12-27,2017-01-02,120.63,0.01,118.8,123.85,0.04,0.01,-0.0,0.03
SHARDACROP,2016-12-27,2017-01-02,443.16,0.01,434.45,452.4,0.04,0.01,0.0,0.02
BPCL,2016-12-27,2017-01-02,629.27,0.02,615.55,640.5,0.04,0.01,-0.01,0.04
WOCKPHARMA,2016-12-27,2017-01-02,651.88,0.0,640.6,666.4,0.04,0.01,0.0,0.01
GVKPIL,2016-12-27,2017-01-02,5.4,0.01,5.35,5.55,0.04,0.01,-0.01,0.03
HATHWAY,2016-12-27,2017-01-02,34.62,0.02,34.35,35.8,0.04,0.01,-0.0,0.04
NITINFIRE,2016-12-27,2017-01-02,23.78,0.01,23.4,24.45,0.04,0.01,0.0,0.02
BIOCON,2016-12-27,2017-01-02,938.24,0.01,916.95,951.95,0.04,0.01,0.0,0.02
APOLLOHOSP,2016-12-27,2017-01-02,1165.07,0.0,1141.1,1189.2,0.04,0.01,0.0,0.02
PERSISTENT,2016-12-27,2017-01-02,615.28,0.01,598.4,622.85,0.04,0.01,-0.01,0.03
BHARTIARTL,2016-12-27,2017-01-02,303.75,0.01,299.6,311.0,0.04,0.01,-0.0,0.02
SUNTV,2016-12-27,2017-01-02,488.87,0.01,482.25,501.6,0.04,0.01,-0.01,0.02
NAVINFLUOR,2016-12-27,2017-01-02,2485.69,0.01,2413.65,2518.05,0.04,0.01,-0.0,0.03
SONATSOFTW,2016-12-27,2017-01-02,191.37,0.02,189.45,197.05,0.04,0.01,-0.02,0.03
ASHOKLEY,2016-12-27,2017-01-02,79.28,0.0,78.05,81.0,0.04,0.01,0.0,0.01
ALLCARGO,2016-12-27,2017-01-02,176.87,0.01,174.4,181.2,0.04,0.01,-0.01,0.02
PHOENIXLTD,2016-12-27,2017-01-02,370.63,0.01,366.0,379.75,0.04,0.01,-0.0,0.02
PNCINFRA,2016-12-27,2017-01-02,103.91,0.02,101.2,105.0,0.04,0.01,-0.01,0.04
PIDILITIND,2016-12-27,2017-01-02,591.13,0.01,583.6,604.5,0.04,0.01,0.0,0.02
RPOWER,2016-12-27,2017-01-02,40.74,0.01,40.1,41.9,0.04,0.01,0.0,0.02
IDFC,2016-12-27,2017-01-02,53.68,0.04,52.35,54.25,0.04,0.01,-0.04,0.06
ROLTA,2016-12-27,2017-01-02,60.75,0.02,60.35,63.05,0.04,0.01,-0.01,0.04
VINATIORGA,2016-12-27,2017-01-02,580.45,0.01,575.55,596.45,0.04,0.01,-0.01,0.03
ACC,2016-12-27,2017-01-02,1316.5,0.01,1294.8,1351.9,0.04,0.01,0.0,0.02
SOMANYCERA,2016-12-27,2017-01-02,482.39,0.01,475.85,488.75,0.03,0.01,-0.0,0.02
BLISSGVS,2016-12-27,2017-01-02,155.01,0.01,153.8,158.4,0.03,0.01,-0.01,0.02
BOMDYEING,2016-12-27,2017-01-02,47.46,0.01,47.2,48.75,0.03,0.01,-0.01,0.03
APARINDS,2016-12-27,2017-01-02,573.08,0.0,567.15,581.8,0.03,0.01,-0.0,0.01
NTPC,2016-12-27,2017-01-02,162.85,0.01,160.4,164.8,0.03,0.01,0.0,0.02
LAKSHVILAS,2016-12-27,2017-01-02,140.98,0.01,138.5,142.2,0.03,0.01,-0.0,0.02
PUNJLLOYD,2016-12-27,2017-01-02,18.7,0.01,18.5,19.1,0.03,0.01,0.0,0.02
SRF,2016-12-27,2017-01-02,1529.41,0.01,1511.0,1558.4,0.03,0.01,-0.01,0.02
MHRIL,2016-12-27,2017-01-02,394.93,0.0,388.6,399.85,0.03,0.01,0.0,0.01
AMARAJABAT,2016-12-27,2017-01-02,876.17,0.01,869.6,896.6,0.03,0.01,-0.0,0.03
CEATLTD,2016-12-27,2017-01-02,1154.32,0.01,1143.05,1180.15,0.03,0.01,-0.01,0.02
SHK,2016-12-27,2017-01-02,304.09,0.01,296.35,306.45,0.03,0.01,-0.01,0.02
MOTILALOFS,2016-12-27,2017-01-02,517.14,0.01,509.15,523.5,0.03,0.01,0.0,0.02
AKZOINDIA,2016-12-27,2017-01-02,1405.55,0.02,1377.65,1417.25,0.03,0.01,-0.02,0.03
