Symbol,Start_Date,End_Date,Mean_Price,Volatility,Start_Price,End_Price,nday_Return,Mean_log_Return,Min_Day_Change,Max_Day_Change
DELTACORP,2016-11-15,2016-11-21,109.33,0.06,106.4,107.5,0.01,0.0,-0.08,0.08
SOBHA,2016-11-15,2016-11-21,237.04,0.01,235.8,237.75,0.01,0.0,-0.01,0.02
DIVISLAB,2016-11-15,2016-11-21,1167.13,0.01,1161.5,1169.9,0.01,0.0,-0.01,0.01
SHREECEM,2016-11-15,2016-11-21,14044.86,0.03,14267.5,14394.8,0.01,0.0,-0.03,0.05
ASIANPAINT,2016-11-15,2016-11-21,910.63,0.03,890.8,900.0,0.01,0.0,-0.02,0.05
VIPIND,2016-11-15,2016-11-21,118.75,0.04,114.65,115.7,0.01,0.0,-0.05,0.04
HSIL,2016-11-15,2016-11-21,288.75,0.03,287.4,290.05,0.01,0.0,-0.03,0.04
HEROMOTOCO,2016-11-15,2016-11-21,2907.62,0.01,2891.85,2925.85,0.01,0.0,-0.01,0.02
RAJESHEXPO,2016-11-15,2016-11-21,442.51,0.01,436.9,442.2,0.01,0.0,-0.01,0.01
GUJGASLTD,2016-11-15,2016-11-21,526.82,0.01,528.4,534.4,0.01,0.0,-0.01,0.02
BAJAJFINSV,2016-11-15,2016-11-21,2891.87,0.02,2827.85,2845.7,0.01,0.0,-0.03,0.03
GAYAPROJ,2016-11-15,2016-11-21,610.36,0.03,599.55,604.05,0.01,0.0,-0.03,0.03
RELIANCE,2016-11-15,2016-11-21,985.74,0.01,985.4,991.5,0.01,0.0,-0.01,0.01
GLAXO,2016-11-15,2016-11-21,2684.87,0.01,2658.3,2689.5,0.01,0.0,-0.01,0.01
ZENSARTECH,2016-11-15,2016-11-21,986.86,0.01,980.15,987.4,0.01,0.0,-0.01,0.02
GULFOILLUB,2016-11-15,2016-11-21,683.94,0.02,671.45,677.05,0.01,0.0,-0.03,0.01
KEC,2016-11-15,2016-11-21,138.34,0.01,138.25,139.7,0.01,0.0,-0.01,0.01
TCS,2016-11-15,2016-11-21,2141.22,0.02,2121.3,2132.9,0.01,0.0,-0.02,0.03
UBL,2016-11-15,2016-11-21,847.62,0.01,841.05,849.15,0.01,0.0,-0.01,0.02
APLAPOLLO,2016-11-15,2016-11-21,885.88,0.02,869.15,877.4,0.01,0.0,-0.02,0.02
UNIONBANK,2016-11-15,2016-11-21,150.18,0.04,147.8,148.75,0.01,0.0,-0.05,0.05
APARINDS,2016-11-15,2016-11-21,563.12,0.01,555.6,561.2,0.01,0.0,-0.02,0.02
BRIGADE,2016-11-15,2016-11-21,154.74,0.02,155.15,157.1,0.01,0.0,-0.02,0.03
DYNAMATECH,2016-11-15,2016-11-21,2931.15,0.01,2899.55,2898.8,-0.0,-0.0,-0.02,0.02
EICHERMOT,2016-11-15,2016-11-21,20917.56,0.04,20281.2,20361.6,0.0,0.0,-0.07,0.04
TATAMOTORS,2016-11-15,2016-11-21,463.38,0.02,457.4,456.95,-0.0,-0.0,-0.03,0.03
ASTRAZEN,2016-11-15,2016-11-21,948.91,0.01,949.45,950.9,0.0,0.0,-0.01,0.0
IDEA,2016-11-15,2016-11-21,70.81,0.01,71.35,71.1,-0.0,-0.0,-0.01,0.02
EQUITAS,2016-11-15,2016-11-21,154.21,0.03,149.65,150.1,0.0,0.0,-0.05,0.05
ABFRL,2016-11-15,2016-11-21,220.35,0.0,220.35,220.35,0.0,0.0,0.0,0.0
DISHMAN,2016-11-15,2016-11-21,230.97,0.03,228.95,229.0,0.0,0.0,-0.04,0.04
VTL,2016-11-15,2016-11-21,1060.74,0.01,1056.55,1057.4,0.0,0.0,-0.01,0.01
HMVL,2016-11-15,2016-11-21,270.61,0.02,269.9,269.95,0.0,0.0,-0.02,0.02
NIITTECH,2016-11-15,2016-11-21,400.49,0.0,399.25,399.0,-0.0,-0.0,-0.01,0.0
PVR,2016-11-15,2016-11-21,1124.43,0.04,1119.7,1116.9,-0.0,-0.0,-0.06,0.03
POWERGRID,2016-11-15,2016-11-21,188.67,0.02,184.95,185.05,0.0,0.0,-0.04,0.02
HEXAWARE,2016-11-15,2016-11-21,190.99,0.02,187.75,188.05,0.0,0.0,-0.04,0.02
LAOPALA,2016-11-15,2016-11-21,527.5,0.02,521.7,520.7,-0.0,-0.0,-0.03,0.02
VSTIND,2016-11-15,2016-11-21,2310.1,0.03,2297.4,2300.05,0.0,0.0,-0.03,0.05
FINCABLES,2016-11-15,2016-11-21,386.55,0.04,376.8,375.9,-0.0,-0.0,-0.04,0.06
HDFC,2016-11-15,2016-11-21,1240.62,0.02,1225.75,1221.95,-0.0,-0.0,-0.02,0.02
RECLTD,2016-11-15,2016-11-21,127.84,0.03,125.6,126.0,0.0,0.0,-0.05,0.03
FSL,2016-11-15,2016-11-21,34.75,0.0,34.75,34.75,0.0,0.0,0.0,0.0
GSKCONS,2016-11-15,2016-11-21,4955.25,0.01,5000.15,5005.7,0.0,0.0,-0.02,0.01
BALKRISIND,2016-11-15,2016-11-21,973.91,0.03,964.45,962.45,-0.0,-0.0,-0.03,0.03
NATIONALUM,2016-11-15,2016-11-21,49.25,0.02,49.1,49.0,-0.0,-0.0,-0.02,0.02
DBCORP,2016-11-15,2016-11-21,370.98,0.01,369.7,370.6,0.0,0.0,-0.01,0.01
AHLUCONT,2016-11-15,2016-11-21,255.41,0.02,250.25,251.4,0.0,0.0,-0.02,0.04
INDIANB,2016-11-15,2016-11-21,250.72,0.04,250.7,250.05,-0.0,-0.0,-0.05,0.06
KPIT,2016-11-15,2016-11-21,128.24,0.02,126.45,126.5,0.0,0.0,-0.03,0.02
JCHAC,2016-11-15,2016-11-21,1234.6,0.02,1235.7,1232.55,-0.0,-0.0,-0.02,0.04
ONGC,2016-11-15,2016-11-21,411.72,0.01,413.4,414.07,0.0,0.0,-0.01,0.01
NH,2016-11-15,2016-11-21,329.33,0.02,329.7,330.85,0.0,0.0,-0.03,0.03
CESC,2016-11-15,2016-11-21,587.11,0.02,580.4,578.3,-0.0,-0.0,-0.03,0.01
NCC,2016-11-15,2016-11-21,76.29,0.03,75.4,75.1,-0.0,-0.0,-0.05,0.03
SONATSOFTW,2016-11-15,2016-11-21,151.77,0.01,150.15,150.25,0.0,0.0,-0.01,0.02
DCMSHRIRAM,2016-11-15,2016-11-21,203.96,0.03,200.95,199.95,-0.0,-0.0,-0.04,0.03
CARBORUNIV,2016-11-15,2016-11-21,252.36,0.01,251.35,250.1,-0.0,-0.0,-0.02,0.01
KAJARIACER,2016-11-15,2016-11-21,477.44,0.0,479.4,474.45,-0.01,-0.0,-0.01,0.0
BHARTIARTL,2016-11-15,2016-11-21,302.54,0.03,302.65,299.5,-0.01,-0.0,-0.04,0.02
RENUKA,2016-11-15,2016-11-21,13.39,0.02,13.45,13.3,-0.01,-0.0,-0.02,0.02
RAYMOND,2016-11-15,2016-11-21,507.24,0.01,509.3,502.4,-0.01,-0.0,-0.02,0.02
ATUL,2016-11-15,2016-11-21,2039.36,0.02,2026.45,1996.8,-0.01,-0.0,-0.04,0.02
MHRIL,2016-11-15,2016-11-21,414.81,0.02,411.35,405.4,-0.01,-0.0,-0.03,0.02
LINDEINDIA,2016-11-15,2016-11-21,350.12,0.03,344.3,340.45,-0.01,-0.0,-0.03,0.04
OMAXE,2016-11-15,2016-11-21,157.34,0.0,158.2,156.2,-0.01,-0.0,-0.01,0.0
MAYURUNIQ,2016-11-15,2016-11-21,378.68,0.02,376.55,374.3,-0.01,-0.0,-0.02,0.02
PCJEWELLER,2016-11-15,2016-11-21,347.64,0.06,354.95,349.8,-0.01,-0.0,-0.08,0.09
TVTODAY,2016-11-15,2016-11-21,307.54,0.04,299.35,297.8,-0.01,-0.0,-0.06,0.04
PNCINFRA,2016-11-15,2016-11-21,112.46,0.02,111.2,110.55,-0.01,-0.0,-0.03,0.02
MONSANTO,2016-11-15,2016-11-21,2258.34,0.0,2263.55,2247.35,-0.01,-0.0,-0.01,0.0
VIDEOIND,2016-11-15,2016-11-21,103.81,0.0,104.1,103.35,-0.01,-0.0,-0.01,0.0
IGL,2016-11-15,2016-11-21,828.65,0.02,822.8,816.8,-0.01,-0.0,-0.03,0.02
VRLLOG,2016-11-15,2016-11-21,264.76,0.02,267.7,263.8,-0.01,-0.0,-0.02,0.03
ICIL,2016-11-15,2016-11-21,142.7,0.03,142.45,141.4,-0.01,-0.0,-0.04,0.04
INFRATEL,2016-11-15,2016-11-21,359.07,0.02,364.85,359.65,-0.01,-0.0,-0.02,0.02
TVSMOTOR,2016-11-15,2016-11-21,355.1,0.03,347.5,344.65,-0.01,-0.0,-0.05,0.03
INFY,2016-11-15,2016-11-21,925.07,0.01,923.55,911.1,-0.01,-0.0,-0.01,0.02
AVANTIFEED,2016-11-15,2016-11-21,494.41,0.02,492.15,488.55,-0.01,-0.0,-0.02,0.02
AIAENG,2016-11-15,2016-11-21,1229.4,0.02,1235.5,1225.65,-0.01,-0.0,-0.02,0.03
HINDUNILVR,2016-11-15,2016-11-21,805.29,0.01,805.45,797.75,-0.01,-0.0,-0.01,0.0
HINDPETRO,2016-11-15,2016-11-21,446.78,0.03,444.25,441.95,-0.01,-0.0,-0.04,0.04
IPAPPM,2016-11-15,2016-11-21,295.68,0.01,294.45,291.05,-0.01,-0.0,-0.02,0.01
PTC,2016-11-15,2016-11-21,67.98,0.02,67.6,66.8,-0.01,-0.0,-0.03,0.01
PUNJLLOYD,2016-11-15,2016-11-21,19.09,0.02,19.0,18.8,-0.01,-0.0,-0.04,0.02
IPCALAB,2016-11-15,2016-11-21,536.66,0.02,540.55,537.2,-0.01,-0.0,-0.02,0.02
ULTRACEMCO,2016-11-15,2016-11-21,3357.07,0.01,3364.15,3322.3,-0.01,-0.0,-0.02,0.02
MARUTI,2016-11-15,2016-11-21,4900.26,0.02,4846.6,4787.45,-0.01,-0.0,-0.03,0.03
THERMAX,2016-11-15,2016-11-21,845.48,0.01,849.4,839.05,-0.01,-0.0,-0.02,0.01
STAR,2016-11-15,2016-11-21,1030.13,0.01,1034.9,1021.9,-0.01,-0.0,-0.02,0.01
TATAGLOBAL,2016-11-15,2016-11-21,118.53,0.03,117.0,115.65,-0.01,-0.0,-0.04,0.04
SEQUENT,2016-11-15,2016-11-21,112.06,0.06,109.15,107.85,-0.01,-0.0,-0.1,0.04
EXIDEIND,2016-11-15,2016-11-21,175.66,0.03,172.85,170.65,-0.01,-0.0,-0.04,0.03
BRITANNIA,2016-11-15,2016-11-21,2930.46,0.01,2929.35,2894.3,-0.01,-0.0,-0.02,0.02
CARERATING,2016-11-15,2016-11-21,1343.97,0.03,1320.35,1307.45,-0.01,-0.0,-0.03,0.05
SPARC,2016-11-15,2016-11-21,309.35,0.02,309.65,305.4,-0.01,-0.0,-0.03,0.02
BALMLAWRIE,2016-11-15,2016-11-21,818.45,0.02,816.25,810.65,-0.01,-0.0,-0.03,0.03
DEN,2016-11-15,2016-11-21,75.63,0.03,75.95,75.1,-0.01,-0.0,-0.04,0.04
SRTRANSFIN,2016-11-15,2016-11-21,838.99,0.01,837.4,828.55,-0.01,-0.0,-0.02,0.02
SHILPAMED,2016-11-15,2016-11-21,552.95,0.02,550.7,543.0,-0.01,-0.0,-0.04,0.02
TATAPOWER,2016-11-15,2016-11-21,69.75,0.02,69.25,68.6,-0.01,-0.0,-0.02,0.02
SFCL,2016-11-15,2016-11-21,90.3,0.01,89.65,88.95,-0.01,-0.0,-0.02,0.02
TATACOMM,2016-11-15,2016-11-21,604.12,0.01,603.8,597.4,-0.01,-0.0,-0.02,0.01
GATI,2016-11-15,2016-11-21,119.75,0.01,119.35,118.0,-0.01,-0.0,-0.02,0.02
BATAINDIA,2016-11-15,2016-11-21,424.93,0.01,424.2,419.2,-0.01,-0.0,-0.01,0.01
SHK,2016-11-15,2016-11-21,285.88,0.03,280.45,278.85,-0.01,-0.0,-0.03,0.05
SIMPLEXINF,2016-11-15,2016-11-21,307.44,0.04,298.4,295.9,-0.01,-0.0,-0.05,0.06
BEL,2016-11-15,2016-11-21,1299.29,0.01,1289.3,1278.15,-0.01,-0.0,-0.02,0.01
GESHIP,2016-11-15,2016-11-21,354.98,0.02,359.5,355.5,-0.01,-0.0,-0.03,0.02
WIPRO,2016-11-15,2016-11-21,442.12,0.01,447.95,441.8,-0.01,-0.0,-0.02,0.01
BIOCON,2016-11-15,2016-11-21,867.61,0.02,861.75,851.95,-0.01,-0.0,-0.02,0.01
RTNPOWER,2016-11-15,2016-11-21,7.04,0.03,7.0,6.9,-0.01,-0.0,-0.05,0.02
CIPLA,2016-11-15,2016-11-21,546.46,0.02,552.4,545.1,-0.01,-0.0,-0.03,0.01
POLARIS,2016-11-15,2016-11-21,164.19,0.01,165.2,162.05,-0.02,-0.0,-0.02,0.01
SOLARINDS,2016-11-15,2016-11-21,666.07,0.02,666.2,651.15,-0.02,-0.01,-0.04,0.02
ADANIPOWER,2016-11-15,2016-11-21,24.26,0.02,24.35,23.9,-0.02,-0.0,-0.03,0.02
TRIDENT,2016-11-15,2016-11-21,50.78,0.02,50.75,49.85,-0.02,-0.0,-0.04,0.02
TECHNO,2016-11-15,2016-11-21,295.24,0.01,296.85,291.8,-0.02,-0.0,-0.02,0.01
INDOCO,2016-11-15,2016-11-21,287.11,0.02,288.85,282.5,-0.02,-0.01,-0.04,0.02
INDHOTEL,2016-11-15,2016-11-21,91.98,0.02,92.8,90.7,-0.02,-0.01,-0.04,0.02
PIDILITIND,2016-11-15,2016-11-21,615.27,0.01,617.1,604.25,-0.02,-0.01,-0.02,0.01
SIEMENS,2016-11-15,2016-11-21,1108.14,0.02,1103.55,1080.95,-0.02,-0.01,-0.03,0.01
TIMKEN,2016-11-15,2016-11-21,540.53,0.04,532.4,522.45,-0.02,-0.0,-0.06,0.04
ABB,2016-11-15,2016-11-21,1056.34,0.01,1071.55,1049.6,-0.02,-0.01,-0.02,0.0
WELSPUNIND,2016-11-15,2016-11-21,60.77,0.03,62.0,60.95,-0.02,-0.0,-0.04,0.05
ALKEM,2016-11-15,2016-11-21,1634.82,0.01,1648.65,1617.7,-0.02,-0.0,-0.02,0.01
OBEROIRLTY,2016-11-15,2016-11-21,273.55,0.05,267.9,261.65,-0.02,-0.01,-0.05,0.07
WABCOINDIA,2016-11-15,2016-11-21,5064.64,0.01,5098.85,5008.3,-0.02,-0.0,-0.02,0.01
THOMASCOOK,2016-11-15,2016-11-21,192.21,0.01,193.45,189.35,-0.02,-0.01,-0.02,0.01
ICRA,2016-11-15,2016-11-21,3967.73,0.01,3996.0,3903.7,-0.02,-0.01,-0.01,0.0
PAGEIND,2016-11-15,2016-11-21,12992.44,0.01,13055.4,12743.5,-0.02,-0.01,-0.02,0.0
SANOFI,2016-11-15,2016-11-21,4191.38,0.01,4239.55,4175.95,-0.02,-0.0,-0.02,0.01
BPCL,2016-11-15,2016-11-21,637.93,0.01,643.6,633.85,-0.02,-0.0,-0.01,0.01
LT,2016-11-15,2016-11-21,1367.04,0.01,1370.3,1347.9,-0.02,-0.0,-0.02,0.0
SADBHAV,2016-11-15,2016-11-21,279.26,0.01,279.65,274.7,-0.02,-0.0,-0.03,0.01
FORTIS,2016-11-15,2016-11-21,160.84,0.01,161.6,158.05,-0.02,-0.01,-0.01,0.01
BLUESTARCO,2016-11-15,2016-11-21,462.56,0.02,471.1,461.8,-0.02,-0.0,-0.03,0.02
MOTHERSUMI,2016-11-15,2016-11-21,289.54,0.03,285.9,280.25,-0.02,-0.0,-0.04,0.03
GSFC,2016-11-15,2016-11-21,83.01,0.01,83.35,81.4,-0.02,-0.01,-0.02,0.01
HCLTECH,2016-11-15,2016-11-21,765.39,0.01,770.75,758.35,-0.02,-0.0,-0.02,0.0
RELINFRA,2016-11-15,2016-11-21,454.18,0.01,458.2,449.85,-0.02,-0.0,-0.01,0.01
MOIL,2016-11-15,2016-11-21,316.16,0.04,309.95,304.1,-0.02,-0.0,-0.03,0.06
ESSELPACK,2016-11-15,2016-11-21,231.23,0.01,230.45,227.0,-0.02,-0.0,-0.02,0.01
WHIRLPOOL,2016-11-15,2016-11-21,907.07,0.02,926.55,905.3,-0.02,-0.01,-0.04,0.02
BALLARPUR,2016-11-15,2016-11-21,14.77,0.04,14.8,14.5,-0.02,-0.01,-0.04,0.05
BAJAJCORP,2016-11-15,2016-11-21,382.11,0.02,387.95,378.6,-0.02,-0.01,-0.03,0.02
HTMEDIA,2016-11-15,2016-11-21,73.86,0.01,74.95,73.2,-0.02,-0.01,-0.03,0.0
AARTIIND,2016-11-15,2016-11-21,694.98,0.02,691.45,680.55,-0.02,-0.0,-0.03,0.01
SUVEN,2016-11-15,2016-11-21,169.42,0.01,171.2,166.5,-0.03,-0.01,-0.02,0.01
CHAMBLFERT,2016-11-15,2016-11-21,56.92,0.03,58.3,56.85,-0.03,-0.01,-0.05,0.03
APLLTD,2016-11-15,2016-11-21,612.72,0.02,631.55,610.2,-0.03,-0.01,-0.03,0.01
LUPIN,2016-11-15,2016-11-21,1415.5,0.01,1440.95,1398.25,-0.03,-0.01,-0.02,0.0
JPPOWER,2016-11-15,2016-11-21,3.99,0.02,4.0,3.9,-0.03,-0.01,-0.04,0.01
SUPRAJIT,2016-11-15,2016-11-21,185.94,0.02,185.85,180.9,-0.03,-0.01,-0.04,0.01
KOLTEPATIL,2016-11-15,2016-11-21,91.01,0.04,91.2,88.9,-0.03,-0.01,-0.05,0.05
TUBEINVEST,2016-11-15,2016-11-21,585.71,0.02,587.2,570.2,-0.03,-0.01,-0.03,0.01
JSWHL,2016-11-15,2016-11-21,1282.65,0.01,1298.05,1256.0,-0.03,-0.01,-0.02,0.01
KOTAKBANK,2016-11-15,2016-11-21,775.66,0.01,789.55,762.7,-0.03,-0.01,-0.02,0.01
BOMDYEING,2016-11-15,2016-11-21,42.92,0.02,43.2,42.0,-0.03,-0.01,-0.04,0.01
ABAN,2016-11-15,2016-11-21,209.23,0.02,209.1,202.8,-0.03,-0.01,-0.03,0.02
SYNGENE,2016-11-15,2016-11-21,532.32,0.02,540.45,522.7,-0.03,-0.01,-0.02,0.02
APOLLOTYRE,2016-11-15,2016-11-21,185.46,0.02,186.75,181.55,-0.03,-0.01,-0.04,0.02
KANSAINER,2016-11-15,2016-11-21,315.38,0.02,313.25,305.1,-0.03,-0.01,-0.05,0.02
KSBPUMPS,2016-11-15,2016-11-21,585.16,0.02,587.0,567.55,-0.03,-0.01,-0.04,0.01
UNICHEMLAB,2016-11-15,2016-11-21,257.9,0.02,259.35,251.95,-0.03,-0.01,-0.04,0.01
JISLJALEQS,2016-11-15,2016-11-21,87.29,0.03,86.45,83.8,-0.03,-0.01,-0.06,0.02
CANBK,2016-11-15,2016-11-21,318.7,0.03,316.05,307.1,-0.03,-0.01,-0.06,0.01
GMRINFRA,2016-11-15,2016-11-21,11.23,0.02,11.35,11.0,-0.03,-0.01,-0.04,0.01
ORISSAMINE,2016-11-15,2016-11-21,2024.57,0.01,2042.6,1983.05,-0.03,-0.01,-0.02,-0.0
IIFL,2016-11-15,2016-11-21,251.04,0.03,252.05,243.55,-0.03,-0.01,-0.05,0.02
TIDEWATER,2016-11-15,2016-11-21,5636.36,0.01,5700.0,5510.5,-0.03,-0.01,-0.02,0.0
HONAUT,2016-11-15,2016-11-21,8460.23,0.01,8594.45,8328.55,-0.03,-0.01,-0.02,0.01
RAIN,2016-11-15,2016-11-21,45.95,0.03,46.4,45.05,-0.03,-0.01,-0.04,0.03
FAGBEARING,2016-11-15,2016-11-21,4150.35,0.01,4205.1,4071.15,-0.03,-0.01,-0.02,0.0
FDC,2016-11-15,2016-11-21,214.48,0.03,215.35,209.4,-0.03,-0.01,-0.04,0.03
RCF,2016-11-15,2016-11-21,41.86,0.02,42.1,40.75,-0.03,-0.01,-0.04,0.01
FLFL,2016-11-15,2016-11-21,115.82,0.04,119.85,116.0,-0.03,-0.01,-0.06,0.04
