Symbol,Start_Date,End_Date,Mean_Price,Volatility,Start_Price,End_Price,nday_Return,Mean_log_Return,Min_Day_Change,Max_Day_Change
ABAN,2017-01-02,2017-01-06,242.84,0.02,230.7,246.75,0.07,0.02,-0.01,0.04
ANANTRAJ,2017-01-02,2017-01-06,44.21,0.04,41.2,44.0,0.07,0.02,-0.04,0.08
DALMIABHA,2017-01-02,2017-01-06,1542.34,0.04,1453.75,1538.2,0.06,0.01,-0.02,0.07
BGRENERGY,2017-01-02,2017-01-06,121.21,0.03,115.45,122.75,0.06,0.02,-0.02,0.06
REPCOHOME,2017-01-02,2017-01-06,581.28,0.01,564.9,602.25,0.06,0.02,0.0,0.03
SOBHA,2017-01-02,2017-01-06,259.78,0.0,252.15,266.5,0.06,0.01,0.01,0.02
WOCKPHARMA,2017-01-02,2017-01-06,676.54,0.02,666.4,710.9,0.06,0.02,-0.0,0.05
SWANENERGY,2017-01-02,2017-01-06,163.53,0.03,160.55,170.7,0.06,0.02,-0.02,0.06
DLF,2017-01-02,2017-01-06,123.29,0.02,118.7,126.55,0.06,0.02,-0.0,0.05
UNICHEMLAB,2017-01-02,2017-01-06,265.27,0.01,259.9,274.9,0.06,0.01,0.0,0.03
EIDPARRY,2017-01-02,2017-01-06,271.47,0.02,264.55,280.9,0.06,0.01,-0.01,0.05
EMAMILTD,2017-01-02,2017-01-06,1025.49,0.03,972.4,1031.25,0.06,0.01,-0.02,0.06
SUNDRMFAST,2017-01-02,2017-01-06,297.24,0.03,287.65,304.1,0.06,0.01,-0.02,0.07
IOC,2017-01-02,2017-01-06,342.91,0.03,327.45,346.35,0.06,0.01,-0.02,0.05
TITAN,2017-01-02,2017-01-06,351.0,0.02,333.95,355.2,0.06,0.02,-0.01,0.04
SUNTV,2017-01-02,2017-01-06,522.67,0.02,501.6,532.05,0.06,0.01,-0.0,0.04
NMDC,2017-01-02,2017-01-06,132.72,0.01,128.2,135.95,0.06,0.01,0.01,0.03
RAMCOSYS,2017-01-02,2017-01-06,367.21,0.04,349.4,372.55,0.06,0.02,-0.03,0.09
GMDCLTD,2017-01-02,2017-01-06,96.52,0.03,93.05,98.95,0.06,0.02,-0.02,0.06
INDIANB,2017-01-02,2017-01-06,226.8,0.01,222.6,234.15,0.05,0.01,0.01,0.03
IDFC,2017-01-02,2017-01-06,55.54,0.02,54.25,56.85,0.05,0.01,-0.0,0.04
SMLISUZU,2017-01-02,2017-01-06,1168.53,0.02,1125.1,1184.55,0.05,0.01,-0.02,0.03
IRB,2017-01-02,2017-01-06,209.02,0.01,204.15,214.1,0.05,0.01,0.0,0.03
ONGC,2017-01-02,2017-01-06,196.35,0.01,192.25,202.55,0.05,0.01,0.0,0.02
ORISSAMINE,2017-01-02,2017-01-06,2312.8,0.03,2306.95,2426.6,0.05,0.01,-0.02,0.06
PCJEWELLER,2017-01-02,2017-01-06,399.84,0.02,390.5,411.55,0.05,0.01,-0.0,0.05
VINATIORGA,2017-01-02,2017-01-06,608.25,0.02,596.45,626.4,0.05,0.01,-0.0,0.05
GSFC,2017-01-02,2017-01-06,102.2,0.02,99.0,103.8,0.05,0.01,-0.02,0.03
SCI,2017-01-02,2017-01-06,62.95,0.03,60.3,63.65,0.05,0.01,-0.03,0.05
IBREALEST,2017-01-02,2017-01-06,78.22,0.03,75.8,79.7,0.05,0.01,-0.01,0.05
DELTACORP,2017-01-02,2017-01-06,119.27,0.02,116.15,122.7,0.05,0.01,-0.01,0.04
MRF,2017-01-02,2017-01-06,50630.34,0.01,49084.4,51579.2,0.05,0.01,-0.0,0.03
8KMILES,2017-01-02,2017-01-06,703.26,0.02,674.2,710.25,0.05,0.01,-0.01,0.05
SRTRANSFIN,2017-01-02,2017-01-06,906.37,0.01,884.4,927.85,0.05,0.01,0.0,0.02
FLFL,2017-01-02,2017-01-06,136.23,0.03,133.8,141.05,0.05,0.01,-0.02,0.06
FORTIS,2017-01-02,2017-01-06,187.09,0.02,182.4,190.9,0.05,0.01,-0.02,0.03
HAVELLS,2017-01-02,2017-01-06,351.24,0.01,341.85,360.8,0.05,0.01,0.0,0.02
CAPF,2017-01-02,2017-01-06,595.33,0.02,571.85,602.1,0.05,0.01,-0.01,0.03
TORNTPHARM,2017-01-02,2017-01-06,1346.67,0.01,1310.75,1375.9,0.05,0.01,0.01,0.02
GESHIP,2017-01-02,2017-01-06,375.95,0.0,366.4,384.8,0.05,0.01,0.01,0.02
JSWENERGY,2017-01-02,2017-01-06,62.17,0.03,62.25,65.3,0.05,0.01,-0.03,0.06
TVSMOTOR,2017-01-02,2017-01-06,378.44,0.01,367.65,387.1,0.05,0.01,-0.01,0.03
KESORAMIND,2017-01-02,2017-01-06,137.58,0.03,130.8,137.95,0.05,0.01,-0.02,0.05
SOUTHBANK,2017-01-02,2017-01-06,20.11,0.01,19.65,20.6,0.05,0.01,0.01,0.02
INDUSINDBK,2017-01-02,2017-01-06,1111.96,0.01,1087.45,1144.05,0.05,0.01,-0.0,0.02
PRISMCEM,2017-01-02,2017-01-06,83.35,0.02,79.85,84.2,0.05,0.01,-0.0,0.04
ASHOKLEY,2017-01-02,2017-01-06,83.03,0.01,81.0,85.3,0.05,0.01,0.0,0.03
PEL,2017-01-02,2017-01-06,1621.53,0.02,1594.3,1678.8,0.05,0.01,-0.01,0.04
BATAINDIA,2017-01-02,2017-01-06,463.26,0.01,447.15,472.25,0.05,0.01,0.0,0.04
RPOWER,2017-01-02,2017-01-06,42.7,0.01,41.9,43.9,0.05,0.01,0.0,0.02
VRLLOG,2017-01-02,2017-01-06,265.04,0.01,258.8,271.4,0.05,0.01,-0.0,0.02
PTC,2017-01-02,2017-01-06,75.52,0.03,73.8,77.6,0.05,0.01,-0.01,0.06
APARINDS,2017-01-02,2017-01-06,615.22,0.06,581.8,613.1,0.05,0.01,-0.06,0.1
SHARDACROP,2017-01-02,2017-01-06,475.41,0.03,452.4,474.1,0.05,0.01,-0.02,0.06
WELSPUNIND,2017-01-02,2017-01-06,69.73,0.02,66.7,70.15,0.05,0.01,-0.01,0.04
SUZLON,2017-01-02,2017-01-06,14.61,0.03,14.05,14.65,0.04,0.01,-0.03,0.05
KPRMILL,2016-11-22,2016-11-28,1116.43,0.03,1081.85,1129.9,0.04,0.01,-0.02,0.04
GMRINFRA,2017-01-02,2017-01-06,12.46,0.02,12.05,12.5,0.04,0.01,-0.02,0.04
BAJAJELEC,2017-01-02,2017-01-06,227.14,0.02,221.05,229.1,0.04,0.01,-0.02,0.03
KRBL,2017-01-02,2017-01-06,309.57,0.02,300.35,312.05,0.04,0.01,-0.01,0.04
GRANULES,2017-01-02,2017-01-06,110.78,0.02,108.2,112.25,0.04,0.01,-0.01,0.03
CANFINHOME,2017-01-02,2017-01-06,1675.9,0.0,1650.5,1712.5,0.04,0.01,0.0,0.01
PUNJLLOYD,2017-01-02,2017-01-06,19.65,0.02,19.1,19.9,0.04,0.01,-0.02,0.04
BAJAJHLDNG,2017-01-02,2017-01-06,1851.83,0.01,1825.65,1891.8,0.04,0.01,-0.0,0.02
LITL,2017-01-02,2017-01-06,3.84,0.02,3.7,3.85,0.04,0.01,-0.01,0.04
FINCABLES,2017-01-02,2017-01-06,413.45,0.01,404.4,421.8,0.04,0.01,0.0,0.02
TVTODAY,2017-01-02,2017-01-06,278.68,0.04,265.65,275.7,0.04,0.01,-0.03,0.08
MANAPPURAM,2017-01-02,2017-01-06,70.75,0.03,68.95,71.65,0.04,0.01,-0.04,0.05
WELCORP,2017-01-02,2017-01-06,77.46,0.01,75.95,79.2,0.04,0.01,0.0,0.03
LAOPALA,2017-01-02,2017-01-06,464.28,0.02,450.1,468.5,0.04,0.01,-0.01,0.04
SHK,2017-01-02,2017-01-06,317.65,0.05,306.45,317.6,0.04,0.01,-0.04,0.09
KANSAINER,2017-01-02,2017-01-06,333.83,0.02,324.5,337.75,0.04,0.01,-0.02,0.03
INDOCO,2017-01-02,2017-01-06,267.38,0.01,262.85,272.9,0.04,0.01,-0.0,0.02
RUCHISOYA,2017-01-02,2017-01-06,19.84,0.01,19.3,20.1,0.04,0.01,-0.01,0.02
IPAPPM,2017-01-02,2017-01-06,303.65,0.01,296.05,307.7,0.04,0.01,0.0,0.03
ADANIPORTS,2017-01-02,2017-01-06,279.24,0.02,273.8,286.05,0.04,0.01,-0.01,0.04
JINDALSTEL,2017-01-02,2017-01-06,72.2,0.03,70.35,73.55,0.04,0.01,-0.03,0.06
JISLJALEQS,2017-01-02,2017-01-06,91.62,0.02,88.75,91.95,0.04,0.01,-0.01,0.03
ALBK,2017-01-02,2017-01-06,62.34,0.01,60.9,63.3,0.04,0.01,-0.0,0.02
HINDPETRO,2017-01-02,2017-01-06,462.98,0.02,450.0,466.7,0.04,0.01,-0.01,0.03
TAKE,2017-01-02,2017-01-06,139.94,0.02,135.65,141.2,0.04,0.01,-0.01,0.04
THOMASCOOK,2017-01-02,2017-01-06,189.22,0.02,187.15,193.95,0.04,0.01,-0.01,0.04
AMARAJABAT,2017-01-02,2017-01-06,907.5,0.01,896.6,930.4,0.04,0.01,-0.01,0.02
GVKPIL,2017-01-02,2017-01-06,5.71,0.04,5.55,5.75,0.04,0.01,-0.02,0.07
JPPOWER,2017-01-02,2017-01-06,4.13,0.03,4.0,4.15,0.04,0.01,-0.04,0.04
APLAPOLLO,2017-01-02,2017-01-06,935.87,0.0,919.7,953.1,0.04,0.01,0.0,0.02
JSWSTEEL,2016-12-28,2017-01-03,1618.25,0.0,1585.15,1644.55,0.04,0.01,0.0,0.02
JSWHL,2017-01-02,2017-01-06,1390.93,0.01,1358.7,1413.3,0.04,0.01,-0.01,0.02
SCHNEIDER,2017-01-02,2017-01-06,144.23,0.03,137.9,143.75,0.04,0.01,-0.02,0.07
DENABANK,2017-01-02,2017-01-06,33.66,0.01,33.05,34.3,0.04,0.01,-0.0,0.03
VIJAYABANK,2017-01-02,2017-01-06,47.91,0.03,47.0,49.05,0.04,0.01,-0.02,0.05
BIRLACORPN,2017-01-02,2017-01-06,678.97,0.01,670.35,700.5,0.04,0.01,-0.0,0.03
SIEMENS,2017-01-02,2017-01-06,1131.25,0.01,1120.0,1164.15,0.04,0.01,-0.01,0.02
DCBBANK,2017-01-02,2017-01-06,112.14,0.01,109.4,113.95,0.04,0.01,0.0,0.02
DHANUKA,2017-01-02,2017-01-06,764.34,0.01,746.45,775.45,0.04,0.01,-0.0,0.02
VEDL,2017-01-02,2017-01-06,223.13,0.02,220.95,230.6,0.04,0.01,-0.01,0.05
BBTC,2017-01-02,2017-01-06,530.71,0.01,524.4,544.75,0.04,0.01,-0.0,0.02
COROMANDEL,2017-01-02,2017-01-06,306.49,0.01,302.35,313.5,0.04,0.01,-0.01,0.03
CERA,2017-01-02,2017-01-06,2044.68,0.01,1998.7,2079.85,0.04,0.01,0.0,0.02
PFC,2017-01-02,2017-01-06,126.16,0.02,124.0,129.45,0.04,0.01,-0.01,0.04
OIL,2017-01-02,2017-01-06,462.49,0.01,455.25,475.1,0.04,0.01,-0.0,0.02
NAVINFLUOR,2017-01-02,2017-01-06,2566.62,0.01,2518.05,2610.5,0.04,0.01,-0.0,0.02
BPCL,2017-01-02,2017-01-06,656.81,0.01,640.5,664.85,0.04,0.01,-0.01,0.03
BERGEPAINT,2017-01-02,2017-01-06,214.61,0.01,211.55,219.45,0.04,0.01,-0.0,0.03
TNPL,2017-01-02,2017-01-06,341.26,0.01,332.2,342.7,0.03,0.01,-0.01,0.03
BHEL,2017-01-02,2017-01-06,125.75,0.01,122.5,126.4,0.03,0.01,-0.01,0.02
IPCALAB,2017-01-02,2017-01-06,540.44,0.02,529.55,544.65,0.03,0.01,-0.01,0.04
BHUSANSTL,2017-01-02,2017-01-06,41.5,0.01,40.85,41.95,0.03,0.01,-0.01,0.02
VIPIND,2017-01-02,2017-01-06,121.93,0.03,118.3,122.0,0.03,0.01,-0.02,0.04
CIPLA,2017-01-02,2017-01-06,574.12,0.01,566.0,582.85,0.03,0.01,-0.01,0.02
UNIONBANK,2017-01-02,2017-01-06,126.88,0.01,125.55,129.15,0.03,0.01,-0.01,0.02
RECLTD,2017-01-02,2017-01-06,126.28,0.01,124.55,128.5,0.03,0.01,-0.01,0.02
SYMPHONY,2017-01-02,2017-01-06,1168.94,0.01,1152.65,1192.55,0.03,0.01,-0.0,0.02
NETWORK18,2017-01-02,2017-01-06,34.88,0.01,33.95,35.1,0.03,0.01,-0.02,0.02
CANBK,2017-01-02,2017-01-06,265.57,0.01,262.45,270.35,0.03,0.01,-0.0,0.01
AMTEKAUTO,2017-01-02,2017-01-06,33.86,0.0,33.3,34.45,0.03,0.01,0.0,0.02
TV18BRDCST,2017-01-02,2017-01-06,37.51,0.01,36.85,38.0,0.03,0.01,0.0,0.01
HDIL,2017-01-02,2017-01-06,62.7,0.01,61.7,63.4,0.03,0.01,-0.0,0.01
ALOKTEXT,2017-01-02,2017-01-06,3.54,0.03,3.45,3.55,0.03,0.01,-0.03,0.04
JMFINANCIL,2017-01-02,2017-01-06,69.17,0.01,67.7,69.55,0.03,0.01,-0.01,0.02
SYNGENE,2017-01-02,2017-01-06,578.75,0.01,566.95,582.55,0.03,0.01,-0.0,0.02
WHIRLPOOL,2017-01-02,2017-01-06,926.03,0.02,894.05,920.4,0.03,0.01,-0.02,0.04
PFS,2017-01-02,2017-01-06,38.58,0.01,37.75,38.95,0.03,0.01,-0.01,0.02
RELINFRA,2017-01-02,2017-01-06,484.7,0.01,478.7,492.7,0.03,0.01,-0.0,0.02
TATASTEEL,2017-01-02,2017-01-06,410.87,0.02,406.75,419.55,0.03,0.01,-0.01,0.03
HMVL,2017-01-02,2017-01-06,270.19,0.01,266.5,273.4,0.03,0.01,-0.0,0.01
IDBI,2017-01-02,2017-01-06,70.23,0.01,69.0,71.1,0.03,0.01,-0.0,0.02
HTMEDIA,2017-01-02,2017-01-06,74.74,0.02,73.3,75.6,0.03,0.01,-0.01,0.03
ZEEL,2017-01-02,2017-01-06,460.46,0.02,451.6,463.1,0.03,0.01,-0.02,0.03
JETAIRWAYS,2017-01-02,2017-01-06,368.7,0.01,362.9,372.25,0.03,0.01,-0.0,0.02
SOLARINDS,2017-01-02,2017-01-06,704.87,0.02,680.6,702.15,0.03,0.01,-0.02,0.05
BHARTIARTL,2017-01-02,2017-01-06,314.04,0.02,311.0,319.75,0.03,0.01,-0.02,0.03
CROMPGREAV,2017-01-02,2017-01-06,61.12,0.01,59.95,61.75,0.03,0.01,-0.0,0.01
CAIRN,2017-01-02,2017-01-06,249.41,0.02,247.0,255.7,0.03,0.01,-0.01,0.04
MAHINDCIE,2017-01-02,2017-01-06,184.7,0.01,182.75,188.75,0.03,0.01,-0.0,0.03
DISHMAN,2017-01-02,2017-01-06,226.76,0.02,220.45,227.8,0.03,0.01,-0.02,0.04
MARICO,2017-01-02,2017-01-06,258.05,0.01,253.8,260.4,0.03,0.01,-0.0,0.02
EROSMEDIA,2017-01-02,2017-01-06,169.6,0.02,164.15,169.85,0.03,0.01,-0.02,0.03
TATAMTRDVR,2017-01-02,2017-01-06,313.77,0.02,308.55,318.7,0.03,0.01,-0.01,0.04
MARUTI,2017-01-02,2017-01-06,5545.41,0.01,5466.0,5615.55,0.03,0.01,-0.0,0.02
STAR,2017-01-02,2017-01-06,1076.82,0.02,1068.45,1098.85,0.03,0.01,-0.02,0.02
MUTHOOTFIN,2017-01-02,2017-01-06,289.34,0.01,285.2,295.15,0.03,0.01,0.0,0.02
PRAJIND,2017-01-02,2017-01-06,83.98,0.02,81.75,83.9,0.03,0.01,-0.01,0.03
POWERGRID,2017-01-02,2017-01-06,187.62,0.02,183.65,188.8,0.03,0.01,-0.01,0.02
BALRAMCHIN,2017-01-02,2017-01-06,130.84,0.02,130.25,134.6,0.03,0.01,-0.02,0.04
SREINFRA,2017-01-02,2017-01-06,79.25,0.02,78.05,80.6,0.03,0.01,-0.02,0.02
BANKBARODA,2017-01-02,2017-01-06,149.94,0.01,148.9,153.25,0.03,0.01,-0.0,0.02
BANKINDIA,2017-01-02,2017-01-06,108.72,0.01,107.45,110.55,0.03,0.01,-0.01,0.02
UBL,2017-01-02,2017-01-06,794.02,0.01,775.05,801.35,0.03,0.01,-0.01,0.02
SAIL,2017-01-02,2017-01-06,51.33,0.02,50.5,52.0,0.03,0.01,-0.02,0.03
KEC,2017-01-02,2017-01-06,143.35,0.01,139.5,144.1,0.03,0.01,-0.01,0.02
BEL,2017-01-02,2017-01-06,1412.85,0.02,1365.5,1411.65,0.03,0.01,-0.01,0.04
PERSISTENT,2017-01-02,2017-01-06,636.54,0.01,622.85,639.9,0.03,0.01,-0.01,0.03
NAVKARCORP,2017-01-02,2017-01-06,170.65,0.01,167.6,173.3,0.03,0.01,-0.01,0.03
INFRATEL,2017-01-02,2017-01-06,348.48,0.02,344.2,354.25,0.03,0.01,-0.01,0.03
DBCORP,2017-01-02,2017-01-06,369.58,0.01,360.75,373.2,0.03,0.01,-0.01,0.03
BHARATFIN,2017-01-02,2017-01-06,622.44,0.02,602.25,621.65,0.03,0.01,-0.03,0.03
KTKBANK,2017-01-02,2017-01-06,115.56,0.01,113.45,116.5,0.03,0.01,-0.01,0.02
ASIANPAINT,2017-01-02,2017-01-06,910.77,0.01,904.65,929.5,0.03,0.01,-0.01,0.01
RAMCOCEM,2017-01-02,2017-01-06,571.6,0.01,558.25,577.75,0.03,0.01,0.0,0.02
TATASPONGE,2017-01-02,2017-01-06,589.81,0.01,576.65,595.2,0.03,0.01,-0.01,0.02
PNB,2017-01-02,2017-01-06,117.12,0.02,115.6,119.05,0.03,0.01,-0.02,0.02
ORIENTBANK,2017-01-02,2017-01-06,108.29,0.01,106.8,110.2,0.03,0.01,-0.01,0.03
IOB,2017-01-02,2017-01-06,24.39,0.01,24.15,24.55,0.02,0.0,-0.0,0.01
INTELLECT,2017-01-02,2017-01-06,143.86,0.01,142.5,146.0,0.02,0.01,-0.01,0.02
TATAMOTORS,2017-01-02,2017-01-06,490.94,0.02,487.05,497.75,0.02,0.01,-0.01,0.03
RIIL,2017-01-02,2017-01-06,397.28,0.01,391.25,400.65,0.02,0.01,-0.0,0.02
POLARIS,2017-01-02,2017-01-06,154.04,0.01,152.0,155.1,0.02,0.01,-0.01,0.02
JBFIND,2017-01-02,2017-01-06,213.41,0.01,211.35,214.9,0.02,0.0,-0.01,0.02
RENUKA,2017-01-02,2017-01-06,14.83,0.01,14.7,14.95,0.02,0.0,-0.0,0.02
NLCINDIA,2017-01-02,2017-01-06,79.18,0.01,77.95,79.9,0.02,0.01,-0.0,0.01
PIDILITIND,2017-01-02,2017-01-06,608.92,0.0,604.5,614.7,0.02,0.0,0.0,0.01
NHPC,2017-01-02,2017-01-06,27.25,0.01,26.8,27.25,0.02,0.0,-0.01,0.02
RELCAPITAL,2017-01-02,2017-01-06,443.65,0.0,439.9,447.8,0.02,0.0,0.0,0.01
KITEX,2017-01-02,2017-01-06,410.26,0.01,407.05,414.5,0.02,0.0,-0.0,0.02
PVR,2017-01-02,2017-01-06,1173.13,0.01,1155.45,1179.75,0.02,0.01,-0.01,0.01
KWALITY,2017-01-02,2017-01-06,129.86,0.02,126.85,129.5,0.02,0.01,-0.01,0.03
LALPATHLAB,2017-01-02,2017-01-06,1093.46,0.01,1088.65,1115.8,0.02,0.01,-0.02,0.01
PIIND,2017-01-02,2017-01-06,832.0,0.0,826.85,841.5,0.02,0.0,0.0,0.01
LT,2017-01-02,2017-01-06,1377.33,0.0,1359.6,1390.95,0.02,0.01,-0.0,0.01
SUNDARMFIN,2017-01-02,2017-01-06,1180.44,0.01,1173.3,1201.0,0.02,0.01,-0.01,0.01
PRESTIGE,2017-01-02,2017-01-06,171.07,0.01,169.0,172.3,0.02,0.0,-0.01,0.01
REDINGTON,2017-01-02,2017-01-06,96.12,0.01,94.5,95.95,0.02,0.0,-0.02,0.02
3MINDIA,2017-01-02,2017-01-06,11036.92,0.02,11056.5,11305.0,0.02,0.01,-0.01,0.03
INFIBEAM,2017-01-02,2017-01-06,1185.94,0.01,1170.35,1197.2,0.02,0.01,-0.0,0.02
GSKCONS,2017-01-02,2017-01-06,5099.5,0.01,5072.15,5149.1,0.02,0.0,-0.0,0.02
GODREJIND,2017-01-02,2017-01-06,435.56,0.01,433.35,442.55,0.02,0.01,-0.0,0.02
GODFRYPHLP,2017-01-02,2017-01-06,1038.63,0.02,1014.1,1034.05,0.02,0.0,-0.02,0.03
GAIL,2017-01-02,2017-01-06,440.29,0.01,435.15,442.55,0.02,0.0,-0.0,0.01
FINPIPE,2017-01-02,2017-01-06,442.38,0.01,438.75,446.75,0.02,0.0,-0.01,0.01
FEDERALBNK,2017-01-02,2017-01-06,66.53,0.01,66.05,67.2,0.02,0.0,-0.01,0.03
EXIDEIND,2017-01-02,2017-01-06,183.78,0.01,183.05,186.5,0.02,0.0,-0.0,0.01
ESCORTS,2017-01-02,2017-01-06,325.3,0.02,320.75,328.25,0.02,0.01,-0.02,0.03
UFLEX,2017-01-02,2017-01-06,279.72,0.02,275.1,279.35,0.02,0.0,-0.02,0.02
INDIGO,2017-01-02,2017-01-06,833.65,0.01,822.35,840.8,0.02,0.01,-0.0,0.03
DBREALTY,2017-01-02,2017-01-06,38.39,0.02,37.6,38.4,0.02,0.01,-0.03,0.02
CONCOR,2017-01-02,2017-01-06,1162.24,0.02,1141.05,1167.75,0.02,0.01,-0.02,0.03
COALINDIA,2017-01-02,2017-01-06,305.2,0.01,300.05,306.2,0.02,0.01,-0.01,0.02
CENTURYPLY,2017-01-02,2017-01-06,175.67,0.01,172.15,176.5,0.02,0.01,-0.02,0.02
BLUESTARCO,2017-01-02,2017-01-06,489.19,0.01,481.7,492.0,0.02,0.01,-0.0,0.02
VOLTAS,2017-01-02,2017-01-06,335.56,0.02,328.4,336.45,0.02,0.01,-0.02,0.03
AXISBANK,2017-01-02,2017-01-06,453.87,0.01,447.75,455.2,0.02,0.0,-0.01,0.02
AUROPHARMA,2017-01-02,2017-01-06,678.66,0.01,675.5,692.4,0.02,0.01,-0.01,0.03
ARVIND,2017-01-02,2017-01-06,359.55,0.02,352.15,360.9,0.02,0.01,-0.01,0.02
APOLLOTYRE,2017-01-02,2017-01-06,187.0,0.01,185.85,188.9,0.02,0.0,-0.01,0.01
ALKEM,2017-01-02,2017-01-06,1653.32,0.01,1622.25,1659.9,0.02,0.01,-0.0,0.02
ADANIENT,2017-01-02,2017-01-06,77.82,0.01,76.95,78.65,0.02,0.01,-0.01,0.02
GPPL,2017-01-02,2017-01-06,132.47,0.01,131.25,134.55,0.02,0.01,-0.02,0.02
DRREDDY,2017-01-02,2017-01-06,3108.5,0.01,3083.4,3159.15,0.02,0.01,-0.0,0.01
HONAUT,2017-01-02,2017-01-06,9189.9,0.0,9063.2,9288.8,0.02,0.01,0.0,0.01
HINDZINC,2017-01-02,2017-01-06,259.33,0.03,259.55,264.5,0.02,0.0,-0.03,0.04
INDIACEM,2017-01-02,2017-01-06,123.7,0.01,122.65,125.4,0.02,0.01,-0.0,0.03
IGARASHI,2017-01-02,2017-01-06,725.56,0.01,711.65,727.05,0.02,0.01,-0.01,0.02
TIDEWATER,2017-01-02,2017-01-06,5650.18,0.0,5610.65,5720.0,0.02,0.0,0.0,0.01
ICICIBANK,2017-01-02,2017-01-06,254.57,0.01,251.95,258.15,0.02,0.01,-0.01,0.02
TEXRAIL,2017-01-02,2017-01-06,113.37,0.02,111.25,113.0,0.02,0.0,-0.01,0.04
TATAPOWER,2017-01-02,2017-01-06,76.16,0.0,75.4,77.1,0.02,0.01,0.0,0.01
HFCL,2017-01-02,2017-01-06,13.06,0.01,12.9,13.2,0.02,0.01,-0.0,0.02
JKTYRE,2017-01-02,2017-01-06,116.27,0.0,115.8,116.4,0.01,0.0,-0.0,0.01
CEATLTD,2017-01-02,2017-01-06,1188.78,0.01,1180.15,1197.45,0.01,0.0,-0.01,0.01
