,Stock_Name,Stock_Symbol
0,Cords Cable Ind,CORDSCABLE
1,Diamond Power,DIAPOWER
2,KEI Industries,KEI
3,Nicco Corp,NICCO
4,Universal Cable,UNIVCABLES
