,Stock_Name,Stock_Symbol
0,Bhansali Eng,BEPL
1,DCW,DCW
2,Finolex Ind,FINPIPE
3,Goa Carbon,GOACARBON
4,INEOS Styro,INEOSSTYRO
5,Manali Petro,MANALIPETC
6,NOCIL,NOCIL
7,Supreme Petro,SUPPETRO
