,Stock_Name,Stock_Symbol
0,Bajaj Corp,BAJAJCORP
1,Colgate,COLPAL
2,Dabur India,DABUR
3,Emami,EMAMILTD
4,Gillette India,GILLETTE
5,Godrej Consumer,GODREJCP
6,Godrej Ind,GODREJIND
7,HUL,HINDUNILVR
8,JHS Svendgaard,JHS
9,Jyothy Labs,JYOTHYLAB
10,Marico,MARICO
11,P and G,PGHH
