,Stock_Name,Stock_Symbol
0,Ballarpur Ind,BALLARPUR
1,Genus Paper,GENUSPAPER
2,Intl Paper APPM,IPAPPM
3,JK Paper,JKPAPER
4,Magnum Ventures,MAGNUM
5,Pudumjee Ind,PDUMJEIND
6,Pudumjee Paper ,PDMJEPAPER
7,Pudumjee Pulp,PDUMJEPULP
8,Rainbow Papers,RAINBOWPAP
9,Ruchira Papers,RUCHIRA
10,Servalakshmi,SERVALL
11,Seshasayee Pape,SESHAPAPER
12,Shree Rama News,RAMANEWS
13,Shreyans Ind,SHREYANIND
14,Star Paper,STARPAPER
15,Tamil Newsprint,TNPL
16,West Coast Pap,WSTCSTPAPR
