,Stock_Name,Stock_Symbol
0,Bata India,BATAINDIA
1,Bhartiya Inter,BIL
2,Liberty Shoes,LIBERTSHOE
3,Mirza Intl,MIRZAINT
4,Relaxo Footwear,RELAXO
5,Sreeleathers,SREEL
