,Stock_Name,Stock_Symbol
0,Aban Offshore,ABAN
1,Alphageo,ALPHAGEO
2,Cairn India,CAIRN
3,Deep Industries,DEEPIND
4,Dolphin Offshor,DOLPHINOFF
5,GAIL,GAIL
6,Guj State Petro,GSPL
7,Gujarat Gas,GUJGASLTD
8,HOEC,HINDOILEXP
9,IGL,IGL
10,Jindal Drilling,JINDRILL
11,Oil India,OIL
12,ONGC,ONGC
13,Petronet LNG,PETRONET
14,Selan Explore,SELAN
15,SVOGL Oil Gas,SVOGL
