Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-04-16,MANAKALUCO,EQ,12.05,9.65,10.95,9.65,10.0,10.0,10.1,17538.0,177000.0,73.0,15803.0,0.9011
2015-04-17,MANAKALUCO,EQ,10.0,8.65,12.0,8.65,10.25,10.6,11.05,22989.0,254000.0,147.0,16888.0,0.7346
2015-04-20,MANAKALUCO,EQ,10.6,10.0,10.45,8.5,8.5,8.55,9.01,26071.0,235000.0,88.0,18463.0,0.7082
2015-04-21,MANAKALUCO,EQ,8.55,8.0,10.0,8.0,8.8,8.8,9.09,19429.0,177000.0,87.0,14575.0,0.7502
2015-04-22,MANAKALUCO,EQ,8.8,9.05,10.55,9.05,9.55,9.6,10.33,21696.0,224000.0,55.0,17205.0,0.793
2015-04-23,MANAKALUCO,EQ,9.6,9.05,10.0,7.9,8.5,8.3,8.74,20052.0,175000.0,67.0,18955.0,0.9453
2015-04-24,MANAKALUCO,EQ,8.3,8.5,8.9,7.9,8.25,8.25,8.16,11896.0,97000.0,40.0,9312.0,0.7828
2015-04-27,MANAKALUCO,EQ,8.25,7.75,8.65,7.3,8.25,8.4,7.91,5345.0,42000.0,17.0,5343.0,0.9996
2015-04-28,MANAKALUCO,EQ,8.4,8.0,9.35,7.3,8.05,8.15,8.26,25109.0,207000.0,56.0,16357.0,0.6514
2015-04-29,MANAKALUCO,EQ,8.15,8.95,9.75,8.1,9.0,8.95,9.4,17031.0,160000.0,50.0,13600.0,0.7985
2015-04-30,MANAKALUCO,EQ,8.95,8.75,8.95,7.75,8.45,7.8,8.41,25274.0,213000.0,60.0,25216.0,0.9977
2015-05-04,MANAKALUCO,EQ,7.8,8.45,8.95,7.35,8.7,7.6,8.12,4685.0,38000.0,33.0,3598.0,0.768
2015-05-05,MANAKALUCO,EQ,7.6,7.45,8.5,7.25,8.3,7.9,8.08,1977.0,16000.0,23.0,1528.0,0.7729
2015-05-06,MANAKALUCO,EQ,7.9,8.0,8.0,6.6,7.35,6.75,6.87,19017.0,131000.0,59.0,15330.0,0.8061
2015-05-07,MANAKALUCO,EQ,6.75,7.0,7.3,6.1,6.25,6.2,6.4,13668.0,87000.0,28.0,12468.0,0.9122
2015-05-08,MANAKALUCO,EQ,6.2,6.8,6.8,6.0,6.0,6.0,6.26,12868.0,81000.0,40.0,11508.0,0.8943
2015-05-11,MANAKALUCO,EQ,6.0,6.5,6.5,5.4,5.7,5.7,5.6,13546.0,76000.0,42.0,10450.0,0.7714
2015-05-12,MANAKALUCO,EQ,5.7,5.5,5.55,5.45,5.45,5.45,5.47,18423.0,101000.0,22.0,14523.0,0.7883
