Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
1996-01-01,NALCO,EQ,18.9,19.0,19.0,18.95,,19.0,18.99,1500.0,28000.0,,,
1996-01-02,NALCO,EQ,19.0,19.75,19.75,19.05,,19.05,19.38,2100.0,41000.0,,,
1996-01-03,NALCO,EQ,19.05,19.5,20.0,19.3,,19.95,19.59,1400.0,27000.0,,,
1996-01-04,NALCO,EQ,19.95,20.0,20.0,19.6,,19.75,19.78,3400.0,67000.0,,,
1996-01-05,NALCO,EQ,19.75,19.0,19.95,19.0,,19.75,19.73,1500.0,30000.0,,,
1996-01-08,NALCO,EQ,19.75,19.75,19.5,18.75,,18.8,19.19,3700.0,71000.0,,,
1996-01-09,NALCO,EQ,18.8,18.75,19.1,18.6,,19.0,18.79,2900.0,54000.0,,,
1996-01-10,NALCO,EQ,19.0,19.25,19.4,19.25,,19.25,19.25,22600.0,435000.0,,,
1996-01-11,NALCO,EQ,19.25,19.25,19.9,19.25,,19.6,19.52,1700.0,33000.0,,,
1996-01-12,NALCO,EQ,19.6,19.5,19.5,19.5,,19.5,19.5,100.0,2000.0,,,
1996-01-15,NALCO,EQ,19.5,19.5,19.5,19.25,,19.45,19.45,1300.0,25000.0,,,
1996-01-16,NALCO,EQ,19.45,20.6,20.6,19.3,,19.3,19.49,3300.0,64000.0,,,
1996-01-17,NALCO,EQ,19.3,19.45,19.5,19.25,,19.25,19.38,1500.0,29000.0,,,
1996-01-18,NALCO,EQ,19.25,19.25,19.25,18.4,,18.4,18.91,2000.0,38000.0,,,
1996-01-19,NALCO,EQ,18.4,18.4,19.25,18.4,,18.75,18.77,800.0,15000.0,,,
1996-01-22,NALCO,EQ,18.75,18.15,18.3,18.1,,18.1,18.17,900.0,16000.0,,,
1996-01-23,NALCO,EQ,18.1,18.3,18.3,17.6,,17.6,18.14,1100.0,20000.0,,,
1996-01-24,NALCO,EQ,17.6,17.5,17.75,17.5,,17.65,17.63,1500.0,26000.0,,,
1996-01-25,NALCO,EQ,17.65,17.5,17.5,17.4,,17.4,17.47,1000.0,17000.0,,,
1996-01-29,NALCO,EQ,17.4,17.0,17.5,17.0,,17.5,17.27,4300.0,74000.0,,,
1996-01-30,NALCO,EQ,17.5,18.0,18.0,17.4,,17.4,17.56,1500.0,26000.0,,,
1996-01-31,NALCO,EQ,17.4,17.6,18.0,17.6,,17.8,17.85,1200.0,21000.0,,,
1996-02-01,NALCO,EQ,17.8,17.8,18.25,17.8,,17.85,18.03,2200.0,40000.0,,,
1996-02-02,NALCO,EQ,17.85,18.0,18.25,18.0,,18.0,18.06,4800.0,87000.0,,,
1996-02-05,NALCO,EQ,18.0,18.5,19.0,18.25,,18.75,18.64,4800.0,89000.0,,,
1996-02-06,NALCO,EQ,18.75,19.0,20.0,18.75,,19.0,19.1,15600.0,298000.0,,,
1996-02-07,NALCO,EQ,19.0,18.75,20.0,18.75,,19.25,19.4,509400.0,9880000.0,,,
1996-02-08,NALCO,EQ,19.25,19.75,21.15,19.4,,20.75,20.4,15700.0,320000.0,,,
1996-02-09,NALCO,EQ,20.75,20.5,21.95,19.35,,21.95,20.85,27000.0,563000.0,,,
1996-02-12,NALCO,EQ,21.95,21.5,22.45,20.6,,21.75,21.65,54500.0,1180000.0,,,
1996-02-13,NALCO,EQ,21.75,21.75,22.5,21.55,,22.1,21.91,13100.0,287000.0,,,
1996-02-14,NALCO,EQ,22.1,22.1,24.35,22.5,,24.15,23.82,16400.0,391000.0,,,
1996-02-15,NALCO,EQ,24.15,24.15,25.2,23.25,,24.8,24.96,72900.0,1820000.0,,,
1996-02-16,NALCO,EQ,24.8,24.8,24.25,22.5,,23.5,23.17,11000.0,255000.0,,,
1996-02-19,NALCO,EQ,23.5,22.5,24.0,22.5,,23.9,23.26,13500.0,314000.0,,,
1996-02-20,NALCO,EQ,23.9,23.9,24.0,23.05,,24.0,23.72,31600.0,750000.0,,,
1996-02-22,NALCO,EQ,24.0,24.0,24.75,23.75,,24.25,24.23,120600.0,2923000.0,,,
1996-02-23,NALCO,EQ,24.25,24.25,25.75,24.75,,25.5,25.34,24200.0,613000.0,,,
1996-02-26,NALCO,EQ,25.5,25.5,27.0,25.75,,26.4,26.32,40200.0,1058000.0,,,
1996-02-27,NALCO,EQ,26.4,26.4,26.5,25.55,,26.45,26.17,28000.0,733000.0,,,
1996-02-28,NALCO,EQ,26.45,26.45,27.0,26.25,,26.3,26.41,46200.0,1220000.0,,,
1996-02-29,NALCO,EQ,26.3,26.3,25.9,24.5,,25.4,25.3,35600.0,901000.0,,,
1996-03-01,NALCO,EQ,25.4,25.4,25.25,24.25,,25.1,25.11,46400.0,1165000.0,,,
1996-03-04,NALCO,EQ,25.1,25.1,25.5,24.0,,24.4,24.41,19000.0,464000.0,,,
1996-03-06,NALCO,EQ,24.4,24.4,25.7,24.9,,25.35,25.15,16400.0,412000.0,,,
1996-03-07,NALCO,EQ,25.35,25.35,26.0,25.35,,26.0,25.81,27700.0,715000.0,,,
1996-03-08,NALCO,EQ,26.0,26.0,26.25,25.95,,26.0,26.0,39300.0,1022000.0,,,
1996-03-11,NALCO,EQ,26.0,26.0,26.0,25.55,,25.7,25.66,15400.0,395000.0,,,
1996-03-12,NALCO,EQ,25.7,25.7,26.0,25.55,,25.95,25.75,20200.0,520000.0,,,
1996-03-13,NALCO,EQ,25.95,25.9,25.9,25.5,,25.55,25.55,1700.0,43000.0,,,
1996-03-14,NALCO,EQ,25.55,25.95,26.0,25.35,,25.9,25.89,110400.0,2858000.0,,,
1996-03-15,NALCO,EQ,25.9,25.45,25.75,25.25,,25.25,25.45,4200.0,107000.0,,,
1996-03-18,NALCO,EQ,25.25,24.25,24.25,23.3,,23.4,24.02,3500.0,84000.0,,,
1996-03-19,NALCO,EQ,23.4,23.4,23.95,22.2,,23.3,22.56,13800.0,311000.0,,,
1996-03-21,NALCO,EQ,23.3,23.3,24.45,23.25,,23.45,23.79,7500.0,178000.0,,,
