Date,index,Open,High,Low,Close,Volume,Adj Close,SMA20,SMA50,SMA200,BBAND,MACD,MACD_Signal,MACD_Hist,OBV,MFI,RSI,ADX,WILLR,DAILY_RETURN,OC_DAILY_RETURN
2003-05-12,212,32.3,33.0,32.1,32.75,170600,15.79,33.14,30.218,27.06425,-0.33718957355,0.771199573293,0.984815689122,-0.213616115829,1521700,62.9242277017,52.5742673069,24.2966561632,-58.4,-0.00455927051672,0.0317208564631
2003-05-13,213,32.5,34.1,31.95,33.6,1240900,16.2,33.13,30.328,27.15325,0.22403924672,0.753766954733,0.938605942244,-0.184838987511,2762600,64.2726387896,56.5093561551,23.1906494601,-44.8,0.0259541984733,0.0161414296695
2003-05-14,214,33.5,35.0,33.5,34.7,1421300,16.73,33.1925,30.462,27.24775,0.431023643426,0.819268271192,0.914738408034,-0.0954701368421,4183900,59.8861189595,61.0172288662,22.6248641892,-9.90099009901,0.0327380952381,0.0317700453858
2003-05-15,215,35.0,35.0,34.0,34.0,193400,16.392,33.2725,30.586,27.339125,0.142636524623,0.805410120027,0.892872750432,-0.0874626304049,3990500,64.9056142797,56.970397607,22.0994921519,-23.7623762376,-0.0201729106628,0.0117302052786
2003-05-16,216,34.65,35.1,33.1,34.2,442000,16.489,33.3425,30.723,27.432375,0.133747652613,0.801328547235,0.874563909793,-0.0732353625581,4432500,63.5032196334,57.8309417579,20.9867888107,-19.801980198,0.00588235294118,-0.00217391304348
2003-05-19,217,34.65,34.7,34.0,34.05,323200,16.417,33.3725,30.863,27.525625,-0.0421907962847,0.777032972571,0.855057722349,-0.0780247497773,4109300,63.4143769906,56.9116508721,19.9535642796,-22.7722772277,-0.00438596491228,-0.00217864923747
2003-05-20,218,34.9,34.95,34.1,34.75,406700,16.754,33.4175,31.017,27.621375,0.318759836956,0.804983357407,0.84504284936,-0.0400594919535,4516000,63.9086250466,60.0992602883,19.1534921491,-8.91089108911,0.0205580029369,0.0138282387191
2003-05-21,219,34.95,35.5,34.55,34.8,701100,16.778,33.4725,31.173,27.719125,0.318339494096,0.821696811538,0.840373641796,-0.0186768302577,5217100,59.702938085,60.3250366282,18.759373841,-13.0841121495,0.00143884892086,0.00143575017947
2003-05-22,220,35.45,35.5,34.5,35.0,406500,16.875,33.5525,31.333,27.817875,0.29893953386,0.841381747834,0.840575263003,0.000806484830785,5623600,54.8377490539,61.2690970223,18.3511009544,-9.34579439252,0.00574712643678,0.0100358422939
2003-05-23,221,35.1,35.2,34.75,35.0,1731800,16.875,33.685,31.491,27.91675,0.199918417292,0.847216022735,0.84190341495,0.00531260778514,5623600,48.5043653474,61.2690970223,17.9719904168,-9.34579439252,0.0,-0.00496806245564
2003-05-26,222,35.0,38.4,35.0,37.35,1016600,18.008,33.985,31.697,28.025125,0.49734790213,1.02959653985,0.879442039929,0.150154499919,6640200,66.2717233964,70.7527476978,19.3525718059,-12.7272727273,0.0671428571429,0.0320970042796
2003-05-27,223,37.8,39.8,36.45,36.6,1813700,17.646,34.215,31.888,28.1325,0.206203805533,1.10092490465,0.923738612874,0.177186291779,4826500,73.8341351194,65.2605432503,21.1547779698,-33.1606217617,-0.0200803212851,0.0283344851417
2003-05-28,224,37.75,38.0,36.9,37.45,357700,18.056,34.4875,32.096,28.244375,0.269427953312,1.2120690662,0.981404703539,0.230664362661,5184200,71.9681925384,68.2670120268,22.8282551221,-24.3523316062,0.0232240437158,0.010752688172
2003-05-29,225,38.0,40.3,38.0,39.2,1872700,18.9,34.7575,32.343,28.364875,0.382249622089,1.42493621196,1.07011100522,0.354825206734,7056900,77.9658355767,73.3757621967,25.0995169642,-13.1736526946,0.0467289719626,0.0265957446809
2003-05-30,226,39.9,39.9,37.2,38.1,606800,18.369,34.9575,32.565,28.480375,0.103277855866,1.4877245887,1.15363372192,0.334090866778,6450100,73.6762449227,66.1651472985,26.5064779666,-26.3473053892,-0.0280612244898,0.0103626943005
2003-06-02,227,38.75,39.7,37.3,39.1,592400,18.851,35.225,32.805,28.600875,0.255533296196,1.59973571476,1.24285412049,0.356881594273,7042500,72.5662159,69.1346447327,27.8129417546,-16.6666666667,0.0262467191601,-0.00192307692308
2003-06-03,228,39.9,41.8,39.9,41.45,1900800,19.984,35.605,33.054,28.733125,0.439361990369,1.85672750054,1.3656287965,0.491098704042,8943300,74.2927737962,74.744241308,29.6654225411,-4.02298850575,0.0601023017903,0.0449582530507
