,Start_Date,End_Date,Mean_Price,Volatility,Start_Price,End_Price,Pct_Change,Min_Day_Change,Max_Day_Change
BAJAJELEC,2016-11-08,2017-01-03,218.42,7.87,245.4,226.4,-7.74,-5.08,5.87
EROSMEDIA,2016-11-08,2017-01-03,167.48,8.73,183.55,169.0,-7.93,-6.58,5.49
BOMDYEING,2016-11-08,2017-01-03,46.3,2.15,53.15,48.9,-8.0,-8.94,4.03
GUJFLUORO,2016-11-08,2017-01-03,485.85,14.72,521.45,479.7,-8.01,-5.58,5.33
ASTRAL,2016-11-08,2017-01-03,399.26,12.0,427.35,392.9,-8.06,-5.43,3.78
APLLTD,2016-11-08,2017-01-03,628.24,17.58,655.6,602.0,-8.18,-3.4,3.56
COLPAL,2016-11-08,2017-01-03,919.42,21.31,979.1,898.3,-8.25,-3.61,2.24
SREINFRA,2016-11-08,2017-01-03,77.1,3.77,87.2,79.95,-8.31,-9.78,5.33
LAKSHVILAS,2016-11-08,2017-01-03,144.6,5.34,152.9,140.15,-8.34,-12.8,7.11
OBEROIRLTY,2016-11-08,2017-01-03,294.32,16.67,338.7,310.2,-8.41,-11.04,7.6
GULFOILLUB,2016-11-08,2017-01-03,680.25,35.02,751.05,687.7,-8.43,-6.69,6.05
PUNJLLOYD,2016-11-08,2017-01-03,19.53,0.71,21.15,19.35,-8.51,-5.71,3.71
IRB,2016-11-08,2017-01-03,194.1,9.19,225.55,206.0,-8.67,-9.81,4.16
CEATLTD,2016-11-08,2017-01-03,1218.49,57.71,1308.8,1193.5,-8.81,-4.39,5.13
PVR,2016-11-08,2017-01-03,1116.88,49.99,1284.6,1170.25,-8.9,-5.69,5.08
SKFINDIA,2016-11-08,2017-01-03,1289.3,60.2,1418.45,1291.35,-8.96,-3.98,2.31
INDUSINDBK,2016-11-08,2017-01-03,1094.75,43.04,1211.0,1100.6,-9.12,-8.32,2.77
SYMPHONY,2016-11-08,2017-01-03,1205.77,36.76,1285.7,1166.55,-9.27,-5.75,2.72
ZEEL,2016-11-08,2017-01-03,453.75,18.39,505.2,458.3,-9.28,-5.94,4.81
WONDERLA,2016-11-08,2017-01-03,339.68,13.57,374.6,339.75,-9.3,-5.45,4.67
TVSSRICHAK,2016-11-08,2017-01-03,3349.34,165.47,3739.55,3389.7,-9.36,-7.21,5.94
GSPL,2016-11-08,2017-01-03,147.27,7.11,154.65,140.1,-9.41,-5.93,2.93
HFCL,2016-11-08,2017-01-03,12.6,0.55,14.25,12.9,-9.47,-5.91,10.31
LALPATHLAB,2016-11-08,2017-01-03,1118.76,60.65,1184.5,1072.2,-9.48,-6.54,6.04
HTMEDIA,2016-11-08,2017-01-03,73.35,2.68,81.65,73.85,-9.55,-4.28,3.84
SUNDRMFAST,2016-11-08,2017-01-03,290.11,13.18,324.5,293.4,-9.58,-6.52,6.03
8KMILES,2016-11-08,2017-01-03,678.54,39.46,783.45,707.8,-9.66,-5.82,7.83
SCI,2016-11-08,2017-01-03,60.02,2.76,67.5,60.95,-9.7,-7.99,3.89
ANDHRABANK,2016-11-08,2017-01-03,50.98,2.33,53.0,47.85,-9.72,-4.23,8.65
PNCINFRA,2016-11-08,2017-01-03,108.81,4.43,115.9,104.6,-9.75,-3.91,3.71
FAGBEARING,2016-11-08,2017-01-03,4023.18,157.72,4349.4,3920.75,-9.86,-2.43,2.61
THERMAX,2016-11-08,2017-01-03,816.91,38.04,853.85,769.15,-9.92,-3.74,4.28
MHRIL,2016-11-08,2017-01-03,404.3,12.31,448.85,403.95,-10.0,-3.75,2.52
EIHOTEL,2016-11-08,2017-01-03,100.12,3.76,107.8,96.95,-10.06,-3.25,3.59
BLUESTARCO,2016-11-08,2017-01-03,474.1,22.98,544.8,489.9,-10.08,-7.61,3.76
BAJFINANCE,2016-11-08,2017-01-03,862.51,44.11,983.7,884.0,-10.14,-7.65,10.4
ICICIBANK,2016-11-08,2017-01-03,261.75,9.41,283.2,254.4,-10.17,-5.54,3.96
GMDCLTD,2016-11-08,2017-01-03,97.82,5.02,105.35,94.6,-10.2,-4.85,5.19
EDELWEISS,2016-11-08,2017-01-03,95.77,5.77,111.25,99.85,-10.25,-10.08,7.49
AHLUCONT,2016-11-08,2017-01-03,256.41,9.86,286.0,256.65,-10.26,-8.62,5.06
INOXWIND,2016-11-08,2017-01-03,190.27,9.54,208.0,186.6,-10.29,-5.62,5.67
GATI,2016-11-08,2017-01-03,118.54,5.23,133.6,119.55,-10.52,-4.63,3.05
GODREJPROP,2016-11-08,2017-01-03,306.78,14.06,359.15,321.2,-10.57,-5.49,3.46
JISLJALEQS,2016-11-08,2017-01-03,87.99,4.85,102.2,91.35,-10.62,-11.83,4.96
SNOWMAN,2016-11-08,2017-01-03,52.2,2.58,61.25,54.7,-10.69,-4.19,5.8
SMLISUZU,2016-11-08,2017-01-03,1096.91,66.81,1284.7,1146.95,-10.72,-8.41,4.37
CANBK,2016-11-08,2017-01-03,299.64,18.94,296.65,264.8,-10.74,-5.88,6.84
TATAMTRDVR,2016-11-08,2017-01-03,301.1,15.06,345.55,308.4,-10.75,-9.62,4.48
ACC,2016-11-08,2017-01-03,1334.44,49.25,1507.9,1343.55,-10.9,-4.71,1.72
ARVIND,2016-11-08,2017-01-03,348.78,16.32,404.35,360.25,-10.91,-11.08,5.78
TATAMOTORS,2016-11-08,2017-01-03,469.96,23.51,540.2,481.1,-10.94,-9.84,3.64
ALBK,2016-11-08,2017-01-03,66.8,4.35,70.05,62.35,-10.99,-4.9,8.93
AUROPHARMA,2016-11-08,2017-01-03,709.71,38.3,755.65,672.2,-11.04,-4.96,4.37
GSKCONS,2016-11-08,2017-01-03,5088.28,186.19,5713.8,5080.25,-11.09,-6.44,2.67
AKZOINDIA,2016-11-08,2017-01-03,1430.71,53.7,1613.75,1434.7,-11.1,-3.28,2.67
COFFEEDAY,2016-11-08,2017-01-03,203.47,7.38,223.8,198.95,-11.1,-4.0,2.77
SRF,2016-11-08,2017-01-03,1537.4,77.8,1743.9,1550.2,-11.11,-5.64,5.37
ANANTRAJ,2016-11-08,2017-01-03,39.83,3.17,50.15,44.55,-11.17,-12.36,8.13
TV18BRDCST,2016-11-08,2017-01-03,37.57,1.49,41.95,37.25,-11.2,-6.39,3.66
CASTROLIND,2016-11-08,2017-01-03,391.88,18.43,434.4,385.7,-11.21,-3.37,3.39
BRITANNIA,2016-11-08,2017-01-03,2956.29,97.3,3235.55,2872.25,-11.23,-4.87,3.01
JUBLFOOD,2016-11-08,2017-01-03,865.95,39.74,977.65,867.65,-11.25,-5.64,4.08
KANSAINER,2016-11-08,2017-01-03,332.57,13.99,372.65,330.65,-11.27,-8.26,5.14
JUSTDIAL,2016-11-08,2017-01-03,370.96,22.29,394.15,349.15,-11.42,-4.94,4.64
HEROMOTOCO,2016-11-08,2017-01-03,3089.09,118.71,3372.45,2986.55,-11.44,-5.41,2.73
INDIGO,2016-11-08,2017-01-03,853.12,33.74,927.05,819.85,-11.56,-5.68,3.22
ASHOKLEY,2016-11-08,2017-01-03,79.52,4.06,91.75,81.05,-11.66,-5.38,3.35
SIMPLEXINF,2016-11-08,2017-01-03,292.63,15.51,321.25,283.65,-11.7,-4.43,8.24
JPINFRATEC,2016-11-08,2017-01-03,7.41,0.29,8.5,7.5,-11.76,-10.59,5.56
EMAMILTD,2016-11-08,2017-01-03,1043.62,57.28,1170.0,1030.6,-11.91,-7.2,5.99
BLUEDART,2016-11-08,2017-01-03,4589.03,227.59,5089.65,4479.4,-11.99,-2.42,4.98
AMBUJACEM,2016-11-08,2017-01-03,207.51,10.15,244.65,215.2,-12.04,-5.66,4.02
VIPIND,2016-11-08,2017-01-03,120.33,5.64,140.15,123.2,-12.09,-9.04,4.45
BRIGADE,2016-11-08,2017-01-03,155.11,5.7,174.9,153.6,-12.18,-5.66,5.67
AMARAJABAT,2016-11-08,2017-01-03,916.97,35.25,1014.35,889.7,-12.29,-9.11,6.75
PIDILITIND,2016-11-08,2017-01-03,620.26,26.06,691.4,606.4,-12.29,-6.43,2.73
KOTAKBANK,2016-11-08,2017-01-03,746.71,33.45,811.8,711.75,-12.32,-3.19,1.95
EQUITAS,2016-11-08,2017-01-03,154.39,7.24,170.35,149.35,-12.33,-7.54,5.31
CUB,2016-11-08,2017-01-03,135.24,6.21,151.6,132.35,-12.7,-6.25,5.0
RELCAPITAL,2016-11-08,2017-01-03,439.58,20.04,506.95,442.35,-12.74,-6.08,4.42
HDFC,2016-11-08,2017-01-03,1254.61,35.11,1391.35,1214.0,-12.75,-4.24,2.42
AEGISCHEM,2016-11-08,2017-01-03,141.54,7.05,151.75,132.35,-12.78,-5.03,3.04
UBL,2016-11-08,2017-01-03,833.18,40.57,903.45,787.45,-12.84,-3.54,2.51
BHEL,2016-11-08,2017-01-03,127.14,6.17,143.2,124.8,-12.85,-4.02,2.06
EVEREADY,2016-11-08,2017-01-03,220.26,11.04,252.8,220.05,-12.95,-4.0,6.1
MARKSANS,2016-11-08,2017-01-03,42.87,2.35,47.0,40.9,-12.98,-8.9,3.09
HAVELLS,2016-11-08,2017-01-03,335.76,17.04,394.3,342.85,-13.05,-7.79,6.56
GREENPLY,2016-11-08,2017-01-03,258.82,9.74,285.25,247.85,-13.11,-5.9,6.61
BERGEPAINT,2016-11-08,2017-01-03,210.43,15.41,245.75,213.45,-13.14,-8.16,7.55
RAYMOND,2016-11-08,2017-01-03,505.48,31.36,605.95,526.1,-13.18,-7.27,6.47
SOUTHBANK,2016-11-08,2017-01-03,21.13,1.16,22.95,19.9,-13.29,-5.74,6.22
CHOLAFIN,2016-11-08,2017-01-03,937.69,60.41,1108.2,959.05,-13.46,-5.97,7.63
RTNPOWER,2016-11-08,2017-01-03,7.14,0.35,8.15,7.05,-13.5,-6.67,3.62
NAVKARCORP,2016-11-08,2017-01-03,174.49,8.62,197.35,170.35,-13.68,-7.17,3.33
IDFC,2016-11-08,2017-01-03,56.02,2.99,63.15,54.5,-13.7,-5.0,6.6
PAGEIND,2016-11-08,2017-01-03,13500.03,773.82,15983.2,13790.8,-13.72,-7.92,6.49
RUCHISOYA,2016-11-08,2017-01-03,19.86,0.9,22.85,19.7,-13.79,-5.69,3.71
NETWORK18,2016-11-08,2017-01-03,36.45,2.34,40.2,34.55,-14.05,-4.62,8.96
DEN,2016-11-08,2017-01-03,68.63,4.86,78.0,67.0,-14.1,-7.37,16.3
CENTURYTEX,2016-11-08,2017-01-03,787.12,49.81,977.3,839.5,-14.1,-9.62,6.12
FEDERALBNK,2016-11-08,2017-01-03,69.75,3.78,77.1,66.15,-14.2,-5.84,5.38
WHIRLPOOL,2016-11-08,2017-01-03,912.75,46.13,1086.2,931.85,-14.21,-7.3,6.77
DCBBANK,2016-11-08,2017-01-03,109.02,5.22,130.0,111.5,-14.23,-13.56,3.91
THOMASCOOK,2016-11-08,2017-01-03,190.59,8.39,215.95,185.2,-14.24,-7.9,3.67
SUNDARMFIN,2016-11-08,2017-01-03,1215.58,59.25,1361.3,1167.4,-14.24,-3.23,4.68
BIRLACORPN,2016-11-08,2017-01-03,663.21,43.63,779.15,667.35,-14.35,-6.02,6.3
TVTODAY,2016-11-08,2017-01-03,292.77,24.85,336.1,287.8,-14.37,-9.77,8.34
SUNTECK,2016-11-08,2017-01-03,208.06,19.34,275.35,235.15,-14.6,-19.76,8.73
CAPF,2016-11-08,2017-01-03,549.74,38.18,689.35,588.4,-14.64,-14.39,8.63
3MINDIA,2016-11-08,2017-01-03,11254.7,744.53,12797.2,10917.2,-14.69,-7.95,2.67
MCLEODRUSS,2016-11-08,2017-01-03,148.23,5.62,163.6,139.35,-14.82,-5.38,2.59
CONCOR,2016-11-08,2017-01-03,1167.74,87.63,1383.05,1176.8,-14.91,-5.07,5.1
INDHOTEL,2016-11-08,2017-01-03,98.55,4.48,114.45,97.15,-15.12,-6.1,4.47
ASIANPAINT,2016-11-08,2017-01-03,921.92,44.22,1057.0,896.6,-15.18,-7.43,5.04
IIFL,2016-11-08,2017-01-03,263.95,11.77,310.35,262.35,-15.47,-9.3,4.21
SRTRANSFIN,2016-11-08,2017-01-03,869.64,54.02,1056.45,892.95,-15.48,-8.73,4.87
MAHLIFE,2016-11-08,2017-01-03,365.02,18.09,422.65,356.8,-15.58,-6.48,5.59
KESORAMIND,2016-11-08,2017-01-03,133.88,8.9,163.15,137.7,-15.6,-7.99,6.11
IBULHSGFIN,2016-11-08,2017-01-03,683.67,39.57,786.1,662.25,-15.75,-8.22,5.31
BAJAJHLDNG,2016-11-08,2017-01-03,1964.03,118.76,2187.05,1840.75,-15.83,-5.47,6.12
LAOPALA,2016-11-08,2017-01-03,507.33,29.46,558.9,469.95,-15.92,-4.61,4.41
ULTRACEMCO,2016-11-08,2017-01-03,3415.69,208.15,3958.95,3326.7,-15.97,-7.43,3.73
IDFCBANK,2016-11-08,2017-01-03,66.41,4.94,72.3,60.75,-15.98,-4.87,8.72
GVKPIL,2016-11-08,2017-01-03,5.68,0.3,6.55,5.5,-16.03,-4.84,5.5
PNB,2016-11-08,2017-01-03,132.85,12.46,140.6,118.05,-16.04,-8.88,12.03
OIL,2016-11-08,2017-01-03,541.93,54.96,546.13,458.45,-16.05,-25.18,2.84
DBREALTY,2016-11-08,2017-01-03,39.23,1.87,45.6,38.05,-16.56,-11.95,5.85
JETAIRWAYS,2016-11-08,2017-01-03,370.98,26.51,437.2,364.15,-16.71,-10.74,6.47
SHREECEM,2016-11-08,2017-01-03,14722.46,804.08,16963.1,14128.5,-16.71,-6.56,6.34
HDIL,2016-11-08,2017-01-03,60.1,3.39,74.5,61.95,-16.85,-16.85,7.44
SHOPERSTOP,2016-11-08,2017-01-03,301.94,18.42,355.55,295.45,-16.9,-5.85,4.01
DLF,2016-11-08,2017-01-03,114.22,5.84,143.35,119.05,-16.95,-17.27,6.55
GPPL,2016-11-08,2017-01-03,139.17,7.99,161.05,133.4,-17.17,-6.5,5.47
WOCKPHARMA,2016-11-08,2017-01-03,698.71,43.71,804.6,666.35,-17.18,-5.2,3.01
JINDALPOLY,2016-11-08,2017-01-03,347.83,22.84,403.95,333.25,-17.5,-5.23,7.21
JPASSOCIAT,2016-11-08,2017-01-03,7.88,0.59,9.95,8.2,-17.59,-8.04,8.05
MAYURUNIQ,2016-11-08,2017-01-03,366.6,23.86,417.4,343.35,-17.74,-9.94,2.44
AMTEKAUTO,2016-11-08,2017-01-03,36.08,2.82,40.9,33.6,-17.85,-5.87,10.89
JKTYRE,2016-11-08,2017-01-03,119.15,8.58,142.15,116.55,-18.01,-9.74,5.6
PRISMCEM,2016-11-08,2017-01-03,86.5,5.82,101.7,83.35,-18.04,-13.9,4.38
HEIDELBERG,2016-11-08,2017-01-03,114.22,7.37,136.85,112.0,-18.16,-10.46,6.25
KAJARIACER,2016-11-08,2017-01-03,492.69,35.3,600.05,490.45,-18.27,-9.01,6.75
PCJEWELLER,2016-11-08,2017-01-03,377.28,28.32,480.25,391.9,-18.4,-13.71,9.43
OCL,2016-11-08,2017-01-03,765.25,66.05,942.75,763.7,-18.99,-9.5,5.56
RADICO,2016-11-08,2017-01-03,117.12,5.96,137.9,110.95,-19.54,-6.27,4.29
JKCEMENT,2016-11-08,2017-01-03,723.32,64.94,910.25,731.4,-19.65,-5.95,6.18
MUTHOOTFIN,2016-11-08,2017-01-03,296.6,24.77,361.85,286.55,-20.81,-5.55,8.13
INDIACEM,2016-11-08,2017-01-03,117.68,10.1,155.55,122.6,-21.18,-10.24,7.46
REPCOHOME,2016-11-08,2017-01-03,564.72,40.95,721.35,567.3,-21.36,-10.4,4.39
RAMCOSYS,2016-11-08,2017-01-03,343.19,36.87,443.95,348.5,-21.5,-6.29,14.19
HSIL,2016-11-08,2017-01-03,291.54,19.3,358.25,281.1,-21.54,-10.17,4.48
JMFINANCIL,2016-11-08,2017-01-03,66.45,5.76,87.25,68.45,-21.55,-16.05,9.94
DHFL,2016-11-08,2017-01-03,244.93,16.03,314.05,245.8,-21.73,-10.48,4.55
JKLAKSHMI,2016-11-08,2017-01-03,371.0,30.09,465.55,363.95,-21.82,-8.0,10.11
VGUARD,2016-11-08,2017-01-03,173.03,12.47,210.25,163.75,-22.12,-8.58,3.29
KOLTEPATIL,2016-11-08,2017-01-03,93.7,7.77,121.4,94.2,-22.41,-10.87,19.95
MANPASAND,2016-11-08,2017-01-03,602.85,56.93,702.15,544.45,-22.46,-5.04,7.86
DALMIABHA,2016-11-08,2017-01-03,1554.85,169.53,2024.85,1566.45,-22.64,-12.49,7.75
BFUTILITIE,2016-11-08,2017-01-03,420.24,33.43,511.25,393.8,-22.97,-8.6,4.08
CENTURYPLY,2016-11-08,2017-01-03,176.35,16.08,227.2,174.3,-23.28,-9.68,5.54
GODFRYPHLP,2016-11-08,2017-01-03,976.44,124.44,1343.15,1027.75,-23.48,-17.28,20.0
SHRIRAMCIT,2016-11-08,2017-01-03,1873.51,143.22,2419.05,1851.15,-23.48,-13.24,5.76
RCOM,2016-11-08,2017-01-03,36.7,2.76,45.2,34.25,-24.23,-6.53,6.7
CERA,2016-11-08,2017-01-03,2076.28,162.18,2709.7,2045.25,-24.52,-10.45,5.73
UNITECH,2016-11-08,2017-01-03,4.6,0.42,5.7,4.3,-24.56,-7.61,7.69
BHARATFIN,2016-11-08,2017-01-03,663.24,72.41,826.1,621.25,-24.8,-8.34,10.39
ORIENTCEM,2016-11-08,2017-01-03,132.37,10.46,170.9,128.35,-24.9,-6.96,5.15
SOMANYCERA,2016-11-08,2017-01-03,518.58,39.47,653.35,489.55,-25.07,-7.73,5.78
CROMPGREAV,2016-11-08,2017-01-03,67.38,8.45,82.95,60.75,-26.76,-10.42,4.74
JMTAUTOLTD,2016-11-08,2017-01-03,21.6,2.08,26.25,19.1,-27.24,-14.68,8.29
DELTACORP,2016-11-08,2017-01-03,111.35,10.16,162.65,117.95,-27.48,-19.98,11.49
NITINFIRE,2016-11-08,2017-01-03,27.61,2.91,34.6,24.6,-28.9,-8.21,9.06
MANAPPURAM,2016-11-08,2017-01-03,73.52,10.2,102.75,72.7,-29.25,-16.87,6.63
DIVISLAB,2016-11-08,2017-01-03,1097.35,150.81,1245.05,777.85,-37.52,-22.26,4.58
ONGC,2016-11-08,2017-01-03,330.38,104.09,405.9,192.5,-52.57,-32.38,2.36
ENGINERSIN,2016-11-08,2017-01-03,497.0,146.99,524.2,154.7,-70.49,-49.32,6.5
KPRMILL,2016-11-08,2016-11-28,1650.44,601.64,2313.6,564.95,-75.58,-50.71,4.0
ICIL,2016-11-08,2017-01-03,201.43,166.23,793.0,172.2,-78.28,-81.24,8.9
KARURVYSYA,2016-11-08,2016-11-16,357.09,168.0,466.85,91.03,-80.5,-80.18,2.36
JSWSTEEL,2016-11-08,2017-01-03,13991.41,5637.8,16569.0,1644.55,-90.07,-90.23,4.49
BALMLAWRIE,2016-11-08,2017-01-03,1122.97,824.15,3085.6,235.45,-92.37,-77.52,7.4
