,Start_Date,End_Date,Mean_Price,Volatility,Start_Price,End_Price,Pct_Change,Min_Day_Change,Max_Day_Change
TATAMOTORS,2016-08-18,2017-01-03,511.91,41.69,512.05,481.1,-6.04,-9.84,7.07
MONSANTO,2016-08-18,2017-01-03,2332.2,68.9,2393.75,2248.4,-6.07,-2.84,10.36
GMRINFRA,2016-08-18,2017-01-03,12.67,0.98,13.05,12.25,-6.13,-10.18,7.86
APLLTD,2016-08-18,2017-01-03,644.57,23.52,641.4,602.0,-6.14,-3.4,4.35
RIIL,2016-08-18,2017-01-03,409.18,29.42,424.85,397.85,-6.36,-7.21,10.74
IDFC,2016-08-18,2017-01-03,60.57,5.4,58.2,54.5,-6.36,-5.96,8.03
IRB,2016-08-18,2017-01-03,221.05,24.63,220.35,206.0,-6.51,-9.81,9.28
PNB,2016-08-18,2017-01-03,135.54,9.97,126.6,118.05,-6.75,-8.88,12.03
INDIGO,2016-08-18,2017-01-03,884.36,41.75,880.35,819.85,-6.87,-5.68,3.22
GAYAPROJ,2016-08-18,2017-01-03,652.75,29.1,709.2,660.35,-6.89,-6.58,8.35
JKCEMENT,2016-08-18,2017-01-03,802.49,94.37,787.95,731.4,-7.18,-5.95,6.37
COLPAL,2016-08-18,2017-01-03,944.15,28.43,967.9,898.3,-7.19,-3.61,3.95
INGERRAND,2016-08-18,2017-01-03,706.41,31.29,737.9,683.2,-7.41,-3.94,5.58
ASHOKLEY,2016-08-18,2017-01-03,82.68,4.54,87.55,81.05,-7.42,-6.6,6.3
GVKPIL,2016-08-18,2017-01-03,6.18,0.51,5.95,5.5,-7.56,-8.33,11.02
LINDEINDIA,2016-08-18,2017-01-03,369.23,13.88,380.95,352.15,-7.56,-6.49,7.0
SUPREMEIND,2016-08-18,2017-01-03,907.52,39.44,960.15,887.6,-7.56,-4.68,5.15
THOMASCOOK,2016-08-18,2017-01-03,198.25,10.14,200.35,185.2,-7.56,-7.9,3.67
IOB,2016-08-18,2017-01-03,25.77,0.92,26.4,24.4,-7.58,-5.78,8.76
APLAPOLLO,2016-08-18,2017-01-03,909.85,36.23,1001.15,925.15,-7.59,-6.37,4.74
GREENPLY,2016-08-18,2017-01-03,268.02,11.89,268.25,247.85,-7.6,-5.9,6.61
IIFL,2016-08-18,2017-01-03,274.87,17.41,284.25,262.35,-7.7,-9.3,8.56
DHFL,2016-08-18,2017-01-03,275.09,30.69,266.35,245.8,-7.72,-10.48,6.0
LT,2016-08-18,2017-01-03,1427.54,59.92,1482.1,1367.2,-7.75,-3.59,2.78
RENUKA,2016-08-18,2017-01-03,15.1,1.27,16.0,14.75,-7.81,-5.72,6.27
INDUSINDBK,2016-08-18,2017-01-03,1158.42,61.66,1194.6,1100.6,-7.87,-8.32,3.56
RALLIS,2016-08-18,2017-01-03,213.49,15.38,222.5,204.9,-7.91,-5.01,6.05
SOUTHBANK,2016-08-18,2017-01-03,22.33,1.4,21.65,19.9,-8.08,-5.93,6.22
HONAUT,2016-08-18,2017-01-03,9019.14,486.96,9921.9,9116.05,-8.12,-3.68,3.93
ORIENTBANK,2016-08-18,2017-01-03,121.61,7.67,117.3,107.75,-8.14,-9.27,9.58
OIL,2016-08-18,2017-01-03,537.77,37.99,499.33,458.45,-8.19,-25.18,3.91
BRIGADE,2016-08-18,2017-01-03,166.75,10.7,167.4,153.6,-8.24,-5.66,5.67
GSPL,2016-08-18,2017-01-03,150.85,6.58,152.85,140.1,-8.34,-5.93,6.66
HINDUNILVR,2016-08-18,2017-01-03,859.53,42.79,906.9,829.85,-8.5,-2.3,2.78
ZEEL,2016-08-18,2017-01-03,497.51,41.39,501.2,458.3,-8.56,-5.94,5.87
SKFINDIA,2016-08-18,2017-01-03,1366.09,76.06,1412.35,1291.35,-8.57,-3.98,5.18
PCJEWELLER,2016-08-18,2017-01-03,439.73,58.89,428.75,391.9,-8.59,-13.71,9.43
TATAMTRDVR,2016-08-18,2017-01-03,329.2,27.17,337.7,308.4,-8.68,-9.62,6.14
AJANTPHARM,2016-08-18,2017-01-03,1906.14,91.98,1969.85,1797.35,-8.76,-6.12,4.28
DABUR,2016-08-18,2017-01-03,284.23,9.58,302.2,275.5,-8.84,-5.73,4.07
VOLTAS,2016-08-18,2017-01-03,356.86,35.11,365.75,332.7,-9.04,-7.76,4.69
DBCORP,2016-08-18,2017-01-03,383.2,19.83,407.3,370.0,-9.16,-2.79,4.67
KOTAKBANK,2016-08-18,2017-01-03,773.78,33.28,784.4,711.75,-9.26,-3.19,3.17
NATCOPHARM,2016-08-18,2017-01-03,615.1,32.18,642.8,583.3,-9.26,-8.97,5.42
REDINGTON,2016-08-18,2017-01-03,102.0,6.94,105.3,95.2,-9.59,-4.86,7.21
IBREALEST,2016-08-18,2017-01-03,78.88,8.47,84.3,76.05,-9.79,-18.24,9.96
COALINDIA,2016-08-18,2017-01-03,316.81,14.49,339.05,305.3,-9.95,-4.56,5.09
DENABANK,2016-08-18,2017-01-03,36.23,1.91,37.1,33.4,-9.97,-5.97,12.91
RUCHISOYA,2016-08-18,2017-01-03,21.01,1.52,21.9,19.7,-10.05,-8.76,8.22
MINDTREE,2016-08-18,2017-01-03,490.51,39.7,564.75,507.9,-10.07,-4.8,5.18
THERMAX,2016-08-18,2017-01-03,841.21,36.85,856.3,769.15,-10.18,-3.74,8.34
TCS,2016-08-18,2017-01-03,2346.18,124.28,2638.55,2368.25,-10.24,-4.96,5.11
PNCINFRA,2016-08-18,2017-01-03,116.31,7.31,116.6,104.6,-10.29,-3.91,10.17
TATAGLOBAL,2016-08-18,2017-01-03,133.73,11.64,138.85,124.45,-10.37,-6.64,8.11
ABB,2016-08-18,2017-01-03,1105.91,52.08,1167.95,1045.35,-10.5,-3.37,2.43
KITEX,2016-08-18,2017-01-03,437.25,39.37,455.25,406.6,-10.69,-14.33,8.02
BAJAJELEC,2016-08-18,2017-01-03,244.34,22.75,253.7,226.4,-10.76,-5.08,5.87
AUROPHARMA,2016-08-18,2017-01-03,767.78,60.75,753.65,672.2,-10.81,-5.36,6.95
GREAVESCOT,2016-08-18,2017-01-03,129.62,5.74,140.25,124.8,-11.02,-3.21,5.32
GILLETTE,2016-08-18,2017-01-03,4369.07,122.26,4765.25,4238.75,-11.05,-2.93,3.22
WIPRO,2016-08-18,2017-01-03,472.3,18.89,525.1,467.0,-11.06,-3.05,3.11
BHEL,2016-08-18,2017-01-03,135.05,8.86,140.35,124.8,-11.08,-7.57,15.56
JPINFRATEC,2016-08-18,2017-01-03,8.38,0.89,8.45,7.5,-11.24,-10.59,13.77
HEROMOTOCO,2016-08-18,2017-01-03,3302.13,207.58,3368.45,2986.55,-11.34,-5.41,3.24
ZENSARTECH,2016-08-18,2017-01-03,1000.88,41.53,1067.0,945.95,-11.34,-6.02,12.63
DISHTV,2016-08-18,2017-01-03,91.83,5.39,96.35,85.4,-11.36,-7.04,7.47
PRESTIGE,2016-08-18,2017-01-03,181.14,18.62,191.65,169.65,-11.48,-7.87,10.22
ECLERX,2016-08-18,2017-01-03,1501.15,75.43,1579.65,1397.55,-11.53,-10.24,5.72
HDFC,2016-08-18,2017-01-03,1334.9,74.81,1374.3,1214.0,-11.66,-4.24,4.09
KANSAINER,2016-08-18,2017-01-03,356.33,22.21,374.75,330.65,-11.77,-8.26,5.14
SUVEN,2016-08-18,2017-01-03,186.57,11.79,199.65,175.85,-11.92,-7.39,8.44
YESBANK,2016-08-18,2017-01-03,1235.93,75.59,1320.65,1162.9,-11.94,-5.84,5.83
EIHOTEL,2016-08-18,2017-01-03,106.25,5.85,110.2,96.95,-12.02,-3.25,5.44
AKZOINDIA,2016-08-18,2017-01-03,1561.64,115.99,1632.0,1434.7,-12.09,-3.59,4.13
INOXLEISUR,2016-08-18,2017-01-03,250.79,22.25,266.05,233.7,-12.16,-6.21,6.4
GODREJPROP,2016-08-18,2017-01-03,333.8,25.46,365.9,321.2,-12.22,-5.49,3.46
LITL,2016-08-18,2017-01-03,4.09,0.37,4.4,3.85,-12.5,-5.75,8.79
GDL,2016-08-18,2017-01-03,250.67,17.8,283.6,248.1,-12.52,-5.66,7.31
TITAN,2016-08-18,2017-01-03,367.66,40.78,398.15,348.15,-12.56,-6.02,4.57
GLAXO,2016-08-18,2017-01-03,2839.87,135.49,3143.05,2745.55,-12.65,-4.78,1.91
LAOPALA,2016-08-18,2017-01-03,529.6,27.44,538.15,469.95,-12.67,-4.61,7.27
SFCL,2016-08-18,2017-01-03,105.55,8.0,113.6,99.2,-12.68,-9.44,6.3
NAVKARCORP,2016-08-18,2017-01-03,187.01,12.21,195.1,170.35,-12.69,-7.17,3.33
EMAMILTD,2016-08-18,2017-01-03,1121.62,77.72,1180.8,1030.6,-12.72,-7.2,5.99
WELCORP,2016-08-18,2017-01-03,75.22,4.94,87.5,76.15,-12.97,-7.68,19.95
AHLUCONT,2016-08-18,2017-01-03,281.5,22.7,295.15,256.65,-13.04,-8.62,6.98
AVANTIFEED,2016-08-18,2017-01-03,530.49,36.62,565.95,490.55,-13.32,-8.85,4.57
SMLISUZU,2016-08-18,2017-01-03,1219.66,114.65,1325.85,1146.95,-13.49,-8.41,4.37
INDOCO,2016-08-18,2017-01-03,294.2,25.81,305.65,264.0,-13.63,-4.33,5.5
BOSCHLTD,2016-08-18,2017-01-03,21850.75,1718.95,24090.9,20798.6,-13.67,-4.26,4.08
ASTRAZEN,2016-08-18,2017-01-03,977.33,46.46,1086.5,937.45,-13.72,-5.11,7.14
BRITANNIA,2016-08-18,2017-01-03,3207.58,225.43,3329.55,2872.25,-13.73,-4.87,3.61
BHARTIARTL,2016-08-18,2017-01-03,317.11,13.88,353.15,304.45,-13.79,-6.27,5.91
CHOLAFIN,2016-08-18,2017-01-03,1058.74,113.18,1112.85,959.05,-13.82,-5.97,7.63
GODFRYPHLP,2016-08-18,2017-01-03,1191.86,211.5,1193.0,1027.75,-13.85,-17.28,20.0
APOLLOHOSP,2016-08-18,2017-01-03,1285.07,75.81,1399.75,1205.45,-13.88,-6.02,3.55
BERGEPAINT,2016-08-18,2017-01-03,239.83,26.89,247.9,213.45,-13.9,-8.16,7.55
VRLLOG,2016-08-18,2017-01-03,286.56,19.21,304.7,262.35,-13.9,-6.79,4.81
OFSS,2016-08-18,2017-01-03,3249.98,177.5,3679.05,3166.3,-13.94,-3.44,2.97
TATAELXSI,2016-08-18,2017-01-03,1384.75,152.29,1632.9,1402.35,-14.12,-7.52,7.36
ULTRACEMCO,2016-08-18,2017-01-03,3729.37,300.36,3874.35,3326.7,-14.14,-7.43,4.73
SIEMENS,2016-08-18,2017-01-03,1183.84,80.36,1291.45,1108.5,-14.17,-5.49,3.41
MARICO,2016-08-18,2017-01-03,271.35,17.91,300.55,257.75,-14.24,-7.56,3.52
SUZLON,2016-08-18,2017-01-03,15.07,0.9,16.65,14.25,-14.41,-6.96,7.38
BRFL,2016-08-18,2017-01-03,153.04,10.5,173.55,148.45,-14.46,-7.57,11.45
PIDILITIND,2016-08-18,2017-01-03,672.09,47.61,708.95,606.4,-14.47,-6.43,6.26
RELAXO,2016-08-18,2017-01-03,427.44,22.28,467.75,399.35,-14.62,-4.55,4.96
TORNTPHARM,2016-08-18,2017-01-03,1478.42,151.15,1569.6,1339.45,-14.66,-9.0,7.34
CERA,2016-08-18,2017-01-03,2314.95,243.55,2397.75,2045.25,-14.7,-10.45,5.73
BATAINDIA,2016-08-18,2017-01-03,475.12,46.61,546.3,463.15,-15.22,-6.04,3.58
WONDERLA,2016-08-18,2017-01-03,373.88,31.01,400.9,339.75,-15.25,-5.45,4.67
CONCOR,2016-08-18,2017-01-03,1281.84,112.42,1388.9,1176.8,-15.27,-5.07,5.1
RDEL,2016-08-18,2017-01-03,57.98,4.61,65.85,55.7,-15.41,-14.7,8.68
BAJAJHIND,2016-08-18,2017-01-03,15.85,1.57,17.85,15.1,-15.41,-6.45,6.06
SOBHA,2016-08-18,2017-01-03,274.61,22.72,303.5,256.7,-15.42,-4.84,7.47
SYNDIBANK,2016-08-18,2017-01-03,70.91,5.19,73.45,62.05,-15.52,-5.26,10.93
WOCKPHARMA,2016-08-18,2017-01-03,792.14,87.82,790.8,666.35,-15.74,-5.2,8.58
EVEREADY,2016-08-18,2017-01-03,246.07,24.31,261.25,220.05,-15.77,-4.0,6.1
GRANULES,2016-08-18,2017-01-03,116.87,7.94,132.6,111.65,-15.8,-7.78,4.9
HEIDELBERG,2016-08-18,2017-01-03,127.74,12.69,133.1,112.0,-15.85,-10.46,6.25
WABCOINDIA,2016-08-18,2017-01-03,5662.65,529.54,6243.35,5247.95,-15.94,-3.29,11.34
HAVELLS,2016-08-18,2017-01-03,384.32,43.41,409.65,342.85,-16.31,-7.79,6.56
JPPOWER,2016-08-18,2017-01-03,4.35,0.37,4.85,4.05,-16.49,-8.33,10.98
MYSOREBANK,2016-08-18,2017-01-03,546.82,19.95,623.95,520.9,-16.52,-12.11,8.26
CENTRALBK,2016-08-18,2017-01-03,92.38,8.47,100.7,84.0,-16.58,-5.52,6.85
SPARC,2016-08-18,2017-01-03,331.41,23.44,371.3,309.2,-16.73,-7.3,6.28
POLARIS,2016-08-18,2017-01-03,165.6,11.81,186.65,155.4,-16.74,-11.77,10.02
EQUITAS,2016-08-18,2017-01-03,169.01,13.35,179.8,149.35,-16.94,-7.54,5.43
MANAPPURAM,2016-08-18,2017-01-03,85.43,12.75,87.65,72.7,-17.06,-16.87,6.63
WABAG,2016-08-18,2017-01-03,520.04,40.01,578.65,479.7,-17.1,-4.61,6.12
SHREECEM,2016-08-18,2017-01-03,16134.37,1318.14,17055.8,14128.5,-17.16,-6.56,6.34
DELTACORP,2016-08-18,2017-01-03,142.32,28.37,142.4,117.95,-17.17,-19.98,11.49
3MINDIA,2016-08-18,2017-01-03,12325.0,1016.17,13188.0,10917.2,-17.22,-7.95,2.67
GEPIL,2016-08-18,2017-01-03,523.62,49.44,608.5,503.5,-17.26,-3.75,5.69
NETWORK18,2016-08-18,2017-01-03,40.77,4.18,41.85,34.55,-17.44,-9.76,12.49
COFFEEDAY,2016-08-18,2017-01-03,220.39,16.4,241.0,198.95,-17.45,-4.0,4.09
UCOBANK,2016-08-18,2017-01-03,36.44,2.96,40.8,33.65,-17.52,-8.03,10.98
JINDALSTEL,2016-08-18,2017-01-03,76.3,6.31,85.4,70.4,-17.56,-8.4,8.99
IBULHSGFIN,2016-08-18,2017-01-03,767.64,77.5,804.9,662.25,-17.72,-8.22,5.31
SOMANYCERA,2016-08-18,2017-01-03,573.48,55.33,595.65,489.55,-17.81,-7.73,5.78
MAHLIFE,2016-08-18,2017-01-03,405.88,36.52,434.65,356.8,-17.91,-6.48,5.59
HSIL,2016-08-18,2017-01-03,325.03,30.94,342.6,281.1,-17.95,-10.17,4.48
SCI,2016-08-18,2017-01-03,65.31,4.95,74.3,60.95,-17.97,-7.99,6.83
UNITECH,2016-08-18,2017-01-03,5.3,0.71,5.25,4.3,-18.1,-7.61,17.59
KTKBANK,2016-08-18,2017-01-03,131.56,20.54,142.1,116.25,-18.19,-18.69,7.74
JKLAKSHMI,2016-08-18,2017-01-03,433.11,57.29,444.95,363.95,-18.2,-8.0,10.11
ANDHRABANK,2016-08-18,2017-01-03,55.21,4.2,58.5,47.85,-18.21,-6.95,8.65
CAPF,2016-08-18,2017-01-03,646.61,87.32,719.4,588.4,-18.21,-14.39,8.63
GUJGASLTD,2016-08-18,2017-01-03,577.09,42.44,653.9,534.65,-18.24,-4.08,4.55
SHRIRAMCIT,2016-08-18,2017-01-03,2097.29,224.37,2268.55,1851.15,-18.4,-13.24,7.69
ALBK,2016-08-18,2017-01-03,73.98,7.17,76.55,62.35,-18.55,-7.16,8.93
JINDALPOLY,2016-08-18,2017-01-03,386.19,36.17,410.15,333.25,-18.75,-5.23,7.21
ASTRAL,2016-08-18,2017-01-03,428.03,31.12,485.0,392.9,-18.99,-5.43,4.15
ASIANPAINT,2016-08-18,2017-01-03,1057.13,121.64,1107.35,896.6,-19.03,-7.43,5.04
PEL,2016-08-18,2017-01-03,1749.3,154.53,1949.7,1578.0,-19.06,-7.91,10.27
GUJFLUORO,2016-08-18,2017-01-03,523.24,40.59,592.8,479.7,-19.08,-5.98,6.31
BLUEDART,2016-08-18,2017-01-03,5045.52,433.37,5543.7,4479.4,-19.2,-4.14,4.98
RELINFRA,2016-08-18,2017-01-03,536.83,57.17,592.35,478.4,-19.24,-8.78,8.35
SUNPHARMA,2016-08-18,2017-01-03,721.27,54.87,788.8,636.1,-19.36,-7.41,4.64
RPOWER,2016-08-18,2017-01-03,46.4,4.67,52.1,41.95,-19.48,-8.94,3.74
GSKCONS,2016-08-18,2017-01-03,5727.36,553.95,6338.2,5080.25,-19.85,-6.44,3.03
CENTURYPLY,2016-08-18,2017-01-03,213.39,34.4,218.1,174.3,-20.08,-9.68,5.54
MUTHOOTFIN,2016-08-18,2017-01-03,329.94,33.3,359.35,286.55,-20.26,-6.16,8.13
SUNDARMFIN,2016-08-18,2017-01-03,1320.97,100.9,1467.1,1167.4,-20.43,-3.26,4.68
ACC,2016-08-18,2017-01-03,1502.08,150.08,1692.7,1343.55,-20.63,-4.71,3.28
SNOWMAN,2016-08-18,2017-01-03,61.02,7.81,69.05,54.7,-20.78,-7.84,6.02
GATI,2016-08-18,2017-01-03,131.01,11.78,151.05,119.55,-20.85,-6.97,4.88
HFCL,2016-08-18,2017-01-03,14.48,1.7,16.3,12.9,-20.86,-5.91,10.31
AMBUJACEM,2016-08-18,2017-01-03,238.07,27.64,272.1,215.2,-20.91,-5.66,4.11
TAKE,2016-08-18,2017-01-03,153.0,16.65,173.4,137.05,-20.96,-6.35,10.53
SHOPERSTOP,2016-08-18,2017-01-03,344.28,37.75,374.0,295.45,-21.0,-5.85,4.01
KOLTEPATIL,2016-08-18,2017-01-03,111.93,16.26,120.05,94.2,-21.53,-10.87,19.95
IDEA,2016-08-18,2017-01-03,78.86,7.21,93.65,73.4,-21.62,-10.49,6.88
ANANTRAJ,2016-08-18,2017-01-03,49.62,8.53,56.85,44.55,-21.64,-12.36,8.13
BHARATFIN,2016-08-18,2017-01-03,763.47,104.59,795.9,621.25,-21.94,-8.34,10.39
PRISMCEM,2016-08-18,2017-01-03,99.6,11.84,106.8,83.35,-21.96,-13.9,5.64
DEN,2016-08-18,2017-01-03,73.15,6.34,85.95,67.0,-22.05,-7.37,16.3
MAYURUNIQ,2016-08-18,2017-01-03,405.56,36.31,445.95,343.35,-23.01,-9.94,2.44
ORIENTCEM,2016-08-18,2017-01-03,167.29,32.29,167.0,128.35,-23.14,-6.96,6.79
AXISBANK,2016-08-18,2017-01-03,518.09,57.02,593.15,455.25,-23.25,-7.85,6.12
GPPL,2016-08-18,2017-01-03,160.79,19.65,174.3,133.4,-23.47,-6.5,5.47
JSWENERGY,2016-08-18,2017-01-03,68.04,8.96,79.5,60.6,-23.77,-6.38,6.26
MCLEODRUSS,2016-08-18,2017-01-03,165.37,15.72,184.85,139.35,-24.61,-7.19,4.59
MANPASAND,2016-08-18,2017-01-03,676.56,72.5,722.75,544.45,-24.67,-5.04,7.86
JPASSOCIAT,2016-08-18,2017-01-03,9.81,1.69,10.9,8.2,-24.77,-8.52,8.05
EROSMEDIA,2016-08-18,2017-01-03,191.79,22.74,225.9,169.0,-25.19,-6.58,5.49
DBREALTY,2016-08-18,2017-01-03,44.64,4.86,51.0,38.05,-25.39,-11.95,5.85
INTELLECT,2016-08-18,2017-01-03,168.95,23.57,193.6,143.5,-25.88,-8.75,18.36
JUSTDIAL,2016-08-18,2017-01-03,421.26,48.87,473.0,349.15,-26.18,-5.84,4.72
RKFORGE,2016-08-18,2017-01-03,340.03,40.66,420.2,310.0,-26.23,-7.29,13.65
INDHOTEL,2016-08-18,2017-01-03,115.49,15.09,132.65,97.15,-26.76,-6.1,5.94
AMTEKAUTO,2016-08-18,2017-01-03,41.27,4.88,46.45,33.6,-27.66,-9.22,10.89
JUBLFOOD,2016-08-18,2017-01-03,984.56,123.69,1216.0,867.65,-28.65,-9.74,4.34
DLF,2016-08-18,2017-01-03,136.97,19.96,167.35,119.05,-28.86,-17.27,6.55
RTNPOWER,2016-08-18,2017-01-03,8.3,1.1,9.95,7.05,-29.15,-7.87,9.09
SRTRANSFIN,2016-08-18,2017-01-03,1049.71,161.67,1283.45,892.95,-30.43,-8.73,4.87
CROMPGREAV,2016-08-18,2017-01-03,74.64,8.6,87.35,60.75,-30.45,-10.42,11.56
REPCOHOME,2016-08-18,2017-01-03,709.2,127.19,826.8,567.3,-31.39,-10.4,4.84
BFUTILITIE,2016-08-18,2017-01-03,513.82,83.36,575.55,393.8,-31.58,-8.6,7.54
RCOM,2016-08-18,2017-01-03,43.61,6.29,50.2,34.25,-31.77,-11.49,9.45
WELSPUNIND,2016-08-18,2017-01-03,61.97,9.45,102.0,69.45,-31.91,-19.98,11.27
JETAIRWAYS,2016-08-18,2017-01-03,448.91,73.13,540.15,364.15,-32.58,-12.45,6.47
RAMCOSYS,2016-08-18,2017-01-03,422.37,71.93,524.55,348.5,-33.56,-6.29,14.19
HDIL,2016-08-18,2017-01-03,75.35,13.98,98.65,61.95,-37.2,-16.85,7.81
DIVISLAB,2016-08-18,2017-01-03,1214.88,139.49,1275.6,777.85,-39.02,-22.26,4.58
ONGC,2016-08-18,2017-01-03,365.11,75.32,362.02,192.5,-46.83,-32.38,5.11
RECLTD,2016-08-18,2017-01-03,162.13,49.13,238.95,126.4,-47.1,-49.99,6.37
PFC,2016-08-18,2017-01-03,129.99,27.72,239.2,125.2,-47.66,-50.65,7.8
SYMPHONY,2016-08-18,2017-01-03,1377.88,407.06,2282.24,1166.55,-48.89,-48.82,14.5
TECHNO,2016-08-18,2017-01-03,355.83,145.29,653.6,303.25,-53.6,-51.0,100.06
HINDPETRO,2016-08-18,2017-01-03,585.57,304.56,1227.9,464.3,-62.19,-66.67,4.06
ENGINERSIN,2016-08-18,2017-01-03,508.84,96.15,456.8,154.7,-66.13,-49.32,8.35
IOC,2016-08-18,2017-01-03,649.71,403.02,1124.0,345.25,-69.28,-50.52,5.44
KPRMILL,2016-07-13,2016-11-28,2177.32,333.34,2170.1,564.95,-73.97,-50.71,6.08
KAJARIACER,2016-08-18,2017-01-03,1186.98,927.07,2533.1,490.45,-80.64,-50.17,6.75
GRASIM,2016-08-18,2017-01-03,2113.14,1773.62,4627.0,869.1,-81.22,-79.45,3.99
KARURVYSYA,2016-07-01,2016-11-16,479.51,58.64,499.7,91.03,-81.78,-80.18,4.35
8KMILES,2016-08-18,2017-01-03,1720.03,1398.07,4003.7,707.8,-82.32,-59.22,8.91
JMTAUTOLTD,2016-08-18,2017-01-03,41.63,31.83,108.1,19.1,-82.33,-50.48,11.07
VGUARD,2016-08-18,2017-01-03,305.9,419.49,1750.5,163.75,-90.65,-89.62,10.69
JSWSTEEL,2016-08-18,2017-01-03,16043.55,4019.99,17838.0,1644.55,-90.78,-90.23,4.79
BALMLAWRIE,2016-08-18,2017-01-03,2127.56,994.12,2667.8,235.45,-91.17,-77.52,7.77
BAJFINANCE,2016-08-18,2017-01-03,2298.48,3143.9,10134.55,884.0,-91.28,-79.59,10.4
CAPLIPOINT,2016-08-18,2017-01-03,2729.59,2919.4,5969.0,342.0,-94.27,-79.84,19.99
ICIL,2016-08-18,2017-01-03,1895.81,1786.26,4488.25,172.2,-96.16,-81.24,8.9
TRENT,2016-08-18,2017-01-03,1769.16,4872.16,19201.0,201.0,-98.95,-89.7,12.14
