,Stock_Name,Stock_Symbol
0,Bayer CropScien,BAYERCROP
1,Bharat Rasayan,BHARATRAS
2,Dhanuka Agritec,DHANUKA
3,Excel Crop Care,EXCELCROP
4,Insecticides,INSECTICID
5,Meghmani Organi,MEGH
6,Monsanto India,MONSANTO
7,PI Industries,PIIND
8,Rallis India,RALLIS
9,Sharda Crop,SHARDACROP
