,Stock_Name,Stock_Symbol
0,Assam Company,ASSAMCO
1,Bombay Burmah,BBTC
2,CCL Products,CCL
3,Dhunseri Petro,DPL
4,Dhunseri Tea,DTIL
5,Gillanders Arbu,GILLANDERS
6,Harrisons Malay,HARRMALAYA
7,Jayshree Tea,JAYSREETEA
8,Mcleod,MCLEODRUSS
9,Norben Tea,NORBTEAEXP
10,Peria Karamalai,PKTEA
11,Rossell India,ROSSELLIND
12,Tata Coffee,TATACOFFEE
13,Tata Global Bev,TATAGLOBAL
14,United Nilgiri,UNITEDTEA
